GEOID,district,total_pop,minority_pop,method,year,state
28117950200,2,6393,641,nway,2010,mississippi
28117950500,2,1962,965,nway,2010,mississippi
28121020101,2,4772,1371,nway,2010,mississippi
28121020102,1,11057,2344,nway,2010,mississippi
28121020206,1,8403,1707,nway,2010,mississippi
28121020207,1,6340,1604,nway,2010,mississippi
28121020209,1,4345,465,nway,2010,mississippi
28121020210,1,4522,572,nway,2010,mississippi
28121020211,2,7670,1525,nway,2010,mississippi
28121020212,2,2420,295,nway,2010,mississippi
28121020802,2,11490,3379,nway,2010,mississippi
28121020213,2,1410,341,nway,2010,mississippi
28121020302,2,7465,1720,nway,2010,mississippi
28121020401,2,4350,1066,nway,2010,mississippi
28121020402,2,6003,1428,nway,2010,mississippi
28121020500,2,4591,2693,nway,2010,mississippi
28121020600,2,8744,4016,nway,2010,mississippi
28121020703,3,1941,227,nway,2010,mississippi
28121020704,3,5870,1710,nway,2010,mississippi
28121020803,3,2052,152,nway,2010,mississippi
28121020900,3,6944,1386,nway,2010,mississippi
28121021001,1,6047,612,nway,2010,mississippi
28121021002,1,6988,1812,nway,2010,mississippi
28121021003,1,5073,1121,nway,2010,mississippi
28123020100,1,6830,3093,nway,2010,mississippi
28123020200,1,4664,2460,nway,2010,mississippi
28123020300,2,5298,1168,nway,2010,mississippi
28123020500,2,4808,3496,nway,2010,mississippi
28123020600,1,3479,1629,nway,2010,mississippi
28127950300,1,6181,1741,nway,2010,mississippi
28125950100,1,2897,2065,nway,2010,mississippi
28127950100,0,5116,1822,nway,2010,mississippi
28127950200,0,3581,1300,nway,2010,mississippi
28127950500,0,4866,2510,nway,2010,mississippi
28129950200,0,6086,916,nway,2010,mississippi
28131020202,0,6753,1824,nway,2010,mississippi
28133950402,0,6043,5925,nway,2010,mississippi
28133950500,0,2999,2434,nway,2010,mississippi
28133950600,0,2571,1784,nway,2010,mississippi
28135950100,0,4334,1656,nway,2010,mississippi
28135950300,0,5459,4233,nway,2010,mississippi
28135950400,0,2786,1711,nway,2010,mississippi
28137950200,0,6669,1613,nway,2010,mississippi
28137950301,0,4648,2434,nway,2010,mississippi
28137950302,0,6069,1351,nway,2010,mississippi
28137950400,0,5864,2609,nway,2010,mississippi
28139950100,0,5052,699,nway,2010,mississippi
28139950200,0,6614,1422,nway,2010,mississippi
28139950300,0,2753,1052,nway,2010,mississippi
28139950400,0,7813,1655,nway,2010,mississippi
28141950100,3,3252,74,nway,2010,mississippi
28141950200,3,2555,233,nway,2010,mississippi
28141950400,3,7549,754,nway,2010,mississippi
28143980000,3,0,0,nway,2010,mississippi
28145950100,0,4448,364,nway,2010,mississippi
28149950200,0,4221,3472,nway,2010,mississippi
28145950300,2,4564,1747,nway,2010,mississippi
28145950600,2,3610,382,nway,2010,mississippi
28147950200,2,1700,800,nway,2010,mississippi
28149950300,2,2623,2280,nway,2010,mississippi
28149950400,2,2935,2187,nway,2010,mississippi
28149950800,3,4097,2399,nway,2010,mississippi
28149951101,3,5272,2013,nway,2010,mississippi
28149951102,3,4747,2127,nway,2010,mississippi
28151001200,2,2518,2457,nway,2010,mississippi
28151000200,2,1978,1502,nway,2010,mississippi
28151000900,2,3081,2226,nway,2010,mississippi
28151001000,2,1248,1188,nway,2010,mississippi
28151001300,3,2410,2197,nway,2010,mississippi
28151001400,3,4246,3452,nway,2010,mississippi
28159950500,0,4287,1439,nway,2010,mississippi
28153950100,0,5438,2878,nway,2010,mississippi
28153950200,3,4909,3240,nway,2010,mississippi
28157950100,3,4146,2661,nway,2010,mississippi
28161950200,3,4192,1666,nway,2010,mississippi
28149950600,2,5314,2364,nway,2010,mississippi
28143950200,1,4734,3426,nway,2010,mississippi
28145950200,1,5080,696,nway,2010,mississippi
28145950400,0,4004,1698,nway,2010,mississippi
28145950500,1,5428,598,nway,2010,mississippi
28147950100,1,7063,3522,nway,2010,mississippi
28147950300,1,6680,2976,nway,2010,mississippi
28149950100,1,5458,1881,nway,2010,mississippi
28149950500,1,2358,1278,nway,2010,mississippi
28149950700,1,2545,1794,nway,2010,mississippi
28149950901,1,5210,1359,nway,2010,mississippi
28149950902,0,3993,1476,nway,2010,mississippi
28151000100,0,1648,902,nway,2010,mississippi
28151000300,0,3583,3248,nway,2010,mississippi
28151000400,0,2919,2889,nway,2010,mississippi
28151000600,0,2986,2939,nway,2010,mississippi
28151000701,3,3732,2280,nway,2010,mississippi
28151000702,3,3869,1649,nway,2010,mississippi
28151000800,0,3393,1885,nway,2010,mississippi
28151001100,0,1792,1771,nway,2010,mississippi
28151001500,0,4319,1102,nway,2010,mississippi
28151001600,0,2017,1416,nway,2010,mississippi
28151001700,2,2646,1986,nway,2010,mississippi
28151002000,2,1387,1105,nway,2010,mississippi
28151002100,2,1365,1289,nway,2010,mississippi
28153950300,2,5185,1107,nway,2010,mississippi
28153950400,2,5215,1279,nway,2010,mississippi
28155950100,2,4543,615,nway,2010,mississippi
28155950200,0,3894,745,nway,2010,mississippi
28155950300,0,1816,886,nway,2010,mississippi
28163950400,0,1833,452,nway,2010,mississippi
28163950600,0,6008,1692,nway,2010,mississippi
28157950200,2,5732,4397,nway,2010,mississippi
28159950100,3,3341,1160,nway,2010,mississippi
28159950200,2,3870,2004,nway,2010,mississippi
28159950300,2,3929,2830,nway,2010,mississippi
28159950400,2,3771,1874,nway,2010,mississippi
28161950100,2,3589,1365,nway,2010,mississippi
28161950300,1,4897,2041,nway,2010,mississippi
28163950100,0,7841,5190,nway,2010,mississippi
28163950500,0,4563,4156,nway,2010,mississippi
28163950200,1,3208,2056,nway,2010,mississippi
28163950300,1,4612,4042,nway,2010,mississippi
28047001501,1,3527,875,nway,2010,mississippi
28047001502,1,4573,1446,nway,2010,mississippi
28047001700,1,5523,2347,nway,2010,mississippi
28047001800,1,2808,2448,nway,2010,mississippi
28047002000,1,3200,1791,nway,2010,mississippi
28049001500,1,3264,385,nway,2010,mississippi
28047002300,1,2153,1388,nway,2010,mississippi
28047002500,1,1812,678,nway,2010,mississippi
28049001600,1,3886,2312,nway,2010,mississippi
28047002600,0,3792,2940,nway,2010,mississippi
28049000200,0,5395,1309,nway,2010,mississippi
28047002700,0,6017,1187,nway,2010,mississippi
28047002900,0,1329,170,nway,2010,mississippi
28047003101,0,7305,1896,nway,2010,mississippi
28047003102,0,6395,1199,nway,2010,mississippi
28047003204,0,3862,1772,nway,2010,mississippi
28047003205,0,5935,2233,nway,2010,mississippi
28047003206,0,7783,2217,nway,2010,mississippi
28047003207,0,5068,2305,nway,2010,mississippi
28047003208,0,4059,2232,nway,2010,mississippi
28047003301,0,8418,2793,nway,2010,mississippi
28047003303,2,6307,1923,nway,2010,mississippi
28047003304,2,4233,990,nway,2010,mississippi
28047003402,0,10156,2011,nway,2010,mississippi
28047003403,0,2069,173,nway,2010,mississippi
28047003502,0,5920,417,nway,2010,mississippi
28047003504,0,5679,1021,nway,2010,mississippi
28049000302,2,4050,3803,nway,2010,mississippi
28047003505,0,6696,1853,nway,2010,mississippi
28047003700,0,3043,1298,nway,2010,mississippi
28047003800,0,1151,213,nway,2010,mississippi
28047003900,0,3278,1684,nway,2010,mississippi
28047980000,0,85,54,nway,2010,mississippi
28047990000,0,0,0,nway,2010,mississippi
28049000100,3,4584,1456,nway,2010,mississippi
28049000301,3,2637,2502,nway,2010,mississippi
28049000400,3,3373,2231,nway,2010,mississippi
28049000500,0,6041,5961,nway,2010,mississippi
28049000600,0,3442,3420,nway,2010,mississippi
28049000700,0,5877,5649,nway,2010,mississippi
28049000800,0,4483,4444,nway,2010,mississippi
28049000900,0,2015,2011,nway,2010,mississippi
28049001000,0,1509,1499,nway,2010,mississippi
28049001100,0,1827,1808,nway,2010,mississippi
28049001200,0,1823,1815,nway,2010,mississippi
