GEOID,district,total_pop,minority_pop,method,year,state
01001020100,2,1912,311,nway,2010,alabama
01001020500,2,10766,2328,nway,2010,alabama
01001020300,2,3373,835,nway,2010,alabama
01001020400,2,4386,356,nway,2010,alabama
01001020200,2,2170,1326,nway,2010,alabama
01001020600,2,3668,996,nway,2010,alabama
01001020700,2,2891,597,nway,2010,alabama
01001020801,2,3081,421,nway,2010,alabama
01097006404,2,10046,2657,nway,2010,alabama
01097006000,3,4996,1373,nway,2010,alabama
01097005900,3,4538,661,nway,2010,alabama
01097005700,3,7182,996,nway,2010,alabama
01097005800,3,4942,3196,nway,2010,alabama
01097006104,2,4592,785,nway,2010,alabama
01001020802,2,10435,1786,nway,2010,alabama
01001020900,2,5675,889,nway,2010,alabama
01001021000,2,2894,686,nway,2010,alabama
01001021100,6,3320,1886,nway,2010,alabama
01003010400,6,4736,431,nway,2010,alabama
01003010100,2,3804,947,nway,2010,alabama
01003010200,2,2902,451,nway,2010,alabama
01003010300,2,7826,1788,nway,2010,alabama
01003010500,2,4815,930,nway,2010,alabama
01003010600,2,3325,2037,nway,2010,alabama
01003010701,2,7882,590,nway,2010,alabama
01003010703,2,13166,1805,nway,2010,alabama
01003010903,2,5173,1221,nway,2010,alabama
01003010704,2,5055,634,nway,2010,alabama
01003010705,2,8331,1651,nway,2010,alabama
01003010800,2,6861,1880,nway,2010,alabama
01003010904,2,6831,563,nway,2010,alabama
01003010905,2,8011,1330,nway,2010,alabama
01003010906,2,4302,505,nway,2010,alabama
01003011000,2,4305,764,nway,2010,alabama
01003011101,2,8397,903,nway,2010,alabama
01003011102,2,3715,386,nway,2010,alabama
01003011201,2,4230,266,nway,2010,alabama
01097006200,2,6036,569,nway,2010,alabama
01097006102,2,2941,504,nway,2010,alabama
01097006105,2,6575,1491,nway,2010,alabama
01097006103,2,5080,4069,nway,2010,alabama
01097006301,6,10520,980,nway,2010,alabama
01097006302,6,6313,1081,nway,2010,alabama
01097006402,6,4702,1195,nway,2010,alabama
01097006403,6,1821,611,nway,2010,alabama
01097006405,6,6901,1899,nway,2010,alabama
01097006502,6,11958,1578,nway,2010,alabama
01097006406,6,7548,1371,nway,2010,alabama
01097006407,6,6016,439,nway,2010,alabama
01097006501,6,4878,773,nway,2010,alabama
01097006600,6,5548,826,nway,2010,alabama
01097006701,6,7341,2209,nway,2010,alabama
01097006702,6,4064,1107,nway,2010,alabama
01097006801,6,7958,1584,nway,2010,alabama
01097006802,6,3280,384,nway,2010,alabama
01097006901,6,7604,1755,nway,2010,alabama
01097006902,6,3973,839,nway,2010,alabama
01097007000,6,4559,463,nway,2010,alabama
01097007101,6,4717,889,nway,2010,alabama
01097007102,4,3110,1915,nway,2010,alabama
01097007300,4,4439,1381,nway,2010,alabama
01097007103,4,3390,506,nway,2010,alabama
01097007201,4,2999,535,nway,2010,alabama
01097007202,4,2771,139,nway,2010,alabama
01097007400,4,3647,2147,nway,2010,alabama
01097007500,4,1856,1810,nway,2010,alabama
01097007600,4,2371,2333,nway,2010,alabama
01097007700,4,1563,1555,nway,2010,alabama
01097990000,4,0,0,nway,2010,alabama
01099075900,4,6323,3126,nway,2010,alabama
