GEOID,district,total_pop,minority_pop,method,year,state
01045020801,2,3163,1430,recursive,2020,alabama
01017954200,2,3309,1018,recursive,2020,alabama
01017953800,2,3156,877,recursive,2020,alabama
01017954300,2,5637,2752,recursive,2020,alabama
01017954700,2,4489,1627,recursive,2020,alabama
01125011600,1,3341,1892,recursive,2020,alabama
01125011701,1,2597,2399,recursive,2020,alabama
01125011800,1,2575,2487,recursive,2020,alabama
01023956800,1,4175,1639,recursive,2020,alabama
01023956900,1,3628,670,recursive,2020,alabama
01023957000,0,2079,1070,recursive,2020,alabama
01117030219,5,5059,882,recursive,2020,alabama
01117030611,3,3206,996,recursive,2020,alabama
01117030613,3,6935,2374,recursive,2020,alabama
01117030614,5,4203,1913,recursive,2020,alabama
01117030610,3,4143,1612,recursive,2020,alabama
01117030616,5,2810,573,recursive,2020,alabama
01117030503,3,4186,1604,recursive,2020,alabama
01117030615,5,6484,1497,recursive,2020,alabama
01125012304,3,3379,2832,recursive,2020,alabama
01125012404,3,3908,2853,recursive,2020,alabama
01125012600,3,2427,1104,recursive,2020,alabama
01125012800,3,2071,1816,recursive,2020,alabama
01125011703,1,4526,4434,recursive,2020,alabama
01125012503,3,4719,1966,recursive,2020,alabama
01051030901,2,6862,2171,recursive,2020,alabama
01117030348,5,4763,879,recursive,2020,alabama
01117030349,5,1226,229,recursive,2020,alabama
01117030221,5,5378,1680,recursive,2020,alabama
01117030220,5,5827,915,recursive,2020,alabama
01117030350,3,3004,633,recursive,2020,alabama
01117030612,3,2210,642,recursive,2020,alabama
01117030347,5,4736,1451,recursive,2020,alabama
01117030218,5,4808,847,recursive,2020,alabama
01117030346,5,3847,567,recursive,2020,alabama
01117030351,3,3043,709,recursive,2020,alabama
01117030352,3,6077,1354,recursive,2020,alabama
01109189001,1,3055,1270,recursive,2020,alabama
01109189102,2,3352,1278,recursive,2020,alabama
01109189002,2,864,336,recursive,2020,alabama
01109189101,2,4248,1975,recursive,2020,alabama
01105687002,1,3563,2612,recursive,2020,alabama
01105687001,1,1123,520,recursive,2020,alabama
01097005900,0,4645,809,recursive,2020,alabama
01097006104,0,4467,903,recursive,2020,alabama
01097005500,0,3005,1143,recursive,2020,alabama
01097007101,0,4575,1383,recursive,2020,alabama
01097003404,0,2767,2418,recursive,2020,alabama
01097007300,0,4030,1282,recursive,2020,alabama
01097006600,0,5294,868,recursive,2020,alabama
01097002000,0,1801,748,recursive,2020,alabama
01097001502,0,1040,1028,recursive,2020,alabama
01015000400,5,2423,1626,recursive,2020,alabama
01097003607,0,3662,2060,recursive,2020,alabama
01097001200,0,2447,1853,recursive,2020,alabama
01097005800,0,4554,3043,recursive,2020,alabama
01097006102,0,2985,869,recursive,2020,alabama
