state,method,k,target_mm,state_minority_pct,weight_factor,minority_threshold,runtime,skipped,max_minority_pct,mm_count,success,error
alaska,,,,,50,0.55,,True,,,,Single-district state
alaska,,,,,100,0.4,,True,,,,Single-district state
alaska,,,,,100,0.45,,True,,,,Single-district state
alaska,,,,,100,0.5,,True,,,,Single-district state
alaska,,,,,100,0.55,,True,,,,Single-district state
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,1,0.4,12.640523433685303,False,0.6722860563206946,4.0,True,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,1,0.45,12.00782823562622,False,0.6722860563206946,4.0,True,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,1,0.5,12.231224060058594,False,0.6722860563206946,4.0,True,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,1,0.55,12.034641027450562,False,0.6722860563206946,4.0,True,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,5,0.4,11.714428901672363,False,0.7558010852092728,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,5,0.45,13.266650199890137,False,0.6202782100797807,4.0,True,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,5,0.5,11.478994846343994,False,0.7097029893364161,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,5,0.55,12.960532188415527,False,0.7574338528289878,2.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,10,0.4,16.0140597820282,False,0.7528316325105708,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,10,0.45,16.237823009490967,False,0.696490279508216,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,10,0.5,13.090482234954834,False,0.6748246079883724,4.0,True,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,10,0.55,13.3820161819458,False,0.7070036362498575,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,50,0.4,14.62160038948059,False,0.6593252255435633,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,50,0.45,12.66932487487793,False,0.6541569129174093,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,50,0.5,13.224278450012207,False,0.6636362213142069,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,50,0.55,14.243324518203735,False,0.6899231318990297,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,100,0.4,11.697229385375977,False,0.6593252255435633,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,100,0.45,12.851820945739746,False,0.6450224584384675,3.0,False,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,100,0.5,11.437304735183716,False,0.669979084172797,4.0,True,
arizona,recursive_bisection,9.0,4.0,0.46632931096152946,100,0.55,13.009509325027466,False,0.6582279471958415,4.0,True,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,1,0.4,8.3709077835083,False,0.3586947421577552,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,1,0.45,8.988214492797852,False,0.3586947421577552,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,1,0.5,9.08345627784729,False,0.3586947421577552,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,1,0.55,8.751842260360718,False,0.3586947421577552,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,5,0.4,8.055875062942505,False,0.4151321498384754,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,5,0.45,8.8670072555542,False,0.3837963184571772,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,5,0.5,8.563272714614868,False,0.371384257772801,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,5,0.55,8.436815738677979,False,0.42870100850699855,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,10,0.4,8.534469604492188,False,0.41164984881186567,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,10,0.45,9.02457308769226,False,0.4939798580041113,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,10,0.5,9.02113676071167,False,0.4274635472531674,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,10,0.55,9.301812410354614,False,0.4187707343017651,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,50,0.4,9.323902368545532,False,0.44053499334641494,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,50,0.45,9.45402479171753,False,0.4723153369615948,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,50,0.5,9.314310312271118,False,0.4336350774559085,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,50,0.55,9.53116512298584,False,0.4187707343017651,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,100,0.4,9.821887254714966,False,0.4151321498384754,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,100,0.45,9.338204383850098,False,0.4723153369615948,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,100,0.5,9.746855020523071,False,0.4336350774559085,0.0,False,
arkansas,recursive_bisection,4.0,1.0,0.3147821501671579,100,0.55,9.095680475234985,False,0.4187707343017651,0.0,False,
california,recursive_bisection,52.0,33.0,0.653130920931879,1,0.4,38.61649751663208,False,0.984823437125205,42.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,1,0.45,34.42238450050354,False,0.984823437125205,42.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,1,0.5,38.29460835456848,False,0.984823437125205,42.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,1,0.55,34.4259135723114,False,0.984823437125205,42.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,5,0.4,38.749454736709595,False,0.9612812139247741,45.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,5,0.45,39.026066064834595,False,0.9845406581821651,44.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,5,0.5,37.350752115249634,False,0.9783572785178103,41.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,5,0.55,38.86762309074402,False,0.9844010890171394,43.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,10,0.4,39.014190912246704,False,0.9836251692065848,42.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,10,0.45,39.096803426742554,False,0.9694008721818614,42.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,10,0.5,37.5347216129303,False,0.9337302153144161,45.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,10,0.55,37.90753412246704,False,0.9815266106896451,44.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,50,0.4,36.18786907196045,False,0.9393649511190111,43.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,50,0.45,36.400132179260254,False,0.9664930904563347,44.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,50,0.5,37.95292258262634,False,0.9800293056117506,43.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,50,0.55,36.98966145515442,False,0.9770975744300604,40.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,100,0.4,38.55067467689514,False,0.9272858886764115,44.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,100,0.45,36.723045110702515,False,0.9135267456797305,43.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,100,0.5,38.897167921066284,False,0.9446907838710876,42.0,True,
california,recursive_bisection,52.0,33.0,0.653130920931879,100,0.55,34.88790535926819,False,0.9818800226317334,42.0,True,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,1,0.4,12.656724691390991,False,0.5634944806066764,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,1,0.45,12.060822486877441,False,0.5634944806066764,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,1,0.5,11.990009546279907,False,0.5634944806066764,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,1,0.55,13.20683765411377,False,0.5634944806066764,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,5,0.4,12.025514364242554,False,0.55611482468276,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,5,0.45,11.583397388458252,False,0.547394487331832,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,5,0.5,11.496903419494629,False,0.5160110763496709,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,5,0.55,11.583747625350952,False,0.5446297914050635,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,10,0.4,11.878570318222046,False,0.5561290215225383,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,10,0.45,12.48755145072937,False,0.5419934873632408,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,10,0.5,12.611324787139893,False,0.5426164230967463,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,10,0.55,12.51392388343811,False,0.5439743294881139,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,50,0.4,12.452162265777588,False,0.5506357875369572,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,50,0.45,12.742850065231323,False,0.5489180381497073,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,50,0.5,12.551590919494629,False,0.5498914949826836,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,50,0.55,11.738325595855713,False,0.5399141464064774,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,100,0.4,12.842512130737305,False,0.5436943014305702,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,100,0.45,12.679256916046143,False,0.55101989991242,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,100,0.5,12.17457365989685,False,0.5546133653570146,1.0,False,
colorado,recursive_bisection,8.0,2.0,0.34865790027008614,100,0.55,11.521488189697266,False,0.5467481507270178,1.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,1,0.4,2.5117664337158203,False,0.4562515146058023,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,1,0.45,2.601802110671997,False,0.4562515146058023,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,1,0.5,2.5489113330841064,False,0.4562515146058023,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,1,0.55,2.4583590030670166,False,0.4562515146058023,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,5,0.4,2.536898136138916,False,0.4805810692900484,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,5,0.45,2.8310139179229736,False,0.44185404990411575,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,5,0.5,2.69806170463562,False,0.5930478151290334,1.0,True,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,5,0.55,2.641124725341797,False,0.5285039615072619,1.0,True,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,10,0.4,2.8340327739715576,False,0.4371851883074459,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,10,0.45,2.4977076053619385,False,0.4424570419284979,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,10,0.5,2.7084407806396484,False,0.4698492071083311,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,10,0.55,2.5523924827575684,False,0.4318023282850987,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,50,0.4,3.0143966674804688,False,0.5078134736242411,1.0,True,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,50,0.45,2.649121046066284,False,0.6158312633073102,1.0,True,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,50,0.5,2.9298579692840576,False,0.43513757249571855,0.0,False,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,50,0.55,2.94040584564209,False,0.5391396090582866,1.0,True,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,100,0.4,2.8678131103515625,False,0.5078134736242411,1.0,True,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,100,0.45,2.9759814739227295,False,0.5220401403048215,1.0,True,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,100,0.5,2.8436849117279053,False,0.5403478630510636,1.0,True,
connecticut,recursive_bisection,5.0,1.0,0.3679236283203511,100,0.55,2.9740917682647705,False,0.5391396090582866,1.0,True,
delaware,,,,,1,0.4,,True,,,,Single-district state
delaware,,,,,1,0.45,,True,,,,Single-district state
delaware,,,,,1,0.5,,True,,,,Single-district state
delaware,,,,,1,0.55,,True,,,,Single-district state
delaware,,,,,5,0.4,,True,,,,Single-district state
delaware,,,,,5,0.45,,True,,,,Single-district state
delaware,,,,,5,0.5,,True,,,,Single-district state
delaware,,,,,5,0.55,,True,,,,Single-district state
delaware,,,,,10,0.4,,True,,,,Single-district state
delaware,,,,,10,0.45,,True,,,,Single-district state
delaware,,,,,10,0.5,,True,,,,Single-district state
delaware,,,,,10,0.55,,True,,,,Single-district state
delaware,,,,,50,0.4,,True,,,,Single-district state
delaware,,,,,50,0.45,,True,,,,Single-district state
delaware,,,,,50,0.5,,True,,,,Single-district state
delaware,,,,,50,0.55,,True,,,,Single-district state
delaware,,,,,100,0.4,,True,,,,Single-district state
delaware,,,,,100,0.45,,True,,,,Single-district state
delaware,,,,,100,0.5,,True,,,,Single-district state
delaware,,,,,100,0.55,,True,,,,Single-district state
florida,recursive_bisection,28.0,13.0,0.4846129342270081,1,0.4,14.336439847946167,False,0.9374341037892273,12.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,1,0.45,13.331879377365112,False,0.9374341037892273,12.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,1,0.5,13.328012943267822,False,0.9374341037892273,12.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,1,0.55,12.991442441940308,False,0.9374341037892273,12.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,5,0.4,13.666692018508911,False,0.9330546111900493,12.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,5,0.45,14.360722541809082,False,0.9301490663083957,11.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,5,0.5,14.126124143600464,False,0.8913963013971641,11.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,5,0.55,13.506654500961304,False,0.8660860551357871,12.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,10,0.4,13.03020429611206,False,0.9446143360759051,12.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,10,0.45,14.136311769485474,False,0.9428433941078971,11.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,10,0.5,13.564759731292725,False,0.8930606856244344,10.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,10,0.55,14.223634719848633,False,0.8982028269970035,11.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,50,0.4,14.417525053024292,False,0.9477605934792392,12.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,50,0.45,13.63934326171875,False,0.887435723468076,12.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,50,0.5,13.32507061958313,False,0.90153379985296,13.0,True,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,50,0.55,13.366718292236328,False,0.9027967115720044,13.0,True,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,100,0.4,14.382097721099854,False,0.9100736384472714,12.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,100,0.45,14.945000648498535,False,0.882470849279981,13.0,True,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,100,0.5,14.516148567199707,False,0.9264582376435718,11.0,False,
florida,recursive_bisection,28.0,13.0,0.4846129342270081,100,0.55,13.67627763748169,False,0.9425293151952592,11.0,False,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,1,0.4,28.005012035369873,False,0.9205436004137516,6.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,1,0.45,27.559853315353394,False,0.9205436004137516,6.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,1,0.5,27.450117349624634,False,0.9205436004137516,6.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,1,0.55,26.207429885864258,False,0.9205436004137516,6.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,5,0.4,26.101879835128784,False,0.8001134565431582,5.0,False,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,5,0.45,28.081124782562256,False,0.7849853857475959,6.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,5,0.5,25.87309980392456,False,0.804542006617849,8.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,5,0.55,26.498546361923218,False,0.8182890027789302,6.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,10,0.4,28.22458267211914,False,0.7588434525508078,5.0,False,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,10,0.45,26.29553246498108,False,0.7179180846546289,7.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,10,0.5,26.49000072479248,False,0.81762059895989,7.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,10,0.55,27.542426586151123,False,0.7966163882786177,5.0,False,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,50,0.4,26.824384689331055,False,0.7426606970583053,5.0,False,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,50,0.45,25.87245273590088,False,0.7460791423380857,6.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,50,0.5,27.0855655670166,False,0.752589825950549,7.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,50,0.55,27.355007648468018,False,0.8139030943919563,6.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,100,0.4,25.59437346458435,False,0.7426606970583053,6.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,100,0.45,28.457483768463135,False,0.8365113621937286,6.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,100,0.5,28.355066299438477,False,0.7549804774820422,7.0,True,
georgia,recursive_bisection,14.0,6.0,0.49942101817902096,100,0.55,26.575978994369507,False,0.8155430949558489,6.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,1,0.4,0.9717178344726562,False,0.8404228860848548,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,1,0.45,0.8968884944915771,False,0.8404228860848548,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,1,0.5,0.8716459274291992,False,0.8404228860848548,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,1,0.55,0.8158080577850342,False,0.8404228860848548,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,5,0.4,0.7859458923339844,False,0.8436801217495453,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,5,0.45,1.119663953781128,False,0.8419195764694241,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,5,0.5,0.8921968936920166,False,0.8135631397723636,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,5,0.55,1.0312533378601074,False,0.8374814572889836,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,10,0.4,0.8516280651092529,False,0.8440497399134922,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,10,0.45,0.8609344959259033,False,0.8419195764694241,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,10,0.5,0.9137768745422363,False,0.8312678361994853,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,10,0.55,0.8739645481109619,False,0.8374814572889836,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,50,0.4,0.7994203567504883,False,0.8378574367343344,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,50,0.45,0.9654800891876221,False,0.8419195764694241,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,50,0.5,0.8510243892669678,False,0.8312678361994853,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,50,0.55,0.9192018508911133,False,0.8378740680917927,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,100,0.4,0.8579456806182861,False,0.8378574367343344,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,100,0.45,0.8118777275085449,False,0.8419195764694241,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,100,0.5,0.8081808090209961,False,0.8312678361994853,2.0,True,
hawaii,recursive_bisection,2.0,1.0,0.78398181507087,100,0.55,0.8984391689300537,False,0.8378740680917927,2.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,1,0.4,2.0416109561920166,False,0.2193607536085789,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,1,0.45,2.180666208267212,False,0.2193607536085789,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,1,0.5,2.4049246311187744,False,0.2193607536085789,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,1,0.55,2.54110050201416,False,0.2193607536085789,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,5,0.4,2.2915306091308594,False,0.25263601672447217,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,5,0.45,2.5685677528381348,False,0.22323976375340102,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,5,0.5,2.4082255363464355,False,0.24516305908770464,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,5,0.55,2.2189977169036865,False,0.2190390480475976,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,10,0.4,2.368037462234497,False,0.22593810644647508,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,10,0.45,2.244321346282959,False,0.22323976375340102,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,10,0.5,2.2652528285980225,False,0.24516305908770464,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,10,0.55,2.410165548324585,False,0.2190390480475976,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,50,0.4,2.3066186904907227,False,0.22593810644647508,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,50,0.45,2.1449546813964844,False,0.22200774933018047,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,50,0.5,2.268324851989746,False,0.24516305908770464,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,50,0.55,2.354494571685791,False,0.2190390480475976,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,100,0.4,2.2968592643737793,False,0.22593810644647508,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,100,0.45,2.260378122329712,False,0.22200774933018047,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,100,0.5,2.1330630779266357,False,0.24516305908770464,0.0,True,
idaho,recursive_bisection,2.0,0.0,0.21128907197301297,100,0.55,2.2321536540985107,False,0.2190390480475976,0.0,True,
illinois,recursive_bisection,17.0,7.0,0.41676126172955363,1,0.4,20.904710054397583,False,0.8630795893947353,5.0,False,
illinois,recursive_bisection,17.0,7.0,0.41676126172955363,1,0.45,19.993794679641724,False,0.8630795893947353,5.0,False,
illinois,recursive_bisection,17.0,7.0,0.41676126172955363,1,0.5,20.862128257751465,False,0.8630795893947353,5.0,False,
illinois,recursive_bisection,17.0,7.0,0.41676126172955363,1,0.55,20.32195496559143,False,0.8630795893947353,5.0,False,
illinois,recursive_bisection,17.0,7.0,0.41676126172955363,5,0.4,19.943978309631348,False,0.8584967508338734,4.0,False,
illinois,recursive_bisection,17.0,7.0,0.41676126172955363,5,0.45,19.931689262390137,False,0.7536713404542652,5.0,False,
illinois,recursive_bisection,17.0,7.0,0.41676126172955363,5,0.5,20.510079383850098,False,0.8449715623870842,4.0,False,
illinois,recursive_bisection,17.0,7.0,0.41676126172955363,5,0.55,21.315658569335938,False,0.9050492211838006,4.0,False,
illinois,recursive_bisection,17.0,7.0,0.41676126172955363,10,0.4,20.003689765930176,False,0.7609131598029655,6.0,False,
illinois,recursive_bisection,17.0,7.0,0.41676126172955363,10,0.45,20.111764669418335,False,0.8581141715848388,5.0,False,
