state,seed,ubvec_pop,ubvec_minority,num_mm,target_mm,max_minority_pct,edge_cut,success,runtime,error
AL,54,1.005,2.5,0,2,49.53274380728597,212,False,5.889474391937256,
AL,55,1.005,2.5,0,2,49.53274380728597,212,False,5.741304636001587,
AL,42,1.005,3.0,1,2,50.163354868475366,220,False,5.500807523727417,
AL,43,1.005,3.0,1,2,50.163354868475366,220,False,5.9809277057647705,
AL,44,1.005,3.0,1,2,50.163354868475366,220,False,5.9060492515563965,
AL,45,1.005,3.0,1,2,50.163354868475366,220,False,6.135396957397461,
AL,46,1.005,3.0,1,2,50.163354868475366,220,False,5.933250427246094,
AL,47,1.005,3.0,1,2,50.163354868475366,220,False,6.271027565002441,
AL,48,1.005,3.0,1,2,50.163354868475366,220,False,5.988255977630615,
AL,49,1.005,3.0,1,2,50.163354868475366,220,False,6.059828758239746,
AL,50,1.005,3.0,1,2,50.163354868475366,220,False,6.354194402694702,
AL,51,1.005,3.0,1,2,50.163354868475366,220,False,6.273996353149414,
AL,52,1.005,3.0,1,2,50.163354868475366,220,False,6.1535725593566895,
AL,53,1.005,3.0,1,2,50.163354868475366,220,False,6.433440685272217,
AL,54,1.005,3.0,1,2,50.163354868475366,220,False,6.532543420791626,
AL,55,1.005,3.0,1,2,50.163354868475366,220,False,6.095952749252319,
AL,42,1.005,4.0,1,2,50.97713051448345,204,False,5.7402284145355225,
AL,43,1.005,4.0,1,2,50.97713051448345,204,False,6.042746305465698,
AL,44,1.005,4.0,1,2,50.97713051448345,204,False,5.991470575332642,
AL,45,1.005,4.0,1,2,50.97713051448345,204,False,6.108590841293335,
AL,46,1.005,4.0,1,2,50.97713051448345,204,False,6.102322101593018,
AL,47,1.005,4.0,1,2,50.97713051448345,204,False,6.709295988082886,
AL,48,1.005,4.0,1,2,50.97713051448345,204,False,6.5533998012542725,
AL,49,1.005,4.0,1,2,50.97713051448345,204,False,6.402409076690674,
AL,50,1.005,4.0,1,2,50.97713051448345,204,False,6.427316427230835,
AL,51,1.005,4.0,1,2,50.97713051448345,204,False,6.713199853897095,
AL,52,1.005,4.0,1,2,50.97713051448345,204,False,6.321348428726196,
AL,53,1.005,4.0,1,2,50.97713051448345,204,False,6.607256650924683,
AL,54,1.005,4.0,1,2,50.97713051448345,204,False,6.394513368606567,
AL,55,1.005,4.0,1,2,50.97713051448345,204,False,6.461878061294556,
AL,42,1.005,5.0,1,2,50.97713051448345,204,False,6.401179552078247,
AL,43,1.005,5.0,1,2,50.97713051448345,204,False,6.136895656585693,
AL,44,1.005,5.0,1,2,50.97713051448345,204,False,5.7769615650177,
AL,45,1.005,5.0,1,2,50.97713051448345,204,False,6.238072156906128,
AL,46,1.005,5.0,1,2,50.97713051448345,204,False,6.068598747253418,
AL,47,1.005,5.0,1,2,50.97713051448345,204,False,5.961507320404053,
AL,48,1.005,5.0,1,2,50.97713051448345,204,False,6.072473049163818,
AL,49,1.005,5.0,1,2,50.97713051448345,204,False,6.175177097320557,
AL,50,1.005,5.0,1,2,50.97713051448345,204,False,6.116353750228882,
AL,51,1.005,5.0,1,2,50.97713051448345,204,False,6.2005295753479,
AL,52,1.005,5.0,1,2,50.97713051448345,204,False,6.381160020828247,
AL,53,1.005,5.0,1,2,50.97713051448345,204,False,6.4159650802612305,
AL,54,1.005,5.0,1,2,50.97713051448345,204,False,6.279153823852539,
AL,55,1.005,5.0,1,2,50.97713051448345,204,False,6.491326093673706,
AL,42,1.005,7.0,1,2,50.97713051448345,204,False,6.526928901672363,
AL,43,1.005,7.0,1,2,50.97713051448345,204,False,6.299542427062988,
AL,44,1.005,7.0,1,2,50.97713051448345,204,False,6.21225643157959,
AL,45,1.005,7.0,1,2,50.97713051448345,204,False,6.107738256454468,
AL,46,1.005,7.0,1,2,50.97713051448345,204,False,6.051016807556152,
AL,47,1.005,7.0,1,2,50.97713051448345,204,False,6.069915771484375,
AL,48,1.005,7.0,1,2,50.97713051448345,204,False,5.287531852722168,
AL,49,1.005,7.0,1,2,50.97713051448345,204,False,5.122166156768799,
AL,50,1.005,7.0,1,2,50.97713051448345,204,False,5.217512845993042,
AL,51,1.005,7.0,1,2,50.97713051448345,204,False,5.385616302490234,
AL,52,1.005,7.0,1,2,50.97713051448345,204,False,5.515524864196777,
AL,53,1.005,7.0,1,2,50.97713051448345,204,False,5.214493751525879,
AL,54,1.005,7.0,1,2,50.97713051448345,204,False,5.488213300704956,
AL,55,1.005,7.0,1,2,50.97713051448345,204,False,5.659548997879028,
AL,42,1.005,10.0,1,2,50.97713051448345,204,False,5.727362394332886,
AL,43,1.005,10.0,1,2,50.97713051448345,204,False,5.3838396072387695,
AL,44,1.005,10.0,1,2,50.97713051448345,204,False,5.495711326599121,
AL,45,1.005,10.0,1,2,50.97713051448345,204,False,5.6814775466918945,
AL,46,1.005,10.0,1,2,50.97713051448345,204,False,5.5160980224609375,
AL,47,1.005,10.0,1,2,50.97713051448345,204,False,5.183564186096191,
AL,48,1.005,10.0,1,2,50.97713051448345,204,False,5.078615427017212,
AL,49,1.005,10.0,1,2,50.97713051448345,204,False,5.830661773681641,
