state,seed,ubvec_pop,ubvec_minority,num_mm,target_mm,max_minority_pct,edge_cut,success,runtime,error
AL,42,1.005,2.0,1,2,51.26960160539254,246,False,15.002308130264282,
AL,43,1.005,2.0,1,2,51.26960160539254,246,False,5.390929698944092,
AL,44,1.005,2.0,1,2,51.26960160539254,246,False,5.432232618331909,
AL,45,1.005,2.0,1,2,51.26960160539254,246,False,5.383366584777832,
AL,46,1.005,2.0,1,2,51.26960160539254,246,False,5.6264283657073975,
AL,47,1.005,2.0,1,2,51.26960160539254,246,False,6.588015556335449,
AL,48,1.005,2.0,1,2,51.26960160539254,246,False,6.199458837509155,
AL,49,1.005,2.0,1,2,51.26960160539254,246,False,6.239181756973267,
AL,50,1.005,2.0,1,2,51.26960160539254,246,False,6.176103830337524,
AL,51,1.005,2.0,1,2,51.26960160539254,246,False,6.689291954040527,
AL,52,1.005,2.0,1,2,51.26960160539254,246,False,6.030028581619263,
AL,53,1.005,2.0,1,2,51.26960160539254,246,False,5.702393293380737,
AL,54,1.005,2.0,1,2,51.26960160539254,246,False,7.482717275619507,
AL,55,1.005,2.0,1,2,51.26960160539254,246,False,8.251707792282104,
AL,56,1.005,2.0,1,2,51.26960160539254,246,False,6.788147449493408,
AL,57,1.005,2.0,1,2,51.26960160539254,246,False,6.256879568099976,
AL,58,1.005,2.0,1,2,51.26960160539254,246,False,6.081888675689697,
AL,59,1.005,2.0,1,2,51.26960160539254,246,False,5.954181432723999,
AL,60,1.005,2.0,1,2,51.26960160539254,246,False,6.72953462600708,
AL,61,1.005,2.0,1,2,51.26960160539254,246,False,6.201786518096924,
AL,62,1.005,2.0,1,2,51.26960160539254,246,False,5.696480751037598,
AL,63,1.005,2.0,1,2,51.26960160539254,246,False,5.635830879211426,
AL,64,1.005,2.0,1,2,51.26960160539254,246,False,6.025140285491943,
AL,65,1.005,2.0,1,2,51.26960160539254,246,False,5.665302515029907,
AL,66,1.005,2.0,1,2,51.26960160539254,246,False,6.029920339584351,
