state,n_runs,success_rate,success_ci_lower,success_ci_upper,mm_mean,mm_std,minority_mean,minority_std
AL,140,0.0,0.0,0.02670715564899167,0.7,0.45990302387232296,50.418040665496704,2.3748972076962684
GA,140,0.9,0.8391397767648922,0.9394944987159146,5.9,0.9467855500047735,78.74771574256071,6.0580566018061885
LA,140,0.0,0.0,0.02670715564899167,0.9,0.30107720274771466,52.63701936295445,2.5925568865405824
MS,140,0.9,0.8391397767648922,0.9394944987159146,1.9,0.30107720274771466,53.84965490856506,0.9794160145119712
SC,140,0.0,0.0,0.02670715564899167,0.4,0.49165701327758565,48.34141806529459,2.7366903425488625
