GEOID,district,total_pop,minority_pop,method,year,state
01045020801,2,3163,1430,nway,2020,alabama
01017954200,2,3309,1018,nway,2020,alabama
01017953800,2,3156,877,nway,2020,alabama
01017954300,2,5637,2752,nway,2020,alabama
01017954700,2,4489,1627,nway,2020,alabama
01125011600,1,3341,1892,nway,2020,alabama
01125011701,1,2597,2399,nway,2020,alabama
01125011800,1,2575,2487,nway,2020,alabama
01023956800,1,4175,1639,nway,2020,alabama
01023956900,1,3628,670,nway,2020,alabama
01023957000,0,2079,1070,nway,2020,alabama
01117030219,5,5059,882,nway,2020,alabama
01117030611,3,3206,996,nway,2020,alabama
01117030613,3,6935,2374,nway,2020,alabama
01117030614,5,4203,1913,nway,2020,alabama
01117030610,3,4143,1612,nway,2020,alabama
01117030616,5,2810,573,nway,2020,alabama
01117030503,3,4186,1604,nway,2020,alabama
01117030615,5,6484,1497,nway,2020,alabama
01125012304,3,3379,2832,nway,2020,alabama
01125012404,3,3908,2853,nway,2020,alabama
01125012600,3,2427,1104,nway,2020,alabama
01125012800,3,2071,1816,nway,2020,alabama
01125011703,1,4526,4434,nway,2020,alabama
01125012503,3,4719,1966,nway,2020,alabama
01051030901,2,6862,2171,nway,2020,alabama
01117030348,5,4763,879,nway,2020,alabama
01117030349,5,1226,229,nway,2020,alabama
01117030221,5,5378,1680,nway,2020,alabama
01117030220,5,5827,915,nway,2020,alabama
01117030350,3,3004,633,nway,2020,alabama
01117030612,3,2210,642,nway,2020,alabama
01117030347,5,4736,1451,nway,2020,alabama
01117030218,5,4808,847,nway,2020,alabama
01117030346,5,3847,567,nway,2020,alabama
01117030351,3,3043,709,nway,2020,alabama
01117030352,3,6077,1354,nway,2020,alabama
01109189001,1,3055,1270,nway,2020,alabama
01109189102,2,3352,1278,nway,2020,alabama
01109189002,2,864,336,nway,2020,alabama
01109189101,2,4248,1975,nway,2020,alabama
01105687002,1,3563,2612,nway,2020,alabama
01105687001,1,1123,520,nway,2020,alabama
01097005900,0,4645,809,nway,2020,alabama
01097006104,0,4467,903,nway,2020,alabama
01097005500,0,3005,1143,nway,2020,alabama
01097007101,0,4575,1383,nway,2020,alabama
01097003404,0,2767,2418,nway,2020,alabama
01097007300,0,4030,1282,nway,2020,alabama
01097006600,0,5294,868,nway,2020,alabama
01097002000,0,1801,748,nway,2020,alabama
01097001502,0,1040,1028,nway,2020,alabama
01015000400,5,2423,1626,nway,2020,alabama
01097003607,0,3662,2060,nway,2020,alabama
01097001200,0,2447,1853,nway,2020,alabama
01097005800,0,4554,3043,nway,2020,alabama
01097006102,0,2985,869,nway,2020,alabama
01097002200,0,2478,2109,nway,2020,alabama
01097003800,0,1477,695,nway,2020,alabama
01097007103,0,3377,579,nway,2020,alabama
01097003000,0,3515,1806,nway,2020,alabama
01117030504,3,3748,1814,nway,2020,alabama
01117980100,5,4,4,nway,2020,alabama
01015002101,5,5300,3696,nway,2020,alabama
01015001700,5,6023,2222,nway,2020,alabama
01015000200,5,2929,1910,nway,2020,alabama
01015002200,5,3625,373,nway,2020,alabama
01015000300,5,2314,1914,nway,2020,alabama
01089010623,4,7376,2931,nway,2020,alabama
01031010900,1,2159,901,nway,2020,alabama
01031010500,1,4412,1656,nway,2020,alabama
01031011000,1,3748,1770,nway,2020,alabama
01031010800,1,3196,521,nway,2020,alabama
01031011300,1,4632,2815,nway,2020,alabama
01031010600,1,1522,121,nway,2020,alabama
01031010700,1,2200,249,nway,2020,alabama
01031010200,1,1853,238,nway,2020,alabama
01031010300,1,5151,1051,nway,2020,alabama
01031010400,1,1914,464,nway,2020,alabama
01031010100,1,2143,286,nway,2020,alabama
01097007600,0,1972,1903,nway,2020,alabama
01113031000,2,3857,1072,nway,2020,alabama
01113031200,2,3866,1525,nway,2020,alabama
01113030800,2,2981,2791,nway,2020,alabama
01113031100,2,1539,1116,nway,2020,alabama
01113030200,2,1766,1260,nway,2020,alabama
01113030300,2,3198,1405,nway,2020,alabama
01113030500,2,2367,1133,nway,2020,alabama
01031011100,1,2077,877,nway,2020,alabama
01113030700,2,3619,2780,nway,2020,alabama
01083020500,4,3057,912,nway,2020,alabama
01083020300,4,3800,307,nway,2020,alabama
01073011109,5,4273,517,nway,2020,alabama
01073014002,3,3510,1034,nway,2020,alabama
01073011002,5,1974,1089,nway,2020,alabama
01073012704,5,2505,446,nway,2020,alabama
01073011110,5,5813,2254,nway,2020,alabama
01035960600,1,4019,2206,nway,2020,alabama
01035960300,0,1579,436,nway,2020,alabama
01035960500,1,1591,896,nway,2020,alabama
01035960400,1,2936,1446,nway,2020,alabama
01009050601,4,4166,299,nway,2020,alabama
01047956900,1,2303,1933,nway,2020,alabama
01125010102,4,3865,306,nway,2020,alabama
01125010500,4,2198,1562,nway,2020,alabama
01125010406,4,4571,667,nway,2020,alabama
