GEOID,district,total_pop,minority_pop,method,year,state
01045020801,4,3163,1430,true_recursive,2020,alabama
01017954200,5,3309,1018,true_recursive,2020,alabama
01017953800,5,3156,877,true_recursive,2020,alabama
01017954300,5,5637,2752,true_recursive,2020,alabama
01017954700,4,4489,1627,true_recursive,2020,alabama
01125011600,6,3341,1892,true_recursive,2020,alabama
01125011701,6,2597,2399,true_recursive,2020,alabama
01125011800,6,2575,2487,true_recursive,2020,alabama
01023956800,6,4175,1639,true_recursive,2020,alabama
01023956900,6,3628,670,true_recursive,2020,alabama
01023957000,6,2079,1070,true_recursive,2020,alabama
01117030219,5,5059,882,true_recursive,2020,alabama
01117030611,6,3206,996,true_recursive,2020,alabama
01117030613,6,6935,2374,true_recursive,2020,alabama
01117030614,5,4203,1913,true_recursive,2020,alabama
01117030610,6,4143,1612,true_recursive,2020,alabama
01117030616,5,2810,573,true_recursive,2020,alabama
01117030503,6,4186,1604,true_recursive,2020,alabama
01117030615,5,6484,1497,true_recursive,2020,alabama
01125012304,6,3379,2832,true_recursive,2020,alabama
01125012404,6,3908,2853,true_recursive,2020,alabama
01125012600,6,2427,1104,true_recursive,2020,alabama
01125012800,6,2071,1816,true_recursive,2020,alabama
01125011703,6,4526,4434,true_recursive,2020,alabama
01125012503,6,4719,1966,true_recursive,2020,alabama
01051030901,6,6862,2171,true_recursive,2020,alabama
01117030348,5,4763,879,true_recursive,2020,alabama
01117030349,5,1226,229,true_recursive,2020,alabama
01117030221,5,5378,1680,true_recursive,2020,alabama
01117030220,5,5827,915,true_recursive,2020,alabama
01117030350,6,3004,633,true_recursive,2020,alabama
01117030612,6,2210,642,true_recursive,2020,alabama
01117030347,5,4736,1451,true_recursive,2020,alabama
01117030218,5,4808,847,true_recursive,2020,alabama
01117030346,5,3847,567,true_recursive,2020,alabama
01117030351,6,3043,709,true_recursive,2020,alabama
01117030352,5,6077,1354,true_recursive,2020,alabama
01109189001,4,3055,1270,true_recursive,2020,alabama
01109189102,4,3352,1278,true_recursive,2020,alabama
01109189002,4,864,336,true_recursive,2020,alabama
