GEOID,district,total_pop,minority_pop,method,year,state
01001020100,2,1912,311,recursive,2010,alabama
01001020500,2,10766,2328,recursive,2010,alabama
01001020300,2,3373,835,recursive,2010,alabama
01001020400,2,4386,356,recursive,2010,alabama
01001020200,2,2170,1326,recursive,2010,alabama
01001020600,2,3668,996,recursive,2010,alabama
01001020700,2,2891,597,recursive,2010,alabama
01001020801,2,3081,421,recursive,2010,alabama
01097006404,2,10046,2657,recursive,2010,alabama
01097006000,3,4996,1373,recursive,2010,alabama
01097005900,3,4538,661,recursive,2010,alabama
01097005700,3,7182,996,recursive,2010,alabama
01097005800,3,4942,3196,recursive,2010,alabama
01097006104,2,4592,785,recursive,2010,alabama
01001020802,2,10435,1786,recursive,2010,alabama
01001020900,2,5675,889,recursive,2010,alabama
01001021000,2,2894,686,recursive,2010,alabama
01001021100,6,3320,1886,recursive,2010,alabama
01003010400,6,4736,431,recursive,2010,alabama
01003010100,2,3804,947,recursive,2010,alabama
01003010200,2,2902,451,recursive,2010,alabama
01003010300,2,7826,1788,recursive,2010,alabama
01003010500,2,4815,930,recursive,2010,alabama
01003010600,2,3325,2037,recursive,2010,alabama
01003010701,2,7882,590,recursive,2010,alabama
01003010703,2,13166,1805,recursive,2010,alabama
01003010903,2,5173,1221,recursive,2010,alabama
01003010704,2,5055,634,recursive,2010,alabama
01003010705,2,8331,1651,recursive,2010,alabama
01003010800,2,6861,1880,recursive,2010,alabama
01003010904,2,6831,563,recursive,2010,alabama
01003010905,2,8011,1330,recursive,2010,alabama
01003010906,2,4302,505,recursive,2010,alabama
01003011000,2,4305,764,recursive,2010,alabama
01003011101,2,8397,903,recursive,2010,alabama
01003011102,2,3715,386,recursive,2010,alabama
01003011201,2,4230,266,recursive,2010,alabama
01097006200,2,6036,569,recursive,2010,alabama
01097006102,2,2941,504,recursive,2010,alabama
01097006105,2,6575,1491,recursive,2010,alabama
01097006103,2,5080,4069,recursive,2010,alabama
01097006301,6,10520,980,recursive,2010,alabama
01097006302,6,6313,1081,recursive,2010,alabama
01097006402,6,4702,1195,recursive,2010,alabama
01097006403,6,1821,611,recursive,2010,alabama
01097006405,6,6901,1899,recursive,2010,alabama
01097006502,6,11958,1578,recursive,2010,alabama
01097006406,6,7548,1371,recursive,2010,alabama
01097006407,6,6016,439,recursive,2010,alabama
01097006501,6,4878,773,recursive,2010,alabama
01097006600,6,5548,826,recursive,2010,alabama
01097006701,6,7341,2209,recursive,2010,alabama
01097006702,6,4064,1107,recursive,2010,alabama
01097006801,6,7958,1584,recursive,2010,alabama
01097006802,6,3280,384,recursive,2010,alabama
01097006901,6,7604,1755,recursive,2010,alabama
01097006902,6,3973,839,recursive,2010,alabama
01097007000,6,4559,463,recursive,2010,alabama
01097007101,6,4717,889,recursive,2010,alabama
01097007102,4,3110,1915,recursive,2010,alabama
01097007300,4,4439,1381,recursive,2010,alabama
01097007103,4,3390,506,recursive,2010,alabama
01097007201,4,2999,535,recursive,2010,alabama
01097007202,4,2771,139,recursive,2010,alabama
01097007400,4,3647,2147,recursive,2010,alabama
01097007500,4,1856,1810,recursive,2010,alabama
01097007600,4,2371,2333,recursive,2010,alabama
01097007700,4,1563,1555,recursive,2010,alabama
01097990000,4,0,0,recursive,2010,alabama
01099075900,4,6323,3126,recursive,2010,alabama
01099075600,4,1341,1081,recursive,2010,alabama
01099075700,4,1867,1247,recursive,2010,alabama
01099075800,4,1500,1089,recursive,2010,alabama
01099076000,4,3542,2032,recursive,2010,alabama
01099076100,4,6681,1512,recursive,2010,alabama
01099076200,4,1814,360,recursive,2010,alabama
01101001100,4,3569,3509,recursive,2010,alabama
01101000300,4,1666,1345,recursive,2010,alabama
01101000400,4,4893,2896,recursive,2010,alabama
01101000100,5,1174,972,recursive,2010,alabama
01101000200,6,1605,1328,recursive,2010,alabama
01101000500,6,3656,2212,recursive,2010,alabama
01101000700,6,1388,1157,recursive,2010,alabama
01101000600,6,1148,1105,recursive,2010,alabama
01101000900,6,2515,1182,recursive,2010,alabama
01003011202,6,5065,1307,recursive,2010,alabama
01003011300,6,4487,366,recursive,2010,alabama
01003011401,6,10632,2029,recursive,2010,alabama
01003011403,6,9131,1400,recursive,2010,alabama
01003011405,6,3832,149,recursive,2010,alabama
01003011406,6,3412,374,recursive,2010,alabama
01003011407,6,4799,303,recursive,2010,alabama
01003011408,4,433,18,recursive,2010,alabama
01003011501,4,5316,911,recursive,2010,alabama
01003990000,4,0,0,recursive,2010,alabama
01003011502,4,10534,3328,recursive,2010,alabama
01003011601,4,6062,468,recursive,2010,alabama
01003011602,4,4895,330,recursive,2010,alabama
01005950300,4,1638,947,recursive,2010,alabama
01005950400,4,4303,2352,recursive,2010,alabama
01005950100,4,3321,1787,recursive,2010,alabama
01005950200,4,4264,2807,recursive,2010,alabama
01005950500,4,3467,1005,recursive,2010,alabama
01005950600,4,2099,978,recursive,2010,alabama
01005950700,4,1727,975,recursive,2010,alabama
01005950800,4,2055,938,recursive,2010,alabama
01005950900,4,4583,2831,recursive,2010,alabama
01007010001,4,2732,364,recursive,2010,alabama
01007010002,4,6025,471,recursive,2010,alabama
01007010003,4,5391,1007,recursive,2010,alabama
01007010004,6,8767,3882,recursive,2010,alabama
01009050101,6,7858,1706,recursive,2010,alabama
01009050102,6,7050,1223,recursive,2010,alabama
01009050200,6,3789,747,recursive,2010,alabama
01101001200,6,1771,1758,recursive,2010,alabama
01101001300,6,2497,1738,recursive,2010,alabama
01101001400,5,3618,860,recursive,2010,alabama
01101001500,5,3760,3008,recursive,2010,alabama
01101001600,5,3769,2197,recursive,2010,alabama
01101001700,4,5463,1156,recursive,2010,alabama
01101001800,4,3411,946,recursive,2010,alabama
01101001900,4,3151,470,recursive,2010,alabama
01101002000,4,4554,1533,recursive,2010,alabama
01101002100,4,4091,3214,recursive,2010,alabama
01101002201,4,4518,4407,recursive,2010,alabama
01101002202,4,1185,1166,recursive,2010,alabama
01101002300,4,3136,3112,recursive,2010,alabama
01101002400,4,2008,1970,recursive,2010,alabama
01101002700,5,4467,1088,recursive,2010,alabama
01009050500,5,7329,812,recursive,2010,alabama
01009050300,5,5269,604,recursive,2010,alabama
01009050400,5,4451,312,recursive,2010,alabama
01009050601,5,3922,96,recursive,2010,alabama
01009050602,5,8923,437,recursive,2010,alabama
01009050700,5,8731,433,recursive,2010,alabama
01013952700,5,2439,1131,recursive,2010,alabama
01013952800,5,1394,328,recursive,2010,alabama
01013952900,5,2180,1297,recursive,2010,alabama
01013953000,5,1469,626,recursive,2010,alabama
01013953100,5,3023,2253,recursive,2010,alabama
01013953200,4,4327,1723,recursive,2010,alabama
01013953300,4,1774,202,recursive,2010,alabama
01013953400,4,2931,1694,recursive,2010,alabama
01013953500,4,1410,369,recursive,2010,alabama
01011952100,4,1434,1302,recursive,2010,alabama
01011952200,4,7102,5859,recursive,2010,alabama
01011952500,4,2378,1361,recursive,2010,alabama
01015000200,4,3104,1869,recursive,2010,alabama
01015000600,5,2191,1676,recursive,2010,alabama
01015000400,5,2812,1803,recursive,2010,alabama
01015000300,5,2951,2454,recursive,2010,alabama
01015000500,5,1814,1693,recursive,2010,alabama
01015000700,5,2715,1326,recursive,2010,alabama
01015000800,5,1379,690,recursive,2010,alabama
01101001000,5,1369,1221,recursive,2010,alabama
01103000100,5,4435,1976,recursive,2010,alabama
01103000200,5,3623,215,recursive,2010,alabama
01103000600,5,3526,3025,recursive,2010,alabama
01103000800,5,3121,1524,recursive,2010,alabama
01103000400,5,3929,1303,recursive,2010,alabama
01103000300,5,2748,594,recursive,2010,alabama
01103000700,5,4116,3066,recursive,2010,alabama
01103000900,5,5511,2862,recursive,2010,alabama
01103001000,5,3234,1360,recursive,2010,alabama
01103005101,5,5036,1062,recursive,2010,alabama
01103005103,5,875,158,recursive,2010,alabama
01103005105,5,2014,244,recursive,2010,alabama
01103005106,5,6262,1387,recursive,2010,alabama
01103005107,5,4353,567,recursive,2010,alabama
01103005108,5,3909,1074,recursive,2010,alabama
01103005109,5,4577,2271,recursive,2010,alabama
01103005200,5,6530,416,recursive,2010,alabama
01103005301,5,7940,647,recursive,2010,alabama
01103005302,5,3481,241,recursive,2010,alabama
01103005405,4,5208,346,recursive,2010,alabama
01103005303,4,3971,437,recursive,2010,alabama
01103005304,4,5554,404,recursive,2010,alabama
01103005404,4,5161,265,recursive,2010,alabama
01103005500,4,5687,325,recursive,2010,alabama
01103005600,4,5655,257,recursive,2010,alabama
01103005701,4,2658,106,recursive,2010,alabama
01103005702,4,6376,773,recursive,2010,alabama
01105686800,5,1055,430,recursive,2010,alabama
01105687000,5,5557,3471,recursive,2010,alabama
01105687100,5,3979,3548,recursive,2010,alabama
01107050000,5,4837,1003,recursive,2010,alabama
01107050100,5,3656,1238,recursive,2010,alabama
01107050200,5,2029,638,recursive,2010,alabama
01107050300,5,3840,2422,recursive,2010,alabama
01107050400,5,5384,3418,recursive,2010,alabama
01109188900,5,4994,3403,recursive,2010,alabama
01109188600,5,2002,469,recursive,2010,alabama
01109188700,5,1668,764,recursive,2010,alabama
01109188800,5,2431,717,recursive,2010,alabama
01109189000,4,8053,3118,recursive,2010,alabama
01111000100,4,3615,690,recursive,2010,alabama
01109189100,4,7023,2839,recursive,2010,alabama
01109189200,4,2753,753,recursive,2010,alabama
01109189300,4,3975,1949,recursive,2010,alabama
01111000200,4,3251,264,recursive,2010,alabama
01111000300,4,4266,899,recursive,2010,alabama
01111000400,4,4591,993,recursive,2010,alabama
01101002500,4,2754,2080,recursive,2010,alabama
01101002600,4,5956,1093,recursive,2010,alabama
01101002800,4,4220,2963,recursive,2010,alabama
01101002900,4,8217,7879,recursive,2010,alabama
01101003000,4,3344,2848,recursive,2010,alabama
01101003100,4,3774,3540,recursive,2010,alabama
01101003200,4,5724,5285,recursive,2010,alabama
01101003301,4,3495,1042,recursive,2010,alabama
01101003302,3,6376,3834,recursive,2010,alabama
01101005101,3,3689,2689,recursive,2010,alabama
01101005102,3,4576,4089,recursive,2010,alabama
01101005301,3,623,274,recursive,2010,alabama
01101005302,3,2104,1184,recursive,2010,alabama
01101005402,3,5656,3962,recursive,2010,alabama
01101005403,5,3614,2589,recursive,2010,alabama
01101005406,5,8896,2190,recursive,2010,alabama
01101005407,2,4599,2119,recursive,2010,alabama
01101005408,2,7637,3373,recursive,2010,alabama
01101005502,2,839,597,recursive,2010,alabama
01101005409,2,2495,1414,recursive,2010,alabama
01101005410,2,4933,3066,recursive,2010,alabama
01101005501,3,3246,2018,recursive,2010,alabama
01101005503,3,3722,1230,recursive,2010,alabama
01101005504,3,870,223,recursive,2010,alabama
01101005603,3,7828,7383,recursive,2010,alabama
01101005604,5,3533,1310,recursive,2010,alabama
01101005605,5,3473,2486,recursive,2010,alabama
01101005606,5,4964,4386,recursive,2010,alabama
01101005607,5,4531,1640,recursive,2010,alabama
01101005608,5,947,174,recursive,2010,alabama
01101005609,5,4622,3134,recursive,2010,alabama
01101005700,5,1526,589,recursive,2010,alabama
01101005610,4,1284,845,recursive,2010,alabama
01101005611,4,3140,1074,recursive,2010,alabama
01101005612,4,1107,297,recursive,2010,alabama
01101005800,4,2186,857,recursive,2010,alabama
01101005901,4,4865,2286,recursive,2010,alabama
01101005902,4,3762,3719,recursive,2010,alabama
01101006000,0,3611,1781,recursive,2010,alabama
01101006100,0,2243,2172,recursive,2010,alabama
01117030408,0,3504,1181,recursive,2010,alabama
01117030501,0,6734,2088,recursive,2010,alabama
01117030502,2,2122,308,recursive,2010,alabama
01117030608,2,3167,535,recursive,2010,alabama
01117030604,2,6821,1817,recursive,2010,alabama
01117030605,2,6847,1423,recursive,2010,alabama
01015000900,2,3362,725,recursive,2010,alabama
01015001000,2,5792,1789,recursive,2010,alabama
01015001100,5,6565,1663,recursive,2010,alabama
01015001201,5,3482,1338,recursive,2010,alabama
01015001202,5,4318,1033,recursive,2010,alabama
01015001300,5,2211,164,recursive,2010,alabama
01015001400,5,3731,862,recursive,2010,alabama
01015001500,5,5198,730,recursive,2010,alabama
01015001600,4,3791,812,recursive,2010,alabama
01015001700,4,6329,1783,recursive,2010,alabama
01015001800,4,6919,1277,recursive,2010,alabama
01015002000,4,7335,761,recursive,2010,alabama
01015002101,4,3992,1840,recursive,2010,alabama
01015002102,0,3411,643,recursive,2010,alabama
01015002400,0,4518,247,recursive,2010,alabama
01015002103,0,6801,1902,recursive,2010,alabama
01015002200,0,3652,226,recursive,2010,alabama
01015002300,0,3843,629,recursive,2010,alabama
01015002501,0,7069,808,recursive,2010,alabama
01015002502,0,4661,227,recursive,2010,alabama
01015002600,0,4615,314,recursive,2010,alabama
01015981901,0,6,0,recursive,2010,alabama
01015981902,0,5,3,recursive,2010,alabama
01015981903,0,0,0,recursive,2010,alabama
01017953800,0,3619,1088,recursive,2010,alabama
01017953900,0,2900,1525,recursive,2010,alabama
01017954000,0,6669,3945,recursive,2010,alabama
01017954200,5,3257,836,recursive,2010,alabama
01017954300,5,4708,2035,recursive,2010,alabama
01017954400,5,995,817,recursive,2010,alabama
01017954500,5,3804,1931,recursive,2010,alabama
01017954600,5,3411,688,recursive,2010,alabama
01017954700,5,4852,1457,recursive,2010,alabama
01125010203,5,2573,155,recursive,2010,alabama
01125010204,5,4919,869,recursive,2010,alabama
01125010301,5,6324,1495,recursive,2010,alabama
01125010302,4,3721,601,recursive,2010,alabama
01125010303,4,3043,1075,recursive,2010,alabama
01125010403,4,4131,1838,recursive,2010,alabama
01125010404,4,2497,1652,recursive,2010,alabama
01125010405,4,2896,731,recursive,2010,alabama
01125010406,4,4219,466,recursive,2010,alabama
01125010407,4,3665,1032,recursive,2010,alabama
01125010500,4,2374,1538,recursive,2010,alabama
01125010601,0,4520,436,recursive,2010,alabama
01125010602,0,9955,796,recursive,2010,alabama
01125010701,0,6568,2127,recursive,2010,alabama
01019955701,0,3332,402,recursive,2010,alabama
01019956000,0,4017,357,recursive,2010,alabama
01019955702,0,3872,97,recursive,2010,alabama
01019955800,0,5561,375,recursive,2010,alabama
01019955900,0,4235,449,recursive,2010,alabama
01019956100,0,4972,380,recursive,2010,alabama
01021060101,0,5219,1805,recursive,2010,alabama
01021060102,0,6303,1202,recursive,2010,alabama
01021060200,0,2807,96,recursive,2010,alabama
01021060300,0,3808,403,recursive,2010,alabama
01021060401,0,5466,920,recursive,2010,alabama
01021060402,2,8776,1811,recursive,2010,alabama
01021060500,2,2902,737,recursive,2010,alabama
01021060600,2,3261,345,recursive,2010,alabama
01021060700,2,5101,929,recursive,2010,alabama
01023957000,2,2373,1231,recursive,2010,alabama
01023956700,2,3184,2577,recursive,2010,alabama
01023956800,5,4423,1662,recursive,2010,alabama
01023956900,5,3879,689,recursive,2010,alabama
01025957500,5,1760,415,recursive,2010,alabama
01025957800,5,5488,2780,recursive,2010,alabama
01025957601,5,998,272,recursive,2010,alabama
01025957602,5,5515,2516,recursive,2010,alabama
01033020600,5,4128,1500,recursive,2010,alabama
01033020701,4,6103,1039,recursive,2010,alabama
01033020703,6,5175,1224,recursive,2010,alabama
01033020704,1,4321,767,recursive,2010,alabama
01033020902,1,3972,329,recursive,2010,alabama
01033020801,1,4487,1090,recursive,2010,alabama
01033020802,1,3766,822,recursive,2010,alabama
01033020901,1,4327,267,recursive,2010,alabama
01033021000,6,3942,543,recursive,2010,alabama
01035960200,4,1808,938,recursive,2010,alabama
01035960300,4,1731,470,recursive,2010,alabama
01035960400,4,3251,1550,recursive,2010,alabama
01035960500,4,1771,833,recursive,2010,alabama
01035960600,4,4667,2673,recursive,2010,alabama
01037961000,5,3956,2419,recursive,2010,alabama
01037961100,5,3927,305,recursive,2010,alabama
01037961200,5,3656,1211,recursive,2010,alabama
01039961900,5,2127,369,recursive,2010,alabama
01039961600,5,4133,219,recursive,2010,alabama
01039961700,5,4032,514,recursive,2010,alabama
01039961800,5,3129,859,recursive,2010,alabama
01039962000,5,3917,1123,recursive,2010,alabama
01039962100,5,2011,601,recursive,2010,alabama
01039962300,6,3279,133,recursive,2010,alabama
01039962700,6,1686,802,recursive,2010,alabama
01039962400,5,3144,173,recursive,2010,alabama
01039962500,5,1524,105,recursive,2010,alabama
01039962600,5,1517,309,recursive,2010,alabama
01039962800,5,1736,89,recursive,2010,alabama
01039962900,5,1846,91,recursive,2010,alabama
01039963000,6,3684,627,recursive,2010,alabama
01041963700,5,3809,1134,recursive,2010,alabama
01041963400,5,1925,788,recursive,2010,alabama
01041963500,5,1903,326,recursive,2010,alabama
01041963600,5,3180,849,recursive,2010,alabama
01041963800,1,1681,520,recursive,2010,alabama
01041963900,1,1408,269,recursive,2010,alabama
01043964200,1,7373,543,recursive,2010,alabama
01043964300,1,5001,233,recursive,2010,alabama
01043964400,1,4112,149,recursive,2010,alabama
01043964500,1,4180,157,recursive,2010,alabama
01043964600,1,4007,229,recursive,2010,alabama
01043964100,2,5582,341,recursive,2010,alabama
01043965000,1,6071,758,recursive,2010,alabama
01043964900,4,6683,606,recursive,2010,alabama
01045020500,4,2049,571,recursive,2010,alabama
01045020000,4,4642,1409,recursive,2010,alabama
01045020100,4,3823,519,recursive,2010,alabama
01045020200,4,2067,103,recursive,2010,alabama
01045020300,4,2396,440,recursive,2010,alabama
01045020400,4,2542,333,recursive,2010,alabama
01045020700,2,3518,2294,recursive,2010,alabama
01045020801,2,3361,1281,recursive,2010,alabama
01045021200,2,2696,672,recursive,2010,alabama
01045020802,2,4351,1273,recursive,2010,alabama
01045021101,2,4893,1770,recursive,2010,alabama
01045021102,2,4387,1716,recursive,2010,alabama
01045021300,0,4034,570,recursive,2010,alabama
01045021400,2,5492,1595,recursive,2010,alabama
01047956300,0,3791,3342,recursive,2010,alabama
01047956100,5,6753,3062,recursive,2010,alabama
01047956201,5,2550,1126,recursive,2010,alabama
01047956202,5,2327,591,recursive,2010,alabama
01047956400,5,3150,3069,recursive,2010,alabama
01047956500,5,3811,3747,recursive,2010,alabama
01047956600,5,3811,3294,recursive,2010,alabama
01047956701,5,1855,662,recursive,2010,alabama
01047956702,5,1602,823,recursive,2010,alabama
01047956800,5,2789,1974,recursive,2010,alabama
01111000500,5,5078,2173,recursive,2010,alabama
01111000600,5,2112,614,recursive,2010,alabama
01113030402,5,2857,609,recursive,2010,alabama
01113030200,5,2091,1389,recursive,2010,alabama
01113030300,4,3548,1177,recursive,2010,alabama
01113030401,4,5290,1669,recursive,2010,alabama
01113030500,4,2019,612,recursive,2010,alabama
01113030600,4,6672,4949,recursive,2010,alabama
01113030700,4,3793,2760,recursive,2010,alabama
01113030800,4,3110,3014,recursive,2010,alabama
01113030901,4,7031,1393,recursive,2010,alabama
01113031200,4,3990,1600,recursive,2010,alabama
01113030902,1,6946,3691,recursive,2010,alabama
01113031000,1,3727,997,recursive,2010,alabama
01113031100,6,1873,1496,recursive,2010,alabama
01115040106,6,6664,770,recursive,2010,alabama
01115040103,6,8758,1124,recursive,2010,alabama
01115040104,6,5229,551,recursive,2010,alabama
01115040105,6,4372,260,recursive,2010,alabama
01115040201,6,5808,446,recursive,2010,alabama
01115040203,6,6137,1676,recursive,2010,alabama
01115040204,6,6661,1020,recursive,2010,alabama
01115040205,6,5279,472,recursive,2010,alabama
01115040300,4,5509,498,recursive,2010,alabama
01115040401,4,4731,749,recursive,2010,alabama
01115040402,4,3718,317,recursive,2010,alabama
01115040501,4,11002,685,recursive,2010,alabama
01115040502,4,9725,2078,recursive,2010,alabama
01117030214,4,7114,652,recursive,2010,alabama
01117030102,4,4127,1111,recursive,2010,alabama
01117030103,2,1038,113,recursive,2010,alabama
01117030211,1,2718,263,recursive,2010,alabama
01117030212,1,3231,1464,recursive,2010,alabama
01117030213,2,4712,967,recursive,2010,alabama
01117030215,1,3742,583,recursive,2010,alabama
01117030216,1,6429,966,recursive,2010,alabama
01117030217,1,5277,592,recursive,2010,alabama
01117030303,2,7016,1338,recursive,2010,alabama
01117030304,1,5639,558,recursive,2010,alabama
01117030305,1,3987,225,recursive,2010,alabama
01117030306,2,3938,1038,recursive,2010,alabama
01117030315,1,5670,2282,recursive,2010,alabama
01117030316,2,5360,1494,recursive,2010,alabama
01117030317,1,3834,495,recursive,2010,alabama
01117030330,1,5410,555,recursive,2010,alabama
01117030314,1,3084,1001,recursive,2010,alabama
01117030319,1,2459,1182,recursive,2010,alabama
01117030607,1,5825,1419,recursive,2010,alabama
01117030609,1,6941,1391,recursive,2010,alabama
01117030701,1,4483,908,recursive,2010,alabama
01117030703,1,3766,810,recursive,2010,alabama
01117030704,1,3874,218,recursive,2010,alabama
01119011300,1,6251,4365,recursive,2010,alabama
01117030800,5,4006,383,recursive,2010,alabama
01117030900,5,2747,97,recursive,2010,alabama
01117980000,5,37,2,recursive,2010,alabama
01119011400,5,1850,1530,recursive,2010,alabama
01119011500,5,4447,3820,recursive,2010,alabama
01119011600,5,1215,744,recursive,2010,alabama
