GEOID,district,total_pop,minority_pop,method,year,state
45015020715,4,3912,1480,recursive,2020,south_carolina
45035010607,4,5272,1742,recursive,2020,south_carolina
45035010608,4,3654,995,recursive,2020,south_carolina
45089970601,5,2500,1385,recursive,2020,south_carolina
45089970602,5,2268,1250,recursive,2020,south_carolina
45019002103,4,4771,1967,recursive,2020,south_carolina
45019002614,4,3469,1390,recursive,2020,south_carolina
45019004614,5,7689,1549,recursive,2020,south_carolina
45051070102,6,3657,838,recursive,2020,south_carolina
45051030102,6,3837,1087,recursive,2020,south_carolina
45051070101,6,4971,1160,recursive,2020,south_carolina
45051040101,6,6408,1385,recursive,2020,south_carolina
45051040105,6,2793,240,recursive,2020,south_carolina
45063020601,3,3965,1569,recursive,2020,south_carolina
45051051503,6,4305,2140,recursive,2020,south_carolina
45051050401,6,3285,967,recursive,2020,south_carolina
45051051201,6,1653,131,recursive,2020,south_carolina
45051051302,5,2770,204,recursive,2020,south_carolina
45063020510,3,4644,2496,recursive,2020,south_carolina
45045000200,1,1530,235,recursive,2020,south_carolina
45063020511,3,2981,1766,recursive,2020,south_carolina
45013000903,4,2042,717,recursive,2020,south_carolina
45013002201,4,7620,888,recursive,2020,south_carolina
45013002105,4,4787,1153,recursive,2020,south_carolina
45079010413,3,2061,1563,recursive,2020,south_carolina
45079011411,3,4312,2352,recursive,2020,south_carolina
45079010806,2,1176,683,recursive,2020,south_carolina
45079010805,3,2531,2282,recursive,2020,south_carolina
45079010104,2,5057,2471,recursive,2020,south_carolina
45079011417,2,8261,6746,recursive,2020,south_carolina
45043920504,5,5709,744,recursive,2020,south_carolina
45085000901,5,4236,2836,recursive,2020,south_carolina
45085001703,5,5379,2284,recursive,2020,south_carolina
45085000902,5,4607,957,recursive,2020,south_carolina
45079003100,3,3264,1106,recursive,2020,south_carolina
45089970802,5,1319,1023,recursive,2020,south_carolina
45025950300,6,2533,749,recursive,2020,south_carolina
45007011201,0,5143,795,recursive,2020,south_carolina
45007011902,0,2975,1733,recursive,2020,south_carolina
45079002900,3,5124,1154,recursive,2020,south_carolina
45079002100,3,2808,602,recursive,2020,south_carolina
45079002800,3,7956,1881,recursive,2020,south_carolina
45025950200,6,4113,1374,recursive,2020,south_carolina
45025950800,6,2632,1086,recursive,2020,south_carolina
45007012002,0,5056,1745,recursive,2020,south_carolina
45007010103,0,9518,1850,recursive,2020,south_carolina
45043920204,5,2565,1870,recursive,2020,south_carolina
45043920203,5,2474,509,recursive,2020,south_carolina
45043920508,5,3143,294,recursive,2020,south_carolina
45043920601,5,4128,3268,recursive,2020,south_carolina
45043920602,5,2067,1180,recursive,2020,south_carolina
45043920509,5,1650,97,recursive,2020,south_carolina
45043920506,5,3216,248,recursive,2020,south_carolina
45043920507,5,3772,944,recursive,2020,south_carolina
45043920701,5,1919,599,recursive,2020,south_carolina
45043920702,5,3405,1600,recursive,2020,south_carolina
45043920510,5,1935,132,recursive,2020,south_carolina
45043920511,5,3991,323,recursive,2020,south_carolina
45063980100,3,3,2,recursive,2020,south_carolina
45063020602,3,4415,1304,recursive,2020,south_carolina
45063021019,3,2529,720,recursive,2020,south_carolina
45067950300,6,2614,1786,recursive,2020,south_carolina
45067950800,6,1980,1267,recursive,2020,south_carolina
45067950100,6,4139,2478,recursive,2020,south_carolina
45067950400,6,3147,1818,recursive,2020,south_carolina
45067950600,6,5467,4062,recursive,2020,south_carolina
45067950700,6,1340,891,recursive,2020,south_carolina
45067950200,6,6195,3675,recursive,2020,south_carolina
45067950500,6,4301,2126,recursive,2020,south_carolina
45091061602,2,5847,2564,recursive,2020,south_carolina
45091060102,2,2628,708,recursive,2020,south_carolina
45071950203,2,3723,2176,recursive,2020,south_carolina
45013002101,4,557,61,recursive,2020,south_carolina
45013002106,4,11418,3953,recursive,2020,south_carolina
45079000100,2,2176,1925,recursive,2020,south_carolina
45063021208,2,4582,542,recursive,2020,south_carolina
45063021207,2,2248,180,recursive,2020,south_carolina
45039960402,2,1845,1080,recursive,2020,south_carolina
45039960401,2,3714,2632,recursive,2020,south_carolina
45039960302,2,2652,966,recursive,2020,south_carolina
45039960501,2,2292,1277,recursive,2020,south_carolina
45039960301,2,2950,1684,recursive,2020,south_carolina
45039960502,2,2186,1577,recursive,2020,south_carolina
45061920202,6,2126,1474,recursive,2020,south_carolina
45061920201,6,2180,953,recursive,2020,south_carolina
45061920401,5,2363,1391,recursive,2020,south_carolina
45061920402,5,1193,519,recursive,2020,south_carolina
45059920700,2,4426,2767,recursive,2020,south_carolina
45059920800,2,5090,1364,recursive,2020,south_carolina
45059920900,2,2395,616,recursive,2020,south_carolina
45059920600,2,4264,1283,recursive,2020,south_carolina
45059920400,0,5367,2674,recursive,2020,south_carolina
45089970501,5,3258,2548,recursive,2020,south_carolina
45089970300,5,4334,2552,recursive,2020,south_carolina
45089970200,5,1330,1034,recursive,2020,south_carolina
45089970900,5,2538,1148,recursive,2020,south_carolina
45019001500,5,1520,680,recursive,2020,south_carolina
45089970100,5,2093,906,recursive,2020,south_carolina
45089970502,5,3942,3719,recursive,2020,south_carolina
45089970700,5,2114,1658,recursive,2020,south_carolina
45089970400,5,2768,1605,recursive,2020,south_carolina
45019001901,5,4394,712,recursive,2020,south_carolina
45019002004,4,1595,91,recursive,2020,south_carolina
45045003701,0,5792,1973,recursive,2020,south_carolina
45019001000,5,2331,560,recursive,2020,south_carolina
45045000100,1,2643,760,recursive,2020,south_carolina
45047970202,0,6853,3000,recursive,2020,south_carolina
45019004701,5,5804,565,recursive,2020,south_carolina
45019002611,4,3007,746,recursive,2020,south_carolina
45001950200,0,4190,911,recursive,2020,south_carolina
45001950300,0,3189,405,recursive,2020,south_carolina
45001950600,0,2648,1430,recursive,2020,south_carolina
45001950100,0,3094,611,recursive,2020,south_carolina
45001950500,0,5298,2452,recursive,2020,south_carolina
45043920400,5,2923,2104,recursive,2020,south_carolina
45043920301,5,4552,2246,recursive,2020,south_carolina
45043920100,5,3184,1381,recursive,2020,south_carolina
45043920800,5,3561,2356,recursive,2020,south_carolina
45063020604,3,3352,1162,recursive,2020,south_carolina
45019005100,5,1639,477,recursive,2020,south_carolina
45063021033,3,4420,1362,recursive,2020,south_carolina
45063021109,3,3264,1211,recursive,2020,south_carolina
45063021113,3,3156,1390,recursive,2020,south_carolina
45063021110,3,2819,906,recursive,2020,south_carolina
45063020803,3,3320,1016,recursive,2020,south_carolina
45085002000,5,4034,2159,recursive,2020,south_carolina
45085001704,5,5708,3012,recursive,2020,south_carolina
45063021023,3,3018,679,recursive,2020,south_carolina
45063021305,2,3002,581,recursive,2020,south_carolina
45063021116,3,3183,1056,recursive,2020,south_carolina
45063021205,2,3336,263,recursive,2020,south_carolina
45063021021,3,1957,167,recursive,2020,south_carolina
45063021020,3,4125,1051,recursive,2020,south_carolina
45021970101,1,3514,524,recursive,2020,south_carolina
45021970204,1,4514,862,recursive,2020,south_carolina
45021970102,1,4535,653,recursive,2020,south_carolina
45021970403,1,3035,535,recursive,2020,south_carolina
45021970404,1,3065,285,recursive,2020,south_carolina
45021970203,1,2728,1202,recursive,2020,south_carolina
45011970401,3,2315,734,recursive,2020,south_carolina
45011970402,3,2710,675,recursive,2020,south_carolina
45011970102,3,3396,1318,recursive,2020,south_carolina
