state,weight_factor,minority_threshold,mm_count,target_mm,success,max_minority_pct,district_pcts,state_minority_pct,num_districts,mm_proportion
california,1,0.4000,40,34,True,0.9822,"[np.float64(0.4898076487057362), np.float64(0.5236289017114246), np.float64(0.5900637399610795), np.float64(0.5765896787474983), np.float64(0.42263305649100247), np.float64(0.7050484620708167), np.float64(0.8341165457386991), np.float64(0.7784435234088964), np.float64(0.6536563954367753), np.float64(0.7962569491551478), np.float64(0.6614255118548894), np.float64(0.4624477857616365), np.float64(0.48903034564696807), np.float64(0.8282052093357904), np.float64(0.8249156143527898), np.float64(0.7195035570237774), np.float64(0.774738514729216), np.float64(0.8467367619913014), np.float64(0.8989989735934183), np.float64(0.5386752035098095), np.float64(0.6139624274750628), np.float64(0.5916446185896003), np.float64(0.4617641255492813), np.float64(0.8672910595015022), np.float64(0.8396102608287859), np.float64(0.9822095040153644), np.float64(0.47954353442069725), np.float64(0.6255973422109872), np.float64(0.44264543524476946), np.float64(0.6415382513246908), np.float64(0.6146573884836805), np.float64(0.8173937996706004), np.float64(0.28469805950907434), np.float64(0.63014218038678), np.float64(0.725278589365073), np.float64(0.47410674605453723), np.float64(0.6632527352704702), np.float64(0.49162340310585567), np.float64(0.2776279836109111), np.float64(0.6675313021111006), np.float64(0.6583044959842015), np.float64(0.677926200743089), np.float64(0.6371295720454664), np.float64(0.6110832191452484), np.float64(0.4659536622431525), np.float64(0.5337566862825316), np.float64(0.672957558344601), np.float64(0.6789638058597904), np.float64(0.638355185986949), np.float64(0.7915445456574579), np.float64(0.5963736307616412), np.float64(0.6136467114591809)]",0.6531,52,0.6538
california,1,0.4500,40,34,True,0.9822,"[np.float64(0.4898076487057362), np.float64(0.5236289017114246), np.float64(0.5900637399610795), np.float64(0.5765896787474983), np.float64(0.42263305649100247), np.float64(0.7050484620708167), np.float64(0.8341165457386991), np.float64(0.7784435234088964), np.float64(0.6536563954367753), np.float64(0.7962569491551478), np.float64(0.6614255118548894), np.float64(0.4624477857616365), np.float64(0.48903034564696807), np.float64(0.8282052093357904), np.float64(0.8249156143527898), np.float64(0.7195035570237774), np.float64(0.774738514729216), np.float64(0.8467367619913014), np.float64(0.8989989735934183), np.float64(0.5386752035098095), np.float64(0.6139624274750628), np.float64(0.5916446185896003), np.float64(0.4617641255492813), np.float64(0.8672910595015022), np.float64(0.8396102608287859), np.float64(0.9822095040153644), np.float64(0.47954353442069725), np.float64(0.6255973422109872), np.float64(0.44264543524476946), np.float64(0.6415382513246908), np.float64(0.6146573884836805), np.float64(0.8173937996706004), np.float64(0.28469805950907434), np.float64(0.63014218038678), np.float64(0.725278589365073), np.float64(0.47410674605453723), np.float64(0.6632527352704702), np.float64(0.49162340310585567), np.float64(0.2776279836109111), np.float64(0.6675313021111006), np.float64(0.6583044959842015), np.float64(0.677926200743089), np.float64(0.6371295720454664), np.float64(0.6110832191452484), np.float64(0.4659536622431525), np.float64(0.5337566862825316), np.float64(0.672957558344601), np.float64(0.6789638058597904), np.float64(0.638355185986949), np.float64(0.7915445456574579), np.float64(0.5963736307616412), np.float64(0.6136467114591809)]",0.6531,52,0.6538
california,1,0.5000,40,34,True,0.9822,"[np.float64(0.4898076487057362), np.float64(0.5236289017114246), np.float64(0.5900637399610795), np.float64(0.5765896787474983), np.float64(0.42263305649100247), np.float64(0.7050484620708167), np.float64(0.8341165457386991), np.float64(0.7784435234088964), np.float64(0.6536563954367753), np.float64(0.7962569491551478), np.float64(0.6614255118548894), np.float64(0.4624477857616365), np.float64(0.48903034564696807), np.float64(0.8282052093357904), np.float64(0.8249156143527898), np.float64(0.7195035570237774), np.float64(0.774738514729216), np.float64(0.8467367619913014), np.float64(0.8989989735934183), np.float64(0.5386752035098095), np.float64(0.6139624274750628), np.float64(0.5916446185896003), np.float64(0.4617641255492813), np.float64(0.8672910595015022), np.float64(0.8396102608287859), np.float64(0.9822095040153644), np.float64(0.47954353442069725), np.float64(0.6255973422109872), np.float64(0.44264543524476946), np.float64(0.6415382513246908), np.float64(0.6146573884836805), np.float64(0.8173937996706004), np.float64(0.28469805950907434), np.float64(0.63014218038678), np.float64(0.725278589365073), np.float64(0.47410674605453723), np.float64(0.6632527352704702), np.float64(0.49162340310585567), np.float64(0.2776279836109111), np.float64(0.6675313021111006), np.float64(0.6583044959842015), np.float64(0.677926200743089), np.float64(0.6371295720454664), np.float64(0.6110832191452484), np.float64(0.4659536622431525), np.float64(0.5337566862825316), np.float64(0.672957558344601), np.float64(0.6789638058597904), np.float64(0.638355185986949), np.float64(0.7915445456574579), np.float64(0.5963736307616412), np.float64(0.6136467114591809)]",0.6531,52,0.6538
california,5,0.4000,44,34,True,0.9497,"[np.float64(0.6837395809222322), np.float64(0.7456914149304716), np.float64(0.629911250170803), np.float64(0.7347186748292035), np.float64(0.47723113527376004), np.float64(0.6543363223849306), np.float64(0.4613021752922447), np.float64(0.6003145860608542), np.float64(0.5726321762889496), np.float64(0.7007309141660925), np.float64(0.6690822789264081), np.float64(0.7179640251727907), np.float64(0.7867801295969807), np.float64(0.49845990454688494), np.float64(0.6035390677085433), np.float64(0.6180209915560522), np.float64(0.5517244437486881), np.float64(0.7607414464197465), np.float64(0.868696880141372), np.float64(0.7664054142418479), np.float64(0.8689509406662652), np.float64(0.9496534036610279), np.float64(0.7492152453598423), np.float64(0.5462823540929228), np.float64(0.6864495799759565), np.float64(0.8673136014832699), np.float64(0.7240887355717209), np.float64(0.6765607403174128), np.float64(0.7087713599386319), np.float64(0.5923107780754336), np.float64(0.5360793424541961), np.float64(0.6347516807369428), np.float64(0.3743485006122151), np.float64(0.314207737266745), np.float64(0.28581018048384044), np.float64(0.6767259802539738), np.float64(0.6716179338491995), np.float64(0.4736225228347136), np.float64(0.5829098610051595), np.float64(0.5867838646463722), np.float64(0.6100826614558328), np.float64(0.809273696843533), np.float64(0.43744468545233545), np.float64(0.824012663876389), np.float64(0.5153679627535769), np.float64(0.6415806329533584), np.float64(0.6493553729188329), np.float64(0.5498965374507913), np.float64(0.7373805502423633), np.float64(0.5684721680963436), np.float64(0.7108934522208245), np.float64(0.5111935851651529)]",0.6531,52,0.6538
california,5,0.4500,43,34,True,0.9677,"[np.float64(0.6315129135556193), np.float64(0.9676639683922234), np.float64(0.8660733841302514), np.float64(0.45586234759497185), np.float64(0.7520891370661502), np.float64(0.8813749217214679), np.float64(0.876878642975854), np.float64(0.6439801910460861), np.float64(0.900593301179495), np.float64(0.5308454617397058), np.float64(0.5447231065942721), np.float64(0.676620121016935), np.float64(0.6983839466096319), np.float64(0.5076195451252126), np.float64(0.5378702781070793), np.float64(0.7672785511536563), np.float64(0.789951174935082), np.float64(0.8138716460988332), np.float64(0.7943877520047823), np.float64(0.4785138246281643), np.float64(0.5656998123806872), np.float64(0.6270812061325253), np.float64(0.505665085083688), np.float64(0.7707296602967867), np.float64(0.5624294085524516), np.float64(0.6097426902539631), np.float64(0.7565872761692735), np.float64(0.6703627074982033), np.float64(0.7435516622171262), np.float64(0.6493106751250639), np.float64(0.3350892544676587), np.float64(0.4538094811460763), np.float64(0.36677563535950986), np.float64(0.6729313972772283), np.float64(0.5562264799470895), np.float64(0.5792648626699379), np.float64(0.6382563244889827), np.float64(0.714147910812692), np.float64(0.316574775788853), np.float64(0.46448073500419107), np.float64(0.635141283133577), np.float64(0.6491760972607229), np.float64(0.4923954619804109), np.float64(0.5966006813554154), np.float64(0.6115777066000186), np.float64(0.7157242810622337), np.float64(0.5642823520395012), np.float64(0.851416484082438), np.float64(0.763964988922573), np.float64(0.5025863832325319), np.float64(0.5881189433262106), np.float64(0.4999465415469959)]",0.6531,52,0.6538
california,5,0.5000,43,34,True,0.9760,"[np.float64(0.5438950026985215), np.float64(0.5929701378089997), np.float64(0.39308647051373424), np.float64(0.34137919857130056), np.float64(0.7331671826421129), np.float64(0.6351585110561118), np.float64(0.770402420850261), np.float64(0.634358871669737), np.float64(0.6731908511720176), np.float64(0.5791713246478276), np.float64(0.7692941415274953), np.float64(0.7228893066261454), np.float64(0.6936784904666494), np.float64(0.3991830462376186), np.float64(0.66643853416072), np.float64(0.6861533794381363), np.float64(0.6097216772247002), np.float64(0.748057093293208), np.float64(0.8366301508150311), np.float64(0.8837085155210502), np.float64(0.8861837412986764), np.float64(0.7176670586178046), np.float64(0.7872497134464097), np.float64(0.9759861252098633), np.float64(0.8077229531534522), np.float64(0.8338138321520422), np.float64(0.5758194196737954), np.float64(0.5753117813358369), np.float64(0.6417382114616949), np.float64(0.6797520144865292), np.float64(0.6837106220762467), np.float64(0.7459047297651504), np.float64(0.5831055239128811), np.float64(0.6589051268998162), np.float64(0.8823515704704212), np.float64(0.7348201883633187), np.float64(0.5245526978587808), np.float64(0.7012580446074412), np.float64(0.5741708139576939), np.float64(0.4383732631482545), np.float64(0.7532572057663366), np.float64(0.5589932929411998), np.float64(0.29999567532818233), np.float64(0.4348400814204762), np.float64(0.33632585505338375), np.float64(0.33426243777493003), np.float64(0.6848066555946574), np.float64(0.5559507380325941), np.float64(0.36434580463178723), np.float64(0.5566727716088893), np.float64(0.7177296277466764), np.float64(0.6800781539888209)]",0.6531,52,0.6538
california,10,0.4000,42,34,True,0.9835,"[np.float64(0.7926835327945644), np.float64(0.7111246599586382), np.float64(0.5935721114681356), np.float64(0.5179651476186938), np.float64(0.6463387963837628), np.float64(0.4947111677401233), np.float64(0.7732148709329727), np.float64(0.6285286048935481), np.float64(0.5614597418419), np.float64(0.5425054509685305), np.float64(0.6868785227384393), np.float64(0.772085072892438), np.float64(0.7899572426191582), np.float64(0.5820526334859785), np.float64(0.6476867997625683), np.float64(0.8638205613312839), np.float64(0.6476682298531926), np.float64(0.6747620807625065), np.float64(0.5208366404835222), np.float64(0.9295005162051222), np.float64(0.9835053224486207), np.float64(0.7588616185119335), np.float64(0.7291929575211782), np.float64(0.7681074528023325), np.float64(0.4912075998957481), np.float64(0.7546626037687109), np.float64(0.6477951882010001), np.float64(0.6745066186628093), np.float64(0.505060599243401), np.float64(0.5986155452526748), np.float64(0.5695789545321885), np.float64(0.8043377278971245), np.float64(0.5893768572294752), np.float64(0.7101877953328765), np.float64(0.7355466225135029), np.float64(0.6695784831283478), np.float64(0.7165523500884539), np.float64(0.6102592936377659), np.float64(0.47050271930621274), np.float64(0.7437345643370514), np.float64(0.7167422283430029), np.float64(0.48574009125778694), np.float64(0.3001247224075644), np.float64(0.4740332812114217), np.float64(0.6404848639822431), np.float64(0.7921113883089735), np.float64(0.47605666490354126), np.float64(0.4709107181695525), np.float64(0.6508800776179061), np.float64(0.5939394046958044), np.float64(0.3778627547252845), np.float64(0.34598527294229703)]",0.6531,52,0.6538
california,10,0.4500,43,34,True,0.9503,"[np.float64(0.5141821571331597), np.float64(0.8723527556020085), np.float64(0.679331451971476), np.float64(0.4015407505580084), np.float64(0.7244516094030196), np.float64(0.5907674866979883), np.float64(0.7165487314102925), np.float64(0.8348842403431975), np.float64(0.7279012586044336), np.float64(0.5443867365072711), np.float64(0.7140832314528119), np.float64(0.6101681952571241), np.float64(0.685216398463225), np.float64(0.4306998573302119), np.float64(0.698441301203181), np.float64(0.6973251836665583), np.float64(0.567027420432601), np.float64(0.5322874843528906), np.float64(0.3622530879881754), np.float64(0.8885426499685123), np.float64(0.8081528429094766), np.float64(0.8120057011050318), np.float64(0.7952470628932788), np.float64(0.8007650804822358), np.float64(0.8412999859741231), np.float64(0.9503136217204903), np.float64(0.39360729182039955), np.float64(0.4207334197583699), np.float64(0.4243992504417125), np.float64(0.6602757435132207), np.float64(0.6575457730432601), np.float64(0.5308617542873613), np.float64(0.5140711835414463), np.float64(0.6404530570217534), np.float64(0.6792659883417359), np.float64(0.7691632617824578), np.float64(0.7990912800362512), np.float64(0.7905641920355465), np.float64(0.6254851302694545), np.float64(0.7237722266004547), np.float64(0.7541571107248761), np.float64(0.5808035058218491), np.float64(0.5910814673293167), np.float64(0.5786911940710802), np.float64(0.3310176521362832), np.float64(0.6485748817388716), np.float64(0.5442015555452768), np.float64(0.7329607367464822), np.float64(0.5921500289588645), np.float64(0.7063360365487061), np.float64(0.42550581698427026), np.float64(0.3105961409102345)]",0.6531,52,0.6538
california,10,0.5000,44,34,True,0.9709,"[np.float64(0.33640762013092074), np.float64(0.7540682348012351), np.float64(0.5160384639322304), np.float64(0.6061008978867499), np.float64(0.5236303335408997), np.float64(0.32304017322366946), np.float64(0.6200093831241684), np.float64(0.7597873546535334), np.float64(0.5732636298245238), np.float64(0.7906708172079064), np.float64(0.8334686258603629), np.float64(0.5733358958605551), np.float64(0.6983106012370638), np.float64(0.7599659807064174), np.float64(0.9709032232100143), np.float64(0.7444164193454129), np.float64(0.725773604035008), np.float64(0.9165227174479701), np.float64(0.6660436986231466), np.float64(0.48504813336436864), np.float64(0.7376964797627241), np.float64(0.6374493303393141), np.float64(0.8055161491585802), np.float64(0.8224792871482657), np.float64(0.7261849663462412), np.float64(0.8403670579136592), np.float64(0.5142041382939507), np.float64(0.6689423707556298), np.float64(0.49707533280980787), np.float64(0.7436469374969913), np.float64(0.7707618630091976), np.float64(0.7426540958271632), np.float64(0.6591102093164686), np.float64(0.6482990374925796), np.float64(0.5160964291484538), np.float64(0.820124175096704), np.float64(0.5906137223498519), np.float64(0.7275944491074439), np.float64(0.708928606038211), np.float64(0.33650302429997714), np.float64(0.2974317820927367), np.float64(0.37921099921887896), np.float64(0.3784997609431331), np.float64(0.5019092121387981), np.float64(0.7022509209922877), np.float64(0.5017280950924776), np.float64(0.6691214761929118), np.float64(0.6240383141917224), np.float64(0.7524137397513982), np.float64(0.5308247521610991), np.float64(0.5248074134380748), np.float64(0.6664786448956893)]",0.6531,52,0.6538
california,50,0.4000,41,34,True,0.9769,"[np.float64(0.7599231456662671), np.float64(0.7075212063967081), np.float64(0.6075327487822947), np.float64(0.8206809334217582), np.float64(0.563575094160334), np.float64(0.6716832875016894), np.float64(0.819893918825312), np.float64(0.8478206625150004), np.float64(0.2823697727733564), np.float64(0.7047637814924855), np.float64(0.7305289570081741), np.float64(0.580835635136743), np.float64(0.35600480695715897), np.float64(0.4801851309825944), np.float64(0.889652368954709), np.float64(0.9769373346252292), np.float64(0.728297887162131), np.float64(0.8650356218359012), np.float64(0.7631822864486952), np.float64(0.4899847731577582), np.float64(0.8356032032562406), np.float64(0.72793806873167), np.float64(0.4725450582462556), np.float64(0.5690132754825105), np.float64(0.7042065310789133), np.float64(0.5331071276746324), np.float64(0.7108969787909646), np.float64(0.5667464044175745), np.float64(0.8522071182171451), np.float64(0.7440055191796573), np.float64(0.6927825922984981), np.float64(0.6980256799625844), np.float64(0.4061700173799793), np.float64(0.6634712967504823), np.float64(0.4780316118586116), np.float64(0.6089771967663681), np.float64(0.5202392621050692), np.float64(0.6568907144174335), np.float64(0.7594700873024899), np.float64(0.4913001254072149), np.float64(0.6288790012459247), np.float64(0.6556215774887372), np.float64(0.6679707214598026), np.float64(0.4177532337901297), np.float64(0.3594923246814042), np.float64(0.46068847944973595), np.float64(0.6844793838985918), np.float64(0.5482474940580481), np.float64(0.6418232261783501), np.float64(0.6750964200363349), np.float64(0.5613934596829204), np.float64(0.580473695799163)]",0.6531,52,0.6538
