state,seed,ubvec_pop,ubvec_minority,num_mm,target_mm,max_minority_pct,edge_cut,success,runtime,error
AL,42,1.005,1.1,1,2,54.91214020868257,246,False,5.204728364944458,
AL,43,1.005,1.1,1,2,54.91214020868257,246,False,5.107287168502808,
AL,44,1.005,1.1,1,2,54.91214020868257,246,False,4.77138876914978,
AL,45,1.005,1.1,1,2,54.91214020868257,246,False,4.984825134277344,
AL,46,1.005,1.1,1,2,54.91214020868257,246,False,5.542440176010132,
AL,47,1.005,1.1,1,2,54.91214020868257,246,False,5.830909252166748,
AL,48,1.005,1.1,1,2,54.91214020868257,246,False,5.330573320388794,
AL,49,1.005,1.1,1,2,54.91214020868257,246,False,5.327113628387451,
AL,50,1.005,1.1,1,2,54.91214020868257,246,False,5.099593162536621,
AL,51,1.005,1.1,1,2,54.91214020868257,246,False,5.246412754058838,
AL,52,1.005,1.1,1,2,54.91214020868257,246,False,5.144279956817627,
AL,53,1.005,1.1,1,2,54.91214020868257,246,False,5.12319803237915,
AL,54,1.005,1.1,1,2,54.91214020868257,246,False,4.984635353088379,
AL,55,1.005,1.1,1,2,54.91214020868257,246,False,5.03833794593811,
AL,56,1.005,1.1,1,2,54.91214020868257,246,False,5.0954084396362305,
AL,57,1.005,1.1,1,2,54.91214020868257,246,False,5.051833152770996,
AL,58,1.005,1.1,1,2,54.91214020868257,246,False,4.95263147354126,
AL,59,1.005,1.1,1,2,54.91214020868257,246,False,5.524879217147827,
AL,60,1.005,1.1,1,2,54.91214020868257,246,False,5.927884101867676,
AL,61,1.005,1.1,1,2,54.91214020868257,246,False,5.215711355209351,
AL,62,1.005,1.1,1,2,54.91214020868257,246,False,4.970756769180298,
AL,63,1.005,1.1,1,2,54.91214020868257,246,False,5.29688286781311,
AL,64,1.005,1.1,1,2,54.91214020868257,246,False,5.263672113418579,
AL,65,1.005,1.1,1,2,54.91214020868257,246,False,5.031905889511108,
AL,66,1.005,1.1,1,2,54.91214020868257,246,False,5.094451427459717,
AL,67,1.005,1.1,1,2,54.91214020868257,246,False,5.288434982299805,
AL,68,1.005,1.1,1,2,54.91214020868257,246,False,5.0153632164001465,
AL,69,1.005,1.1,1,2,54.91214020868257,246,False,5.274565696716309,
AL,70,1.005,1.1,1,2,54.91214020868257,246,False,4.968664169311523,
AL,71,1.005,1.1,1,2,54.91214020868257,246,False,5.051271438598633,
AL,42,1.005,1.3,0,2,49.66962703686932,277,False,4.958716869354248,
AL,43,1.005,1.3,0,2,49.66962703686932,277,False,5.017704248428345,
AL,44,1.005,1.3,0,2,49.66962703686932,277,False,4.788832426071167,
AL,45,1.005,1.3,0,2,49.66962703686932,277,False,4.779324531555176,
AL,46,1.005,1.3,0,2,49.66962703686932,277,False,4.616677284240723,
AL,47,1.005,1.3,0,2,49.66962703686932,277,False,4.7377893924713135,
AL,48,1.005,1.3,0,2,49.66962703686932,277,False,4.699335098266602,
AL,49,1.005,1.3,0,2,49.66962703686932,277,False,4.674328088760376,
AL,50,1.005,1.3,0,2,49.66962703686932,277,False,4.775787115097046,
AL,51,1.005,1.3,0,2,49.66962703686932,277,False,4.886809587478638,
AL,52,1.005,1.3,0,2,49.66962703686932,277,False,4.847964525222778,
AL,53,1.005,1.3,0,2,49.66962703686932,277,False,5.10998272895813,
AL,54,1.005,1.3,0,2,49.66962703686932,277,False,5.03710675239563,
AL,55,1.005,1.3,0,2,49.66962703686932,277,False,5.262040853500366,
AL,56,1.005,1.3,0,2,49.66962703686932,277,False,5.145372629165649,
AL,57,1.005,1.3,0,2,49.66962703686932,277,False,5.147820711135864,
AL,58,1.005,1.3,0,2,49.66962703686932,277,False,5.029934883117676,
AL,59,1.005,1.3,0,2,49.66962703686932,277,False,5.027067422866821,
AL,60,1.005,1.3,0,2,49.66962703686932,277,False,5.640756368637085,
AL,61,1.005,1.3,0,2,49.66962703686932,277,False,5.2683117389678955,
AL,62,1.005,1.3,0,2,49.66962703686932,277,False,5.123828172683716,
AL,63,1.005,1.3,0,2,49.66962703686932,277,False,5.147897481918335,
AL,64,1.005,1.3,0,2,49.66962703686932,277,False,5.163970947265625,
AL,65,1.005,1.3,0,2,49.66962703686932,277,False,5.364353895187378,
AL,66,1.005,1.3,0,2,49.66962703686932,277,False,5.009719371795654,
AL,67,1.005,1.3,0,2,49.66962703686932,277,False,5.123343229293823,
AL,68,1.005,1.3,0,2,49.66962703686932,277,False,5.02301025390625,
AL,69,1.005,1.3,0,2,49.66962703686932,277,False,5.267216920852661,
AL,70,1.005,1.3,0,2,49.66962703686932,277,False,5.161815166473389,
AL,71,1.005,1.3,0,2,49.66962703686932,277,False,5.315190553665161,
AL,42,1.005,1.5,0,2,44.72441707032734,283,False,5.113879442214966,
AL,43,1.005,1.5,0,2,44.72441707032734,283,False,5.012218236923218,
AL,44,1.005,1.5,0,2,44.72441707032734,283,False,4.820510625839233,
AL,45,1.005,1.5,0,2,44.72441707032734,283,False,5.078350067138672,
AL,46,1.005,1.5,0,2,44.72441707032734,283,False,4.957391977310181,
AL,47,1.005,1.5,0,2,44.72441707032734,283,False,5.071590185165405,
AL,48,1.005,1.5,0,2,44.72441707032734,283,False,5.035369634628296,
AL,49,1.005,1.5,0,2,44.72441707032734,283,False,4.877160310745239,
AL,50,1.005,1.5,0,2,44.72441707032734,283,False,4.965703010559082,
AL,51,1.005,1.5,0,2,44.72441707032734,283,False,5.081237077713013,
AL,52,1.005,1.5,0,2,44.72441707032734,283,False,5.011902809143066,
AL,53,1.005,1.5,0,2,44.72441707032734,283,False,4.946682929992676,
AL,54,1.005,1.5,0,2,44.72441707032734,283,False,4.921145677566528,
AL,55,1.005,1.5,0,2,44.72441707032734,283,False,4.967436075210571,
AL,56,1.005,1.5,0,2,44.72441707032734,283,False,4.935739755630493,
AL,57,1.005,1.5,0,2,44.72441707032734,283,False,5.044068098068237,
AL,58,1.005,1.5,0,2,44.72441707032734,283,False,4.756422758102417,
AL,59,1.005,1.5,0,2,44.72441707032734,283,False,4.885305881500244,
AL,60,1.005,1.5,0,2,44.72441707032734,283,False,4.808478355407715,
AL,61,1.005,1.5,0,2,44.72441707032734,283,False,5.036614894866943,
AL,62,1.005,1.5,0,2,44.72441707032734,283,False,4.877532005310059,
AL,63,1.005,1.5,0,2,44.72441707032734,283,False,5.109055280685425,
AL,64,1.005,1.5,0,2,44.72441707032734,283,False,5.208296060562134,
