state,approach,minority_group,k,target_mm,state_minority_pct,weight_factor,minority_threshold,runtime,max_minority_pct,mm_count,success
alabama,majority_minority,black,7,2,0.2563868367978769,5,0.4,5.4844887256622314,0.4159367320370641,0,False
alabama,total_minority,all_non_white,7,2,0.3687948061801504,5,0.4,4.849855422973633,0.508297658686116,2,True
