max_minority_pct,mm_count,runtime,state,k,target_mm,state_minority_pct,method
0.4960783813298982,0,0.05637216567993164,mississippi,4,2,0.461,nway_multiconstraint
0.3746330861672207,0,0.07017087936401367,louisiana,6,2,0.416,nway_multiconstraint
0.3616309909939918,0,0.06192350387573242,alabama,7,2,0.369,nway_multiconstraint
0.4182914287632481,0,0.07345008850097656,south_carolina,7,3,0.351,nway_multiconstraint
0.6179786891217844,1,0.137131929397583,georgia,14,5,0.424,nway_multiconstraint
