state,k,target_mm,method,tree_structure,weight_factor,minority_threshold,max_minority_pct,mm_count,district_pcts,runtime
louisiana,6,2,predetermined,"(2, 4)",50,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",11.953711797207315
louisiana,6,2,predetermined,"(3, 3)",50,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",11.681395640934214
louisiana,6,2,predetermined,"(4, 2)",50,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",12.247998686478066
louisiana,6,2,predetermined,"(5, 1)",50,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",12.46810786953741
louisiana,6,2,adaptive,"adaptive_selected: (1, 5)",50,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",60.593030325514086
louisiana,6,2,nway,,50,0.4,0.5583305004429611,2.0,,11.112606152725624
louisiana,6,2,predetermined,"(1, 5)",100,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",17.492254287719614
louisiana,6,2,predetermined,"(2, 4)",100,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",16.905101344309852
louisiana,6,2,predetermined,"(3, 3)",100,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",16.51998814285512
louisiana,6,2,predetermined,"(4, 2)",100,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",17.321285854345135
louisiana,6,2,predetermined,"(5, 1)",100,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",17.632567246230522
louisiana,6,2,adaptive,"adaptive_selected: (1, 5)",100,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",85.69148527162625
louisiana,6,2,nway,,100,0.4,0.5583305004429611,2.0,,15.71559833449528
mississippi,4,2,predetermined,"(1, 3)",1,0.4,0.6688097933357215,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",2.1081061333753293
mississippi,4,2,predetermined,"(2, 2)",1,0.4,0.5364966440985098,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",2.0974033198685613
mississippi,4,2,predetermined,"(3, 1)",1,0.4,0.5632170847425565,0.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",2.160082362524565
mississippi,4,2,adaptive,"adaptive_selected: (1, 3)",1,0.4,0.6038121867468332,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",5.873159289020132
mississippi,4,2,nway,,1,0.4,0.6444100459355568,0.0,,1.8688033187939634
mississippi,4,2,predetermined,"(1, 3)",2,0.4,0.6191182911387979,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",2.981312284741296
mississippi,4,2,predetermined,"(2, 2)",2,0.4,0.6028293870784955,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",2.9661762207244746
mississippi,4,2,predetermined,"(3, 1)",2,0.4,0.5839369125930968,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",3.054817772925157
mississippi,4,2,adaptive,"adaptive_selected: (1, 3)",2,0.4,0.6729775853275993,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",8.305901520509796
mississippi,4,2,nway,,2,0.4,0.5964081614263755,1.0,,2.642886998846274
mississippi,4,2,predetermined,"(1, 3)",3,0.4,0.6332045533092407,0.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",3.651346930753643
mississippi,4,2,predetermined,"(2, 2)",3,0.4,0.5954696024146767,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",3.6328091139759864
mississippi,4,2,predetermined,"(3, 1)",3,0.4,0.5556283136557228,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",3.741372400425962
mississippi,4,2,adaptive,"adaptive_selected: (1, 3)",3,0.4,0.5370725577702702,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",10.172610289527974
mississippi,4,2,nway,,3,0.4,0.6127792712923285,1.0,,3.2368622975044827
mississippi,4,2,predetermined,"(1, 3)",4,0.4,0.6212702426834482,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",4.2162122667506585
mississippi,4,2,predetermined,"(2, 2)",4,0.4,0.6416213110499828,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",4.194806639737123
mississippi,4,2,predetermined,"(3, 1)",4,0.4,0.5986788392181462,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",4.32016472504913
mississippi,4,2,adaptive,"adaptive_selected: (1, 3)",4,0.4,0.5929003401906363,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",11.746318578040263
mississippi,4,2,nway,,4,0.4,0.6089025945521043,1.0,,3.737606637587927
mississippi,4,2,predetermined,"(1, 3)",5,0.4,0.5764390897835447,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",4.713868618011475
mississippi,4,2,predetermined,"(2, 2)",5,0.4,0.5981836730493679,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",4.689936399459839
mississippi,4,2,predetermined,"(3, 1)",5,0.4,0.628104553027995,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",4.830090999603272
mississippi,4,2,adaptive,"adaptive_selected: (1, 3)",5,0.4,0.5654411551747567,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",13.13278341293335
mississippi,4,2,nway,,5,0.4,0.5874566947427299,1.0,,4.178771257400513
mississippi,4,2,predetermined,"(1, 3)",7,0.4,0.6007433406409932,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",5.577524566241082
mississippi,4,2,predetermined,"(2, 2)",7,0.4,0.600946095465039,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",5.549207583373471
mississippi,4,2,predetermined,"(3, 1)",7,0.4,0.5985314814933154,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",5.715040742656867
mississippi,4,2,adaptive,"adaptive_selected: (1, 3)",7,0.4,0.603743627219257,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",15.538918889016193
mississippi,4,2,nway,,7,0.4,0.5955314440039758,1.0,,4.944388830820987
mississippi,4,2,predetermined,"(1, 3)",10,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",6.666416930836746
mississippi,4,2,predetermined,"(2, 2)",10,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",6.632571662783346
mississippi,4,2,predetermined,"(3, 1)",10,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",6.830780199135168
mississippi,4,2,adaptive,"adaptive_selected: (1, 3)",10,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",18.572560414278765
mississippi,4,2,nway,,10,0.4,0.6007178671255821,1.0,,5.909674986270677
mississippi,4,2,predetermined,"(1, 3)",20,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",9.42773723602295
mississippi,4,2,predetermined,"(2, 2)",20,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",9.379872798919678
mississippi,4,2,predetermined,"(3, 1)",20,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",9.660181999206545
mississippi,4,2,adaptive,"adaptive_selected: (1, 3)",20,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",26.2655668258667
mississippi,4,2,nway,,20,0.4,0.6007178671255821,1.0,,8.357542514801025
mississippi,4,2,predetermined,"(1, 3)",50,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",14.906561423706478
mississippi,4,2,predetermined,"(2, 2)",50,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",14.830881103622374
mississippi,4,2,predetermined,"(3, 1)",50,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",15.274088864625785
mississippi,4,2,adaptive,"adaptive_selected: (1, 3)",50,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",41.529507602548975
mississippi,4,2,nway,,50,0.4,0.6007178671255821,1.0,,13.21443499423137
mississippi,4,2,predetermined,"(1, 3)",100,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",21.081061333753293
mississippi,4,2,predetermined,"(2, 2)",100,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",20.974033198685618
mississippi,4,2,predetermined,"(3, 1)",100,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",21.600823625245656
mississippi,4,2,adaptive,"adaptive_selected: (1, 3)",100,0.4,0.6007178671255821,1.0,"[0.3398624674138938, 0.3968941909918573, 0.44893674795232286, 0.6007178671255821]",58.73159289020133
mississippi,4,2,nway,,100,0.4,0.6007178671255821,1.0,,18.688033187939634
south_carolina,7,3,predetermined,"(1, 6)",1,0.4,0.46905725859797737,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",1.8944836097939886
south_carolina,7,3,predetermined,"(2, 5)",1,0.4,0.41106625442171557,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",1.812825489799053
south_carolina,7,3,predetermined,"(3, 4)",1,0.4,0.5011157289134903,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",1.9077362303540328
south_carolina,7,3,predetermined,"(4, 3)",1,0.4,0.436637362132442,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",1.9022416808403821
south_carolina,7,3,predetermined,"(5, 2)",1,0.4,0.4614201739075332,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",1.9088874500058781
south_carolina,7,3,predetermined,"(6, 1)",1,0.4,0.4812229182506216,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",1.8748266168723546
south_carolina,7,3,adaptive,"adaptive_selected: (1, 6)",1,0.4,0.5491544438230701,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",11.303879180107318
south_carolina,7,3,nway,,1,0.4,0.5243406852718866,0.0,,1.8661039182266053
south_carolina,7,3,predetermined,"(1, 6)",2,0.4,0.48319594926541926,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",2.679204414664197
south_carolina,7,3,predetermined,"(2, 5)",2,0.4,0.5421809339244981,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",2.5637223938894698
south_carolina,7,3,predetermined,"(3, 4)",2,0.4,0.5149292533978264,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",2.6979464503971964
south_carolina,7,3,predetermined,"(4, 3)",2,0.4,0.3986185775738439,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",2.6901759839558608
south_carolina,7,3,predetermined,"(5, 2)",2,0.4,0.5401876679542377,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",2.6995745208421065
south_carolina,7,3,predetermined,"(6, 1)",2,0.4,0.4847139272751666,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",2.6514052286789505
south_carolina,7,3,adaptive,"adaptive_selected: (1, 6)",2,0.4,0.37900118767752,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",15.986099243934632
south_carolina,7,3,nway,,2,0.4,0.5195537821399427,0.0,,2.6390694699536383
south_carolina,7,3,predetermined,"(1, 6)",3,0.4,0.4896400581436332,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.28134186626968
south_carolina,7,3,predetermined,"(2, 5)",3,0.4,0.4751744115976156,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.1399058535878956
south_carolina,7,3,predetermined,"(3, 4)",3,0.4,0.5091431129168027,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.304296078413109
south_carolina,7,3,predetermined,"(4, 3)",3,0.4,0.47553118012953505,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.2947792394907625
south_carolina,7,3,predetermined,"(5, 2)",3,0.4,0.492672852776754,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.3062900493407765
south_carolina,7,3,predetermined,"(6, 1)",3,0.4,0.47064344131236885,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.247294955805388
south_carolina,7,3,adaptive,"adaptive_selected: (1, 6)",3,0.4,0.4726371817586681,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",19.5788930625659
south_carolina,7,3,nway,,3,0.4,0.42967193468517284,0.0,,3.232186798571838
south_carolina,7,3,predetermined,"(1, 6)",4,0.4,0.49489365009801545,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.788967219587977
south_carolina,7,3,predetermined,"(2, 5)",4,0.4,0.5562917045694498,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.625650979598106
south_carolina,7,3,predetermined,"(3, 4)",4,0.4,0.4632810035194874,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.8154724607080657
south_carolina,7,3,predetermined,"(4, 3)",4,0.4,0.44384652754377674,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.8044833616807643
south_carolina,7,3,predetermined,"(5, 2)",4,0.4,0.45389296406534535,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.8177749000117562
south_carolina,7,3,predetermined,"(6, 1)",4,0.4,0.4196154815369404,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",3.7496532337447093
south_carolina,7,3,adaptive,"adaptive_selected: (1, 6)",4,0.4,0.4682881769121594,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",22.607758360214635
south_carolina,7,3,nway,,4,0.4,0.47179728319716635,0.0,,3.7322078364532105
south_carolina,7,3,predetermined,"(1, 6)",5,0.4,0.47732718043810973,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",4.236194133758545
south_carolina,7,3,predetermined,"(2, 5)",5,0.4,0.5068348163916315,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",4.053601026535034
south_carolina,7,3,predetermined,"(3, 4)",5,0.4,0.45316967121784874,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",4.265827894210815
south_carolina,7,3,predetermined,"(4, 3)",5,0.4,0.4558346229252841,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",4.253541707992554
south_carolina,7,3,predetermined,"(5, 2)",5,0.4,0.4310106786172623,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",4.268402099609375
south_carolina,7,3,predetermined,"(6, 1)",5,0.4,0.4529450344386986,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",4.192239761352539
south_carolina,7,3,adaptive,"adaptive_selected: (1, 6)",5,0.4,0.3958563345494822,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",25.27624225616455
south_carolina,7,3,nway,,5,0.4,0.5068365603974053,0.0,,4.172735214233398
south_carolina,7,3,predetermined,"(1, 6)",7,0.4,0.4451153832311804,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",5.012332494402823
south_carolina,7,3,predetermined,"(2, 5)",7,0.4,0.4456018528363306,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",4.796285416367153
south_carolina,7,3,predetermined,"(3, 4)",7,0.4,0.4782587213720976,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",5.047395632624602
south_carolina,7,3,predetermined,"(4, 3)",7,0.4,0.4506245846944582,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",5.032858421045152
south_carolina,7,3,predetermined,"(5, 2)",7,0.4,0.4477047657515744,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",5.050441473527795
south_carolina,7,3,predetermined,"(6, 1)",7,0.4,0.4428385864901713,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",4.960324979608823
south_carolina,7,3,adaptive,"adaptive_selected: (1, 6)",7,0.4,0.4554724988463538,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",29.907253160884665
south_carolina,7,3,nway,,7,0.4,0.4825666070882535,0.0,,4.937246888230811
south_carolina,7,3,predetermined,"(1, 6)",10,0.4,0.4966687257632427,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",5.99088319680668
south_carolina,7,3,predetermined,"(2, 5)",10,0.4,0.47560798996726056,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",5.732657548175346
south_carolina,7,3,predetermined,"(3, 4)",10,0.4,0.5097237961419986,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",6.0327916627423965
south_carolina,7,3,predetermined,"(4, 3)",10,0.4,0.47756473601136906,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",6.015416371562689
south_carolina,7,3,predetermined,"(5, 2)",10,0.4,0.4560427749127078,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",6.036432138929373
south_carolina,7,3,predetermined,"(6, 1)",10,0.4,0.5107138504434172,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",5.928722327224508
south_carolina,7,3,adaptive,"adaptive_selected: (1, 6)",10,0.4,0.48814722867336124,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",35.74600460449583
south_carolina,7,3,nway,,10,0.4,0.4520082187046778,0.0,,5.901138732160675
south_carolina,7,3,predetermined,"(1, 6)",20,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",8.47238826751709
south_carolina,7,3,predetermined,"(2, 5)",20,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",8.107202053070068
south_carolina,7,3,predetermined,"(3, 4)",20,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",8.53165578842163
south_carolina,7,3,predetermined,"(4, 3)",20,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",8.507083415985107
south_carolina,7,3,predetermined,"(5, 2)",20,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",8.53680419921875
south_carolina,7,3,predetermined,"(6, 1)",20,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",8.384479522705078
south_carolina,7,3,adaptive,"adaptive_selected: (1, 6)",20,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",50.5524845123291
south_carolina,7,3,nway,,20,0.4,0.475790791243163,0.0,,8.345470428466797
south_carolina,7,3,predetermined,"(1, 6)",50,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",13.396022073320987
south_carolina,7,3,predetermined,"(2, 5)",50,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",12.81861196944735
south_carolina,7,3,predetermined,"(3, 4)",50,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",13.489732251985982
south_carolina,7,3,predetermined,"(4, 3)",50,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",13.450879919779306
south_carolina,7,3,predetermined,"(5, 2)",50,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",13.497872604210533
south_carolina,7,3,predetermined,"(6, 1)",50,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",13.257026143394754
south_carolina,7,3,adaptive,"adaptive_selected: (1, 6)",50,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",79.93049621967316
south_carolina,7,3,nway,,50,0.4,0.475790791243163,0.0,,13.195347349768193
south_carolina,7,3,predetermined,"(1, 6)",100,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",18.944836097939888
south_carolina,7,3,predetermined,"(2, 5)",100,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",18.12825489799053
south_carolina,7,3,predetermined,"(3, 4)",100,0.4,0.475790791243163,0.0,"[0.35109692150977967, 0.32971136314556493, 0.2944138276211478, 0.40644361833952913, 0.3308855392277861, 0.475790791243163, 0.4647489098901639]",19.07736230354033
