GEOID,state,county,tract,total_pop,male,female,white_non_hispanic,black_non_hispanic,asian_non_hispanic,hispanic,other
11001002302,11,001,002302,1762,1035,727,639,887,59,114,63
11001002400,11,001,002400,4095,1967,2128,1455,1478,144,751,267
11001002501,11,001,002501,2688,1327,1361,795,1090,61,613,129
11001002503,11,001,002503,3031,1495,1536,1044,953,157,712,165
11001002504,11,001,002504,3349,1664,1685,984,790,120,1316,139
11001002600,11,001,002600,2592,1299,1293,1017,823,157,409,186
11001002702,11,001,002702,5825,2887,2938,3050,602,241,1621,311
11001002703,11,001,002703,2614,1253,1361,1302,282,171,672,187
11001002704,11,001,002704,2993,1534,1459,1174,428,196,1008,187
11001002801,11,001,002801,4398,2187,2211,1182,1446,223,1393,154
11001002802,11,001,002802,4685,2299,2386,1335,1024,303,1836,187
11001002900,11,001,002900,4443,2252,2191,1841,878,210,1320,194
11001003000,11,001,003000,3561,1705,1856,1365,1307,212,524,153
11001003100,11,001,003100,3873,1912,1961,1531,917,200,1037,188
11001003200,11,001,003200,5099,2509,2590,1576,1834,209,1197,283
11001003301,11,001,003301,3824,1952,1872,1903,1214,172,276,259
11001005502,11,001,005502,2968,1454,1514,1977,292,257,293,149
11001005303,11,001,005303,3215,1595,1620,2047,301,380,332,155
11001005501,11,001,005501,2303,1078,1225,1535,119,305,230,114
11001005503,11,001,005503,2492,1148,1344,1789,54,326,189,134
11001005601,11,001,005601,2900,1344,1556,1728,119,625,298,130
11001005602,11,001,005602,4100,1891,2209,2504,294,724,390,188
11001005801,11,001,005801,1672,798,874,924,82,462,116,88
11001005802,11,001,005802,2145,1076,1069,1282,289,234,192,148
11001005900,11,001,005900,2617,1182,1435,1531,433,298,238,117
11001006400,11,001,006400,2481,1087,1394,580,1621,33,127,120
11001006500,11,001,006500,2609,1240,1369,2055,109,154,149,142
11001006600,11,001,006600,2164,987,1177,1734,97,93,113,127
11001006700,11,001,006700,3927,1830,2097,2999,296,157,212,263
11001006801,11,001,006801,2238,1063,1175,1158,755,75,124,126
11001006802,11,001,006802,2580,1185,1395,1491,671,74,164,180
11001006804,11,001,006804,2429,2114,315,298,1891,24,198,18
11001006900,11,001,006900,2799,1328,1471,1836,533,110,144,176
11001007000,11,001,007000,2697,1394,1303,1872,325,105,248,147
11001007100,11,001,007100,3218,1492,1726,1333,1426,123,189,147
11001007201,11,001,007201,2985,1504,1481,1883,532,150,254,166
11001007202,11,001,007202,4303,2059,2244,3133,443,224,302,201
11001007203,11,001,007203,3748,1915,1833,2225,875,198,251,199
11001007301,11,001,007301,3841,2121,1720,2237,519,133,612,340
11001007304,11,001,007304,4410,1931,2479,92,4068,26,95,129
11001007401,11,001,007401,1259,559,700,18,1150,6,43,42
11001007403,11,001,007403,2613,1120,1493,31,2468,0,53,61
11001007404,11,001,007404,3637,1540,2097,30,3334,13,114,146
11001007406,11,001,007406,3528,1438,2090,20,3283,0,119,106
11001007407,11,001,007407,3491,1564,1927,117,3117,22,109,126
11001007408,11,001,007408,2867,1259,1608,23,2723,1,17,103
11001007409,11,001,007409,3835,1570,2265,31,3576,8,80,140
11001007502,11,001,007502,4687,2098,2589,62,4382,15,103,125
11001007503,11,001,007503,2528,1123,1405,121,2193,14,85,115
11001007504,11,001,007504,2730,1322,1408,76,2435,16,82,121
11001007601,11,001,007601,4693,2162,2531,247,4058,21,162,205
