GEOID,state,county,tract,total_pop,male,female,white_non_hispanic,black_non_hispanic,asian_non_hispanic,hispanic,other
05051011001,05,051,011001,3728,1900,1828,2954,215,48,300,211
05051011002,05,051,011002,1887,933,954,1316,101,6,283,181
05051011101,05,051,011101,4832,2426,2406,4221,43,18,228,322
05125010409,05,125,010409,3115,1585,1530,1896,347,52,677,143
05125010410,05,125,010410,2546,1224,1322,1191,711,25,495,124
05125010411,05,125,010411,5700,2680,3020,4167,746,126,323,338
05125010507,05,125,010507,3707,1918,1789,3311,49,13,104,230
05125010508,05,125,010508,5138,2589,2549,4644,78,27,152,237
05125010509,05,125,010509,5570,2777,2793,4417,327,73,491,262
05125010511,05,125,010511,6677,3241,3436,5532,389,75,322,359
05125010512,05,125,010512,3238,1631,1607,2888,28,11,164,147
05125010513,05,125,010513,3134,1564,1570,2797,68,7,112,150
05125010514,05,125,010514,3640,2009,1631,3044,142,12,295,147
05125010515,05,125,010515,2374,1119,1255,2227,27,7,47,66
05125010516,05,125,010516,2075,961,1114,1942,12,9,34,78
05125010517,05,125,010517,3040,1490,1550,2846,29,12,41,112
05125010518,05,125,010518,3250,1539,1711,2345,262,161,338,144
05125010519,05,125,010519,4282,1997,2285,3129,501,132,321,199
05125010520,05,125,010520,1763,869,894,682,258,26,733,64
05125010601,05,125,010601,3349,1676,1673,2366,487,4,276,216
05125010602,05,125,010602,3097,1521,1576,2598,179,4,164,152
05127950100,05,127,950100,4104,2106,1998,3464,11,136,127,366
05127950200,05,127,950200,3850,1893,1957,2982,10,91,556,211
05127950300,05,127,950300,1882,945,937,1585,10,48,65,174
05129970100,05,129,970100,2212,1106,1106,1992,0,4,38,178
05129970200,05,129,970200,3383,1648,1735,3071,2,7,54,249
05129970300,05,129,970300,2233,1129,1104,2029,3,9,48,144
05131000100,05,131,000100,6116,2964,3152,1667,925,718,2422,384
05131000200,05,131,000200,5561,2651,2910,1590,770,442,2273,486
05131000300,05,131,000300,2334,1300,1034,1078,367,41,679,169
05131000400,05,131,000400,3411,1717,1694,916,520,141,1630,204
05131000501,05,131,000501,5248,2580,2668,1587,633,299,2390,339
05131000502,05,131,000502,3208,1549,1659,1066,316,350,1280,196
05131000600,05,131,000600,4801,2233,2568,3505,313,152,429,402
05131000700,05,131,000700,5263,2566,2697,2693,526,141,1406,497
05131000800,05,131,000800,3893,1984,1909,2193,330,111,838,421
05131001001,05,131,001001,4828,2336,2492,3360,313,86,540,529
05131001002,05,131,001002,2071,1002,1069,1590,65,33,146,237
05131001101,05,131,001101,4123,1916,2207,2913,289,163,332,426
05131001102,05,131,001102,3275,1591,1684,2057,252,206,387,373
05131001201,05,131,001201,3479,1701,1778,2418,222,82,360,397
05131001202,05,131,001202,3242,1618,1624,2126,346,87,308,375
05131001301,05,131,001301,2579,1213,1366,1888,99,229,126,237
05091020100,05,091,020100,3864,1698,2166,1935,1524,26,151,228
05089960301,05,089,960301,2028,1037,991,1881,0,12,28,107
05089960302,05,089,960302,3119,1568,1551,2872,7,13,65,162
05091020200,05,091,020200,2740,1254,1486,1409,972,29,154,176
05091020400,05,091,020400,2771,1650,1121,1424,1037,14,180,116
05091020500,05,091,020500,2550,1321,1229,1067,1146,2,174,161
05091020600,05,091,020600,2100,884,1216,399,1565,0,49,87
05091020701,05,091,020701,3534,1666,1868,2026,1210,18,112,168
05091020702,05,091,020702,3642,1691,1951,1640,1710,17,137,138
05091020801,05,091,020801,2976,1457,1519,1785,891,42,95,163
05091020802,05,091,020802,2346,1177,1169,1971,144,10,84,137
05091020901,05,091,020901,2551,1312,1239,1935,424,10,76,106
05091020902,05,091,020902,5569,2775,2794,4911,121,20,168,349
05091021001,05,091,021001,3238,1625,1613,2802,164,4,84,184
05091021002,05,091,021002,4687,2322,2365,4263,9,13,118,284
05091980000,05,091,980000,32,18,14,26,5,0,1,0
05093010100,05,093,010100,1262,644,618,255,881,2,61,63
05093010200,05,093,010200,5214,2497,2717,1419,3311,56,223,205
05093010300,05,093,010300,2451,1136,1315,382,1902,7,72,88
05093010601,05,093,010601,4296,2086,2210,2074,1851,44,165,162
05093010700,05,093,010700,3652,1865,1787,3135,191,32,141,153
05093010801,05,093,010801,3256,1651,1605,2792,20,2,312,130
05093010802,05,093,010802,3703,1779,1924,3408,21,18,137,119
05093010900,05,093,010900,2229,1285,944,1378,677,1,104,69
05093011000,05,093,011000,3818,1767,2051,852,2723,23,97,123
05093011100,05,093,011100,3250,1702,1548,1785,1181,26,129,129
05093011200,05,093,011200,1913,948,965,1550,254,0,44,65
05093011300,05,093,011300,1728,829,899,1168,404,4,107,45
05093011400,05,093,011400,2203,1066,1137,1523,468,27,103,82
05095950100,05,095,950100,3110,1482,1628,1335,1546,23,50,156
05095950200,05,095,950200,1933,918,1015,1195,568,4,79,87
05095950300,05,095,950300,1756,846,910,1008,637,1,57,53
05097953000,05,097,953000,3008,1475,1533,2729,9,3,92,175
05097953100,05,097,953100,1923,950,973,1750,0,22,37,114
05097953200,05,097,953200,3553,1775,1778,3020,4,22,286,221
05099090100,05,099,090100,2153,1105,1048,1452,523,24,60,94
05099090200,05,099,090200,4759,2299,2460,2652,1646,17,261,183
05099090300,05,099,090300,1398,695,703,1041,264,0,33,60
05093010602,05,093,010602,1710,809,901,1140,367,0,76,127
05003960200,05,003,960200,2449,1214,1235,2101,154,4,122,68
05001480700,05,001,480700,2727,1316,1411,1979,507,13,100,128
05001480800,05,001,480800,1236,619,617,1100,69,0,33,34
05003960100,05,003,960100,1488,732,756,860,447,1,134,46
05003960300,05,003,960300,4303,2075,2228,2775,797,5,597,129
05003960400,05,003,960400,1507,748,759,989,442,1,30,45
05003960500,05,003,960500,2447,1189,1258,1953,361,3,59,71
05003960600,05,003,960600,5089,2362,2727,2865,1899,24,138,163
05003960700,05,003,960700,1779,841,938,1142,544,3,34,56
05005950100,05,005,950100,4528,2126,2402,4124,9,18,158,219
05005950200,05,005,950200,4761,2245,2516,4320,19,41,137,244
05005950300,05,005,950300,5087,2410,2677,4559,16,90,176,246
05005950400,05,005,950400,3384,1559,1825,3135,10,11,67,161
05005950500,05,005,950500,5110,2576,2534,4721,12,17,98,262
05005950600,05,005,950600,3811,1884,1927,3485,3,13,97,213
05005950700,05,005,950700,3356,1702,1654,3079,6,6,82,183
05005950801,05,005,950801,4236,2152,2084,3946,1,17,91,181
05005950802,05,005,950802,1847,979,868,1722,4,4,25,92
05005950900,05,005,950900,5507,2682,2825,4958,8,17,127,397
05007020102,05,007,020102,7651,3822,3829,5985,55,140,865,606
05007020103,05,007,020103,5061,2552,2509,4196,34,28,419,384
05007020104,05,007,020104,1710,857,853,1434,6,0,102,168
05007020201,05,007,020201,4999,2501,2498,2702,56,42,1819,380
05007020203,05,007,020203,3031,1479,1552,2205,10,17,574,225
05007020205,05,007,020205,6353,3213,3140,2266,58,44,3526,459
05007020206,05,007,020206,7335,3695,3640,2220,68,100,4498,449
05007020301,05,007,020301,4305,2089,2216,1799,72,23,2064,347
05007020302,05,007,020302,4298,2057,2241,1871,91,118,1819,399
05007020304,05,007,020304,4380,2107,2273,2813,74,259,901,333
05007020305,05,007,020305,4068,1971,2097,2154,37,138,1516,223
05007020401,05,007,020401,7286,3467,3819,4635,111,127,1953,460
05007020402,05,007,020402,4687,2312,2375,2505,47,57,1737,341
05007020404,05,007,020404,4953,2447,2506,2249,54,114,2138,398
05007020405,05,007,020405,5479,2603,2876,3985,136,374,659,325
05007020501,05,007,020501,5336,2669,2667,3906,69,541,452,368
05007020503,05,007,020503,4727,2441,2286,2287,126,1396,593,325
05007020504,05,007,020504,2819,1379,1440,1830,50,230,478,231
05007020604,05,007,020604,4571,2346,2225,3231,112,232,613,383
05007020605,05,007,020605,4485,2131,2354,3526,105,129,368,357
05007020606,05,007,020606,4299,2155,2144,3511,71,103,261,353
05007020607,05,007,020607,9451,4830,4621,4830,313,3114,632,562
05119003800,05,119,003800,4765,2272,2493,1080,2959,57,463,206
05119003712,05,119,003712,4041,1949,2092,3075,579,65,111,211
05119003713,05,119,003713,4922,2340,2582,3283,981,96,231,331
05119003714,05,119,003714,4449,2108,2341,2939,953,95,210,252
05119003900,05,119,003900,4503,2216,2287,1997,2186,16,137,167
05119004001,05,119,004001,2547,1216,1331,425,1871,9,186,56
05119004004,05,119,004004,3480,1720,1760,2279,578,30,416,177
05119004005,05,119,004005,3268,2078,1190,1403,1543,61,180,81
05119004006,05,119,004006,3630,1836,1794,2215,669,32,570,144
05119004007,05,119,004007,2454,1228,1226,558,1699,4,110,83
05119004103,05,119,004103,3832,1832,2000,484,2173,39,1013,123
05119004104,05,119,004104,2140,1010,1130,1031,700,14,275,120
05119004105,05,119,004105,6096,2980,3116,776,3451,16,1651,202
05119004106,05,119,004106,6081,2762,3319,378,4521,6,1023,153
05119004107,05,119,004107,3177,1538,1639,346,1441,10,1295,85
05119004108,05,119,004108,5668,2790,2878,358,2877,15,2295,123
05119004201,05,119,004201,2510,1225,1285,2155,110,8,72,165
05119004202,05,119,004202,4167,2051,2116,3648,115,97,118,189
05119004205,05,119,004205,4933,2295,2638,3150,1082,295,167,239
05119004213,05,119,004213,5658,2808,2850,4329,423,499,139,268
05119004214,05,119,004214,2875,1317,1558,2043,456,146,112,118
05119004215,05,119,004215,5314,2587,2727,3649,1036,187,170,272
05119004218,05,119,004218,3288,1508,1780,1982,688,250,186,182
05119004219,05,119,004219,5629,2683,2946,4273,480,487,141,248
05119004220,05,119,004220,6712,3063,3649,1580,3711,110,1098,213
05119004222,05,119,004222,2692,1262,1430,1340,738,360,143,111
05119004223,05,119,004223,3531,1612,1919,2165,604,494,102,166
05119004224,05,119,004224,6230,2885,3345,4062,846,747,331,244
05119004225,05,119,004225,3978,1939,2039,2623,521,378,248,208
05119004226,05,119,004226,3264,1449,1815,969,1907,42,227,119
05119004227,05,119,004227,1605,799,806,1274,61,11,143,116
05119004228,05,119,004228,2399,1101,1298,1721,273,210,94,101
05119004229,05,119,004229,4461,2109,2352,3355,393,379,154,180
05119004302,05,119,004302,5370,2693,2677,3760,824,41,351,394
05119004306,05,119,004306,5671,2603,3068,3662,1306,96,245,362
05119004307,05,119,004307,5148,2298,2850,1885,2596,98,270,299
05119004308,05,119,004308,3359,1580,1779,2302,703,60,122,172
05119004309,05,119,004309,4496,2174,2322,2852,981,232,209,222
05139950800,05,139,950800,3266,1597,1669,2072,835,46,212,101
05139950502,05,139,950502,2677,1325,1352,2147,375,18,92,45
05139950600,05,139,950600,3294,1572,1722,1390,1515,18,222,149
05139950700,05,139,950700,5167,2405,2762,2517,2018,121,306,205
05139950900,05,139,950900,2500,1178,1322,629,1647,14,141,69
05139951000,05,139,951000,4070,1923,2147,634,3132,13,177,114
05141460100,05,141,460100,3287,1666,1621,3016,11,9,63,188
05141460200,05,141,460200,3418,1690,1728,2993,19,15,204,187
05141460301,05,141,460301,1525,745,780,1436,8,4,7,70
05141460303,05,141,460303,1613,764,849,1475,8,12,43,75
05141460304,05,141,460304,2118,1033,1085,1869,14,12,109,114
05141460400,05,141,460400,3835,1920,1915,3530,11,4,75,215
05143010101,05,143,010101,4900,2473,2427,3199,32,58,1150,461
05143010107,05,143,010107,6040,2958,3082,4968,152,118,313,489
05143010108,05,143,010108,6090,2971,3119,4937,109,259,358,427
05143010109,05,143,010109,3726,1855,1871,2910,29,71,425,291
05143010110,05,143,010110,4675,2296,2379,3576,251,122,340,386
05143010111,05,143,010111,1794,849,945,1611,10,24,55,94
05143010112,05,143,010112,2897,1411,1486,2490,9,18,120,260
05143010113,05,143,010113,6955,3433,3522,5632,182,178,426,537
05143010114,05,143,010114,3153,1355,1798,2221,295,57,323,257
05143010115,05,143,010115,3044,1458,1586,2562,44,74,115,249
05143010201,05,143,010201,4163,2094,2069,995,84,89,1871,1124
05143010202,05,143,010202,4133,2133,2000,679,43,31,2625,755
05143010303,05,143,010303,5931,2970,2961,2233,116,204,2744,634
05143010304,05,143,010304,4491,2213,2278,1524,89,54,1934,890
05143010305,05,143,010305,6038,2974,3064,1931,166,254,3094,593
05143010306,05,143,010306,5007,2584,2423,950,76,121,2631,1229
05143010307,05,143,010307,4830,2441,2389,692,85,27,2835,1191
05143010401,05,143,010401,7381,3729,3652,2809,242,127,3201,1002
05143010402,05,143,010402,5119,2555,2564,2167,70,26,2056,800
05143010404,05,143,010404,2577,1325,1252,512,32,23,1737,273
05143010405,05,143,010405,5119,2510,2609,3107,169,107,1232,504
05143010501,05,143,010501,6666,3419,3247,5350,74,88,599,555
05007020704,05,007,020704,4670,2344,2326,3997,52,32,238,351
05007020608,05,007,020608,3259,1541,1718,1938,179,499,364,279
05007020701,05,007,020701,5783,2823,2960,4934,34,36,370,409
05007020703,05,007,020703,5103,2413,2690,4427,45,46,243,342
05031001101,05,031,001101,4785,2371,2414,4432,53,5,78,217
05031000900,05,031,000900,5713,2787,2926,5207,133,9,112,252
05009790600,05,009,790600,4804,2304,2500,4231,36,39,176,322
05009790400,05,009,790400,6158,3033,3125,5637,9,16,150,346
05009790501,05,009,790501,4030,1913,2117,3547,13,74,158,238
05009790502,05,009,790502,3938,1781,2157,3453,6,26,147,306
05011950100,05,011,950100,2615,1265,1350,1442,728,7,345,93
05011950200,05,011,950200,1914,934,980,1011,602,0,241,60
05011950300,05,011,950300,1975,969,1006,897,729,6,319,24
05011950400,05,011,950400,1586,746,840,703,473,13,345,52
05011950500,05,011,950500,2455,1220,1235,1655,389,1,325,85
05013480100,05,013,480100,2242,1064,1178,1620,474,2,65,81
05013480200,05,013,480200,2497,1287,1210,1879,439,3,62,114
05015950100,05,015,950100,2978,1444,1534,2547,13,29,159,230
05015950201,05,015,950201,3496,1719,1777,3149,15,23,102,207
05015950202,05,015,950202,2921,1455,1466,2561,14,13,162,171
05015950301,05,015,950301,3517,1686,1831,2221,11,78,873,334
05015950302,05,015,950302,3661,1796,1865,2384,8,57,849,363
05015950400,05,015,950400,4260,2119,2141,3587,9,18,386,260
05015950501,05,015,950501,2181,1129,1052,1920,8,5,70,178
05015950502,05,015,950502,5246,2614,2632,2806,10,341,1705,384
05017080100,05,017,080100,3331,2002,1329,2331,537,6,329,128
05017080200,05,017,080200,2144,998,1146,389,1644,10,31,70
05017080300,05,017,080300,2634,1229,1405,918,1480,22,146,68
05017080400,05,017,080400,2099,973,1126,249,1726,0,75,49
05019953601,05,019,953601,4915,2082,2833,2899,1491,59,198,268
05019953602,05,019,953602,4129,2084,2045,3074,633,43,205,174
05019953700,05,019,953700,4115,2011,2104,3475,291,8,149,192
05019953800,05,019,953800,3544,1658,1886,1739,1435,37,146,187
05031001000,05,031,001000,4008,1940,2068,3671,16,1,218,102
05031001102,05,031,001102,5014,2429,2585,4450,161,11,189,203
05031001200,05,031,001200,4838,2378,2460,4282,114,2,190,250
05033020101,05,033,020101,2678,1351,1327,2377,6,4,77,214
05033020102,05,033,020102,2703,1364,1339,2343,1,7,54,298
05033020204,05,033,020204,5343,2592,2751,4318,54,130,350,491
05033020205,05,033,020205,3215,1632,1583,2710,12,14,74,405
05033020206,05,033,020206,2068,1025,1043,1722,3,9,62,272
05033020207,05,033,020207,4032,1988,2044,3174,50,54,277,477
05033020208,05,033,020208,3838,1881,1957,2742,84,169,469,374
05033020301,05,033,020301,4484,2102,2382,3377,75,99,445,488
05033020302,05,033,020302,3925,1886,2039,3100,68,41,305,411
05033020401,05,033,020401,4817,2424,2393,3819,50,50,358,540
05033020402,05,033,020402,4474,2242,2232,3967,43,12,121,331
05033020501,05,033,020501,4101,1947,2154,2202,126,253,1126,394
05033020502,05,033,020502,4588,2228,2360,3410,148,29,504,497
05033020601,05,033,020601,2574,1264,1310,2260,13,20,55,226
05033020602,05,033,020602,7293,3505,3788,6106,124,48,290,725
05035030101,05,035,030101,1991,920,1071,105,1775,12,47,52
05035030102,05,035,030102,2805,1294,1511,161,2562,7,40,35
05035030201,05,035,030201,5355,2537,2818,3153,1678,15,275,234
05035030202,05,035,030202,3400,1603,1797,2278,884,42,51,145
05035030301,05,035,030301,3034,1349,1685,682,2228,5,55,64
05035030302,05,035,030302,2741,1164,1577,324,2296,2,51,68
05035030503,05,035,030503,1400,663,737,26,1314,0,12,48
05035030601,05,035,030601,759,380,379,302,416,0,15,26
05035030602,05,035,030602,3696,1730,1966,1222,2262,21,73,118
05035030701,05,035,030701,886,445,441,585,223,2,43,33
05035030702,05,035,030702,879,421,458,200,616,1,26,36
05035030703,05,035,030703,906,487,419,607,136,4,95,64
05035030803,05,035,030803,1975,908,1067,1127,681,39,61,67
05035030804,05,035,030804,4335,2079,2256,1761,2160,73,188,153
05035030805,05,035,030805,3396,1564,1832,1981,1108,54,103,150
05019953901,05,019,953901,1831,883,948,1301,388,2,44,96
05019953902,05,019,953902,2912,1400,1512,1605,830,1,350,126
05021950100,05,021,950100,1874,947,927,1778,3,1,24,68
05021950200,05,021,950200,2047,1068,979,1936,6,4,23,78
05021950300,05,021,950300,1699,834,865,1579,1,1,27,91
05021950400,05,021,950400,3182,1491,1691,2950,5,5,78,144
05021950500,05,021,950500,2028,957,1071,1851,12,1,63,101
05021950600,05,021,950600,3722,1750,1972,3480,13,2,112,115
05023480100,05,023,480100,3913,1978,1935,3590,6,8,110,199
05023480201,05,023,480201,1452,697,755,1334,11,4,24,79
05023480203,05,023,480203,2423,1227,1196,2296,0,12,27,88
05023480204,05,023,480204,934,474,460,871,1,1,14,47
05007020801,05,007,020801,4604,2280,2324,4182,12,22,138,250
05007020803,05,007,020803,4653,2273,2380,4040,42,35,221,315
05007020805,05,007,020805,4873,2318,2555,4245,42,38,208,340
05007020806,05,007,020806,6750,3280,3470,5675,85,121,371,498
05007020903,05,007,020903,5310,2606,2704,3296,349,466,763,436
05007020904,05,007,020904,6043,2979,3064,4278,189,252,832,492
05007020905,05,007,020905,3071,1527,1544,2553,9,19,154,336
05007020906,05,007,020906,5514,2716,2798,4059,121,130,724,480
05007021001,05,007,021001,5265,2630,2635,4146,19,122,358,620
05007021003,05,007,021003,3291,1633,1658,2032,17,188,644,410
05007021004,05,007,021004,4006,1952,2054,2891,19,101,485,510
05007021101,05,007,021101,5151,2537,2614,2769,35,113,1571,663
05007021102,05,007,021102,3498,1728,1770,1985,31,78,942,462
05007021201,05,007,021201,4894,2303,2591,3341,56,113,817,567
05007021202,05,007,021202,3521,1699,1822,2016,30,50,905,520
05007021304,05,007,021304,12149,6111,6038,7459,420,2065,1267,938
05007021305,05,007,021305,7458,3742,3716,5404,163,225,921,745
05007021306,05,007,021306,4625,2315,2310,3689,70,224,380,262
05007021308,05,007,021308,6511,3147,3364,5180,150,242,487,452
05007021312,05,007,021312,4051,2015,2036,3088,13,102,440,408
05007021313,05,007,021313,3304,1634,1670,2263,42,78,467,454
05007021314,05,007,021314,3751,1840,1911,2676,78,121,576,300
05007021315,05,007,021315,6275,3102,3173,4183,76,219,1292,505
05007021316,05,007,021316,7193,3641,3552,5671,124,124,715,559
05007021317,05,007,021317,3681,1818,1863,2857,46,58,424,296
05007021404,05,007,021404,3813,1903,1910,2817,21,30,633,312
05007021405,05,007,021405,2020,1055,965,1717,4,6,109,184
05007021406,05,007,021406,5918,2915,3003,2670,107,191,1989,961
05007021407,05,007,021407,4587,2297,2290,3974,9,30,238,336
05007021408,05,007,021408,5920,2932,2988,2941,76,83,2184,636
05007021409,05,007,021409,2534,1263,1271,2228,3,17,83,203
05009790100,05,009,790100,6858,3451,3407,6266,9,40,136,407
05009790200,05,009,790200,6047,3053,2994,5535,12,19,117,364
05009790300,05,009,790300,5538,2772,2766,5084,11,19,89,335
05069000502,05,069,000502,2906,1348,1558,95,2725,16,22,48
05069000301,05,069,000301,3139,1539,1600,2583,382,6,37,131
05069000302,05,069,000302,5927,2819,3108,4360,891,266,145,265
05069000303,05,069,000303,3484,1682,1802,1805,1302,56,152,169
05069000900,05,069,000900,2774,1220,1554,189,2518,0,25,42
05069001000,05,069,001000,1289,785,504,215,992,0,33,49
05069001200,05,069,001200,1668,827,841,113,1503,0,14,38
05069001300,05,069,001300,1333,629,704,22,1262,1,13,35
05069001401,05,069,001401,1416,672,744,214,1066,15,25,96
05069001402,05,069,001402,2117,1006,1111,152,1890,16,14,45
05069001501,05,069,001501,3394,1529,1865,302,2966,17,37,72
05069001502,05,069,001502,3289,1443,1846,320,2775,45,45,104
05069001600,05,069,001600,2604,1268,1336,148,2316,4,51,85
05069001700,05,069,001700,2116,957,1159,62,1988,1,25,40
05069001800,05,069,001800,3096,1433,1663,692,2198,54,60,92
05069001901,05,069,001901,1354,651,703,478,791,8,33,44
05081030301,05,081,030301,1077,524,553,926,2,0,34,115
05081030302,05,081,030302,1646,822,824,1310,147,6,48,135
05083950100,05,083,950100,3942,1996,1946,3515,5,84,110,228
05083950200,05,083,950200,3631,1834,1797,3198,75,94,70,194
05083950300,05,083,950300,3581,1672,1909,3065,78,38,150,250
05083950400,05,083,950400,3181,1564,1617,2852,17,62,63,187
