GEOID,state,county,tract,total_pop,male,female,white_non_hispanic,black_non_hispanic,asian_non_hispanic,hispanic,other
02020002602,02,020,002602,5746,2874,2872,2889,179,804,572,1302
02020002603,02,020,002603,6434,3094,3340,3503,169,733,522,1507
02020002711,02,020,002711,6817,3384,3433,4359,144,672,418,1224
02020002712,02,020,002712,9027,4427,4600,3870,292,1561,1358,1946
02020002713,02,020,002713,4903,2406,2497,3352,90,227,373,861
02020002714,02,020,002714,4593,2299,2294,2855,122,383,311,922
02020002811,02,020,002811,6519,3149,3370,2931,267,949,795,1577
02020002812,02,020,002812,8359,4208,4151,5705,245,651,470,1288
02020002813,02,020,002813,4796,2438,2358,3892,36,106,204,558
02020002821,02,020,002821,5080,2551,2529,3621,81,218,347,813
02020002822,02,020,002822,4135,2105,2030,3393,43,56,152,491
02020002823,02,020,002823,5720,2888,2832,4468,48,255,305,644
02020002900,02,020,002900,2503,1348,1155,2131,10,54,116,192
02020980000,02,020,980000,5,4,1,1,0,1,0,3
02020980100,02,020,980100,4592,2673,1919,2747,451,210,774,410
02020980200,02,020,980200,6725,4128,2597,3863,738,232,1188,704
02050000100,02,050,000100,10885,5688,5197,281,8,7,32,10557
02050000200,02,050,000200,6325,3303,3022,1177,73,187,144,4744
02050000300,02,050,000300,1456,756,700,170,3,7,31,1245
02060000100,02,060,000100,844,440,404,357,6,5,45,431
02063000200,02,063,000200,2632,1387,1245,1635,7,371,115,504
02063000300,02,063,000300,4470,2372,2098,3133,39,156,282,860
02122000500,02,122,000500,6560,3238,3322,5091,50,116,348,955
02122000200,02,122,000200,5692,3194,2498,4246,44,57,172,1173
02122000300,02,122,000300,975,538,437,847,1,15,22,90
02122000400,02,122,000400,7022,3699,3323,5862,26,89,225,820
02122000600,02,122,000600,7424,3753,3671,5151,41,133,420,1679
02122000701,02,122,000701,5876,3104,2772,4751,19,56,183,867
02122000702,02,122,000702,4814,2423,2391,3719,14,73,210,798
02122000800,02,122,000800,4003,2123,1880,3269,13,45,122,554
02122000900,02,122,000900,2494,1294,1200,2114,8,28,55,289
02122001000,02,122,001000,4370,2097,2273,3522,27,43,199,579
02122001100,02,122,001100,3459,1753,1706,3029,1,29,81,319
02122001200,02,122,001200,957,497,460,398,1,6,27,525
02122001300,02,122,001300,4939,2828,2111,3507,115,99,244,974
02130000101,02,130,000101,2894,1485,1409,2153,9,52,106,574
02130000102,02,130,000102,484,259,225,412,0,9,9,54
02130000200,02,130,000200,4414,2181,2233,2275,36,726,169,1208
02130000300,02,130,000300,3782,1934,1848,1887,45,290,243,1317
02130000400,02,130,000400,2374,1226,1148,1494,10,41,123,706
02150000100,02,150,000100,1611,834,777,828,1,11,60,711
02150000200,02,150,000200,6833,3508,3325,3296,25,1304,545,1663
02150000300,02,150,000300,2032,1092,940,487,10,1098,171,266
02150000400,02,150,000400,952,510,442,438,5,301,67,141
02150000500,02,150,000500,1673,1044,629,1242,44,67,181,139
02158000100,02,158,000100,8368,4379,3989,173,16,23,14,8142
02164000100,02,164,000100,1476,726,750,297,1,7,34,1137
02170000101,02,170,000101,700,387,313,579,1,3,21,96
02170000102,02,170,000102,2607,1380,1227,2211,4,24,83,285
02170000200,02,170,000200,1741,882,859,1352,5,15,52,317
02170000300,02,170,000300,7636,3951,3685,6113,43,83,320,1077
02170000401,02,170,000401,1975,1060,915,1603,5,20,41,306
02170000402,02,170,000402,2193,1163,1030,1869,16,21,23,264
02170000501,02,170,000501,2007,1055,952,1529,11,23,66,378
02170000502,02,170,000502,2276,1237,1039,1844,19,15,68,330
02170000601,02,170,000601,5880,3004,2876,4380,55,93,326,1026
02170000603,02,170,000603,7887,4112,3775,5755,58,136,405,1533
02170000604,02,170,000604,7470,4527,2943,4951,177,131,416,1795
02170000701,02,170,000701,3830,2018,1812,2896,44,36,187,667
02170000703,02,170,000703,4671,2398,2273,3457,49,89,259,817
02170000705,02,170,000705,4279,2142,2137,3241,32,47,248,711
02170000706,02,170,000706,5702,2891,2811,4430,31,71,290,880
02170000800,02,170,000800,5621,2762,2859,3916,92,107,383,1123
02070000200,02,070,000200,2352,1179,1173,624,17,40,104,1567
02066000100,02,066,000100,2617,1422,1195,1591,6,17,84,919
02068000100,02,068,000100,1619,847,772,1378,9,13,32,187
02070000100,02,070,000100,2505,1319,1186,146,2,5,42,2310
02090000100,02,090,000100,1563,804,759,862,89,72,103,437
02090000200,02,090,000200,3244,1597,1647,1791,187,125,229,912
02090000300,02,090,000300,4709,2378,2331,1888,456,240,391,1734
02090000400,02,090,000400,4582,2287,2295,2635,231,239,337,1140
02090000500,02,090,000500,2467,1287,1180,1343,115,150,227,632
02090000600,02,090,000600,3753,1905,1848,2090,174,143,303,1043
02090000700,02,090,000700,4094,2094,2000,2186,239,247,366,1056
02090000800,02,090,000800,5010,2587,2423,3074,204,222,334,1176
02090000900,02,090,000900,6002,3152,2850,4601,77,113,222,989
02090001000,02,090,001000,1348,738,610,892,34,25,96,301
02090001200,02,090,001200,6743,3486,3257,5081,68,119,314,1161
02090001300,02,090,001300,5630,2938,2692,4293,53,174,208,902
02090001401,02,090,001401,2776,1403,1373,1977,30,64,139,566
02090001402,02,090,001402,4658,2487,2171,3229,116,113,281,919
02090001501,02,090,001501,4442,2370,2072,3238,110,83,291,720
02090001502,02,090,001502,5097,2689,2408,3827,93,86,268,823
02090001600,02,090,001600,4716,2461,2255,3268,160,157,329,802
02090001700,02,090,001700,1345,736,609,1109,12,20,68,136
02090001901,02,090,001901,5700,3017,2683,4532,53,68,207,840
02090001902,02,090,001902,5255,2793,2462,4157,30,99,262,707
02090980000,02,090,980000,9798,6233,3565,5396,1075,374,1901,1052
02090980100,02,090,980100,2723,1528,1195,1709,198,98,444,274
02100000100,02,100,000100,2080,1052,1028,1577,2,14,67,420
02105000400,02,105,000400,2365,1260,1105,1123,6,15,120,1101
02110000100,02,110,000100,5212,2601,2611,4059,22,107,238,786
02110000200,02,110,000200,7064,3585,3479,4074,68,562,526,1834
02110000300,02,110,000300,5983,3076,2907,3214,58,492,386,1833
02110000400,02,110,000400,5148,2687,2461,2290,79,607,409,1763
02110000500,02,110,000500,3283,1689,1594,2281,29,164,197,612
02110000600,02,110,000600,5565,2761,2804,3755,72,154,321,1263
02122000100,02,122,000100,214,118,96,40,1,4,20,149
