GEOID,state,county,tract,total_pop,male,female,white_non_hispanic,black_non_hispanic,asian_non_hispanic,hispanic,other
06087122005,06,087,122005,3889,1855,2034,2597,30,189,807,266
06087122100,06,087,122100,3315,1562,1753,2324,15,96,659,221
06087122202,06,087,122202,2235,1123,1112,1689,13,83,304,146
06013305000,06,013,305000,7064,3447,3617,1587,1260,258,3447,512
06013306002,06,013,306002,3678,1834,1844,1160,382,273,1607,256
06013306003,06,013,306003,5615,2781,2834,1457,739,251,2762,406
06013306004,06,013,306004,3667,1784,1883,1080,818,143,1355,271
06013307101,06,013,307101,4554,2234,2320,1567,590,327,1684,386
06059075303,06,059,075303,3357,1645,1712,1518,42,193,1466,138
06059075202,06,059,075202,5427,2752,2675,134,30,200,5004,59
06059075301,06,059,075301,5512,2661,2851,915,65,636,3761,135
06059075302,06,059,075302,4568,2255,2313,490,42,216,3732,88
06059075401,06,059,075401,3859,1911,1948,1245,40,235,2173,166
06059075403,06,059,075403,7707,3727,3980,1570,144,742,5027,224
06059075404,06,059,075404,6362,3119,3243,1467,67,502,4127,199
06059075405,06,059,075405,3204,1550,1654,977,26,294,1793,114
06059075504,06,059,075504,4103,1942,2161,2025,38,505,1325,210
06059075505,06,059,075505,3763,1796,1967,1313,69,491,1703,187
06059075506,06,059,075506,3541,1690,1851,1615,56,575,1095,200
06059075507,06,059,075507,5476,2744,2732,1423,143,890,2747,273
06059075512,06,059,075512,3719,1854,1865,578,78,654,2269,140
06059075513,06,059,075513,5071,2459,2612,876,109,800,3137,149
06059075514,06,059,075514,3553,1774,1779,428,96,466,2462,101
06059075516,06,059,075516,9045,4624,4421,3421,338,3493,1261,532
06059075517,06,059,075517,6809,3398,3411,730,149,982,4748,200
06059075518,06,059,075518,9171,4456,4715,2606,157,4672,1167,569
06059075603,06,059,075603,3880,1889,1991,2283,25,414,885,273
06059075604,06,059,075604,7568,3726,3842,4793,53,1294,988,440
06059075605,06,059,075605,5748,2848,2900,3340,34,1203,788,383
06059075606,06,059,075606,6629,3206,3423,4010,40,1426,753,400
06059075607,06,059,075607,6484,3013,3471,2863,90,2077,1033,421
06059075701,06,059,075701,7228,3606,3622,2443,144,621,3644,376
06059075702,06,059,075702,3363,1681,1682,2001,22,385,752,203
06059075703,06,059,075703,4135,2065,2070,2643,21,491,706,274
06059075805,06,059,075805,4354,2200,2154,1552,48,217,2339,198
06059075806,06,059,075806,6393,3072,3321,2079,77,536,3492,209
06059075807,06,059,075807,4274,2172,2102,1665,36,504,1840,229
06059075808,06,059,075808,3456,1681,1775,1959,33,262,990,212
06059075809,06,059,075809,3109,1534,1575,1967,19,567,366,190
06059075810,06,059,075810,3045,1491,1554,1846,23,574,464,138
06059075811,06,059,075811,3479,1751,1728,858,32,328,2156,105
06059075812,06,059,075812,6200,3061,3139,2241,80,414,3215,250
06059075813,06,059,075813,5269,2590,2679,2446,43,880,1654,246
06059075814,06,059,075814,3055,1496,1559,1600,22,872,378,183
06059075815,06,059,075815,5261,2538,2723,2113,40,326,2545,237
06059075816,06,059,075816,3626,1716,1910,1173,79,458,1745,171
06059075901,06,059,075901,4356,1968,2388,2004,108,323,1662,259
06059075902,06,059,075902,6617,3140,3477,3004,115,341,2834,323
06059076001,06,059,076001,7901,3792,4109,2319,179,827,4224,352
06059076002,06,059,076002,1994,907,1087,740,63,522,542,127
06085505100,06,085,505100,4616,2324,2292,1021,240,1760,1351,244
06085505013,06,085,505013,5705,3105,2600,901,168,3954,480,202
06085505014,06,085,505014,6446,3363,3083,1355,355,3068,1323,345
06085505015,06,085,505015,4580,2398,2182,894,75,2057,1373,181
06085505202,06,085,505202,7715,4073,3642,1726,269,2928,2448,344
06019003810,06,019,003810,5632,2789,2843,961,403,995,3020,253
06019003807,06,019,003807,3670,1832,1838,662,201,321,2347,139
06019003808,06,019,003808,5241,2598,2643,676,347,1003,3028,187
06019003809,06,019,003809,5300,2583,2717,939,504,868,2753,236
06019003811,06,019,003811,8690,4270,4420,1429,566,2396,3955,344
06019003812,06,019,003812,2411,1238,1173,690,44,492,1028,157
06019003900,06,019,003900,5024,2653,2371,1313,5,85,3479,142
06019004003,06,019,004003,4761,2339,2422,830,30,333,3487,81
06019004004,06,019,004004,4399,2192,2207,617,22,266,3377,117
06019004005,06,019,004005,4643,2315,2328,359,7,465,3722,90
06019004006,06,019,004006,2989,1435,1554,370,11,179,2381,48
06019004100,06,019,004100,3225,1646,1579,777,17,180,2203,48
06019004205,06,019,004205,6433,3146,3287,1344,680,520,3630,259
06019004208,06,019,004208,6933,3335,3598,3099,395,1103,1995,341
06019004210,06,019,004210,3770,1794,1976,1158,402,504,1488,218
06019004211,06,019,004211,6899,3361,3538,2073,647,737,3083,359
06019004212,06,019,004212,12943,6409,6534,3529,1203,2228,5263,720
06019004213,06,019,004213,3335,1643,1692,1268,233,200,1451,183
06019004214,06,019,004214,4879,2389,2490,2656,193,321,1475,234
06019004215,06,019,004215,4726,2321,2405,1333,357,817,2001,218
06019004216,06,019,004216,4338,2138,2200,1178,228,1007,1746,179
06037576602,06,037,576602,4403,2238,2165,2160,446,326,1129,342
06037576700,06,037,576700,4153,2036,2117,2272,242,310,1021,308
06037576801,06,037,576801,4286,2101,2185,1702,437,320,1523,304
06037576802,06,037,576802,3989,1919,2070,1692,415,307,1273,302
06037576901,06,037,576901,5366,2646,2720,749,662,784,2939,232
06037576903,06,037,576903,3814,1860,1954,554,532,340,2226,162
06037576904,06,037,576904,3239,1598,1641,809,510,245,1541,134
06037577000,06,037,577000,7264,3506,3758,2658,824,676,2573,533
06037577100,06,037,577100,7051,3429,3622,3787,371,467,1850,576
06037577200,06,037,577200,5750,2777,2973,3317,276,429,1321,407
06037577300,06,037,577300,5535,2769,2766,3531,166,324,1150,364
06037577400,06,037,577400,3173,1534,1639,2133,87,191,567,195
06037577501,06,037,577501,3440,1669,1771,2610,36,174,412,208
06037577504,06,037,577504,1393,721,672,1028,10,54,194,107
06037577602,06,037,577602,3370,1580,1790,2256,114,325,475,200
06037577604,06,037,577604,1300,628,672,937,30,96,175,62
06037577605,06,037,577605,4799,2347,2452,3299,97,399,693,311
06037577606,06,037,577606,3547,1694,1853,2197,124,233,681,312
06037577700,06,037,577700,4672,2373,2299,199,657,1106,2431,279
06037577800,06,037,577800,5085,2480,2605,650,118,368,3802,147
06037577900,06,037,577900,5481,2567,2914,1498,959,1160,1489,375
06037578000,06,037,578000,7189,3808,3381,676,1198,940,4075,300
06037578100,06,037,578100,2094,834,1260,730,151,395,657,161
06037599000,06,037,599000,3322,1602,1720,1334,27,27,1803,131
06037599100,06,037,599100,553,334,219,252,40,17,223,21
06037600100,06,037,600100,7098,3426,3672,90,2224,23,4547,214
06037600201,06,037,600201,4690,2225,2465,53,1413,28,3071,125
06037600202,06,037,600202,7071,3347,3724,95,2510,32,4166,268
06037600302,06,037,600302,3472,1557,1915,31,2048,30,1248,115
06037600303,06,037,600303,3813,1778,2035,26,1444,11,2172,160
06059110606,06,059,110606,4991,2453,2538,333,171,1540,2831,116
06059110603,06,059,110603,8556,4232,4324,805,294,2122,5087,248
06059110604,06,059,110604,8278,3957,4321,1567,186,4950,1320,255
06059110605,06,059,110605,6704,3239,3465,947,122,4633,829,173
06059110607,06,059,110607,4537,2225,2312,835,109,1866,1588,139
06059980000,06,059,980000,30,18,12,8,0,7,10,5
06059990100,06,059,990100,0,0,0,0,0,0,0,0
06061020104,06,061,020104,1327,657,670,1147,6,30,93,51
06061020105,06,061,020105,1319,700,619,1179,3,12,65,60
06061020106,06,061,020106,1643,841,802,1105,2,25,437,74
06061020107,06,061,020107,3315,1754,1561,1469,3,60,1677,106
06061020200,06,061,020200,6429,3285,3144,5268,19,51,520,571
06061020300,06,061,020300,4639,2131,2508,3531,44,88,601,375
06061020401,06,061,020401,2242,1056,1186,1628,23,29,385,177
06061020402,06,061,020402,3511,1666,1845,2837,20,59,342,253
06061020501,06,061,020501,2973,1480,1493,2384,9,72,290,218
06061020502,06,061,020502,4317,2069,2248,3547,23,129,290,328
06061020601,06,061,020601,7257,3550,3707,5632,50,361,731,483
06061020604,06,061,020604,5927,2978,2949,4411,68,414,580,454
06061020605,06,061,020605,5885,2838,3047,4202,41,743,498,401
06061020606,06,061,020606,4296,2115,2181,2906,69,660,348,313
06061020607,06,061,020607,5099,2556,2543,3786,52,375,482,404
06041990100,06,041,990100,0,0,0,0,0,0,0,0
06043000101,06,043,000101,3729,1864,1865,2717,43,70,496,403
06043000102,06,043,000102,2619,1322,1297,1996,20,27,355,221
06043000200,06,043,000200,3206,1616,1590,2328,10,45,477,346
06043000301,06,043,000301,3819,1905,1914,2919,15,81,393,411
06043000302,06,043,000302,2814,1423,1391,2153,6,39,324,292
06043000400,06,043,000400,944,479,465,725,11,25,95,88
06045010100,06,045,010100,3100,1666,1434,1165,8,18,737,1172
06045010200,06,045,010200,4267,2281,1986,3182,17,64,492,512
06045010300,06,045,010300,4233,2150,2083,3159,67,65,621,321
06045010400,06,045,010400,3356,1644,1712,2115,18,47,875,301
06045010500,06,045,010500,4333,2066,2267,2480,28,72,1479,274
06045010601,06,045,010601,3059,1552,1507,2196,14,14,556,279
06065042622,06,065,042622,5482,2705,2777,700,1121,810,2601,250
06065042621,06,065,042621,8004,3925,4079,901,1326,766,4676,335
06065042623,06,065,042623,3962,1906,2056,856,806,300,1771,229
06065042624,06,065,042624,4571,2255,2316,1036,527,355,2372,281
06065042625,06,065,042625,6046,3058,2988,761,695,388,3932,270
06065042626,06,065,042626,9775,4848,4927,855,1268,650,6699,303
06065042627,06,065,042627,5637,2797,2840,289,492,157,4562,137
06065042628,06,065,042628,5759,2816,2943,319,446,120,4704,170
06065042629,06,065,042629,5176,2527,2649,460,671,233,3620,192
06065042630,06,065,042630,6727,3344,3383,611,940,290,4598,288
06041117000,06,041,117000,4713,2208,2505,3590,53,242,458,370
06041118100,06,041,118100,2338,1133,1205,2052,1,40,130,115
06041119201,06,041,119201,3644,1569,2075,2317,107,248,689,283
06041119202,06,041,119202,3567,1719,1848,2803,11,245,212,296
06041120001,06,041,120001,1374,635,739,1015,7,92,126,134
06041120002,06,041,120002,5177,2458,2719,4203,34,244,320,376
06041121100,06,041,121100,5799,2742,3057,4252,37,358,659,493
06041121200,06,041,121200,6478,3387,3091,4339,268,578,821,472
06041122000,06,041,122000,3669,3579,90,1058,1528,77,800,206
06041123000,06,041,123000,2131,981,1150,1843,17,71,110,90
06041124100,06,041,124100,5590,2666,2924,4274,44,434,391,447
06041124200,06,041,124200,5873,2800,3073,4636,70,431,346,390
06041125000,06,041,125000,4211,1948,2263,2842,48,661,392,268
06041126100,06,041,126100,5955,2879,3076,5005,26,217,318,389
06041126200,06,041,126200,4495,2012,2483,3230,72,480,363,350
06041127000,06,041,127000,4560,2141,2419,3795,26,183,253,303
06041128100,06,041,128100,6970,3345,3625,5425,60,414,556,515
06041128200,06,041,128200,4876,2383,2493,3938,26,220,316,376
06041129000,06,041,129000,2641,1212,1429,767,787,368,485,234
06041130201,06,041,130201,3444,1650,1794,2856,18,181,215,174
06041130203,06,041,130203,1687,767,920,1305,13,134,134,101
06041130204,06,041,130204,2813,1333,1480,2370,26,115,162,140
06041131100,06,041,131100,1065,533,532,837,22,33,93,80
06041132100,06,041,132100,2111,1031,1080,1713,15,39,191,153
06041132200,06,041,132200,1824,872,952,1412,5,29,259,119
06041133000,06,041,133000,3215,1573,1642,2357,13,45,658,142
06111008308,06,111,008308,4455,2188,2267,2476,64,907,764,244
06111008401,06,111,008401,5332,2511,2821,3087,75,368,1488,314
06111008402,06,111,008402,5302,2649,2653,3458,49,495,982,318
06111008501,06,111,008501,4751,2338,2413,3081,58,473,865,274
06111008502,06,111,008502,3647,1809,1838,2156,72,445,733,241
06111008601,06,111,008601,4395,2147,2248,392,93,184,3638,88
06111008602,06,111,008602,3348,1632,1716,267,119,107,2796,59
06111008700,06,111,008700,6150,3110,3040,837,108,102,4936,167
06111008800,06,111,008800,5513,2664,2849,721,144,239,4241,168
06111008900,06,111,008900,3457,1731,1726,267,28,77,3007,78
06111009100,06,111,009100,6270,3271,2999,338,137,174,5482,139
06111009200,06,111,009200,6128,3092,3036,742,167,570,4475,174
06111009300,06,111,009300,6058,3109,2949,2749,170,546,2326,267
06111009400,06,111,009400,2084,1048,1036,1049,34,157,693,151
06111009500,06,111,009500,3486,1726,1760,2341,26,48,845,226
06111009600,06,111,009600,3112,1544,1568,2366,14,148,408,176
06111009700,06,111,009700,3410,1751,1659,751,6,21,2557,75
06111980000,06,111,980000,0,0,0,0,0,0,0,0
06111990100,06,111,990100,0,0,0,0,0,0,0,0
06113010102,06,113,010102,1401,681,720,740,30,52,483,96
06113010103,06,113,010103,5882,2889,2993,2139,135,547,2658,403
06113010104,06,113,010104,5045,2442,2603,1682,291,405,2269,398
06113010105,06,113,010105,2008,1022,986,801,184,253,539,231
06113010201,06,113,010201,3985,1930,2055,1839,154,463,1161,368
06113010203,06,113,010203,5722,2811,2911,1792,354,541,2553,482
06113010204,06,113,010204,5186,2499,2687,2132,190,282,2171,411
06087122203,06,087,122203,3688,1729,1959,2767,18,175,504,224
06087122204,06,087,122204,3025,1469,1556,2108,20,86,647,164
06087122205,06,087,122205,3205,1528,1677,2508,25,93,394,185
06087122300,06,087,122300,3965,1963,2002,2248,17,117,1399,184
06087122401,06,087,122401,2956,1524,1432,1765,25,95,897,174
06087122402,06,087,122402,4280,2084,2196,3034,22,66,918,240
06087122500,06,087,122500,6717,3375,3342,1009,32,175,5311,190
06087123100,06,087,123100,2640,1332,1308,940,3,39,1567,91
06087123300,06,087,123300,1561,802,759,542,2,15,959,43
06087990100,06,087,990100,0,0,0,0,0,0,0,0
06089010100,06,089,010100,1680,918,762,1113,59,68,268,172
06089010200,06,089,010200,2225,1053,1172,1764,41,52,162,206
06111008201,06,111,008201,4640,2310,2330,2286,78,604,1372,300
06111008004,06,111,008004,5141,2589,2552,2459,53,291,2089,249
06111008005,06,111,008005,2733,1397,1336,1188,34,151,1225,135
06111008101,06,111,008101,3379,1631,1748,1862,42,308,967,200
06111008202,06,111,008202,4331,2110,2221,2092,53,444,1512,230
06111008302,06,111,008302,5458,2644,2814,3029,88,502,1551,288
06111008303,06,111,008303,3887,1887,2000,2069,76,421,1120,201
06111008304,06,111,008304,5487,2637,2850,3176,71,594,1333,313
06111008307,06,111,008307,3248,1542,1706,1469,91,521,974,193
06007003200,06,007,003200,4352,2185,2167,2441,41,207,1206,457
06007003300,06,007,003300,5071,2636,2435,3235,69,243,935,589
06007003400,06,007,003400,2921,1483,1438,1522,26,81,1146,146
06007003501,06,007,003501,3716,1802,1914,1972,27,178,1284,255
06007003502,06,007,003502,5060,2505,2555,1974,29,125,2697,235
06007003600,06,007,003600,3568,1779,1789,2122,31,101,1102,212
06007003700,06,007,003700,5249,2638,2611,3173,71,815,634,556
06009000121,06,009,000121,4354,2081,2273,3418,27,49,531,329
06009000122,06,009,000122,3839,1880,1959,3074,27,25,453,260
06009000123,06,009,000123,2690,1354,1336,2111,21,56,323,179
06009000124,06,009,000124,2314,1160,1154,1739,20,30,345,180
06009000220,06,009,000220,5849,3006,2843,4240,48,78,958,525
06009000221,06,009,000221,5691,2844,2847,4084,53,163,952,439
06009000222,06,009,000222,4397,2248,2149,3136,67,86,755,353
06009000301,06,009,000301,4186,2014,2172,3192,27,55,525,387
06009000302,06,009,000302,2172,1171,1001,1714,20,38,188,212
06009000400,06,009,000400,3862,1960,1902,3028,14,43,331,446
06085505203,06,085,505203,5673,2885,2788,2283,187,1546,1218,439
06085505301,06,085,505301,5484,2826,2658,1119,113,2533,1447,272
06085505302,06,085,505302,4690,2369,2321,1442,60,2044,861,283
06085505303,06,085,505303,6127,3145,2982,1231,112,2713,1813,258
06085505304,06,085,505304,3281,1665,1616,1030,26,1458,579,188
06085505305,06,085,505305,6114,3144,2970,1706,101,2857,1178,272
06085505401,06,085,505401,6492,3404,3088,1418,100,3775,917,282
06085505402,06,085,505402,3090,1583,1507,938,48,1319,638,147
06085505403,06,085,505403,8695,4434,4261,2235,157,4517,1372,414
06085505500,06,085,505500,4217,2126,2091,1623,63,1304,927,300
06085505600,06,085,505600,4338,2148,2190,1942,100,1206,789,301
06085505700,06,085,505700,5738,2861,2877,2488,151,1306,1406,387
06085505800,06,085,505800,4027,2002,2025,1919,117,761,956,274
06085505901,06,085,505901,3794,1924,1870,1409,69,1487,620,209
06085505902,06,085,505902,3829,1884,1945,1543,168,1029,789,300
06085506000,06,085,506000,4938,2440,2498,1927,83,1722,872,334
06085506101,06,085,506101,4829,2468,2361,1885,92,1882,688,282
06085506102,06,085,506102,4574,2296,2278,1523,53,2327,432,239
06085506103,06,085,506103,5052,2544,2508,1326,59,2837,544,286
06085506202,06,085,506202,7512,3672,3840,2585,127,3769,654,377
06085506203,06,085,506203,7138,3604,3534,1160,146,4752,810,270
06085506204,06,085,506204,6423,3204,3219,1550,77,3710,796,290
06085506301,06,085,506301,5631,2816,2815,1652,359,1844,1461,315
06085506302,06,085,506302,6210,3113,3097,2321,177,2191,1104,417
06085506304,06,085,506304,5412,2777,2635,1288,252,2088,1512,272
06085506305,06,085,506305,7257,3725,3532,1604,539,1733,3048,333
06085506401,06,085,506401,5096,2590,2506,1891,193,1445,1226,341
06085506402,06,085,506402,5719,2847,2872,2130,294,1172,1793,330
06085506502,06,085,506502,4723,2350,2373,2701,91,773,837,321
06085506503,06,085,506503,6802,3163,3639,2980,207,1405,1707,503
06085506504,06,085,506504,2712,1423,1289,398,196,487,1514,117
06085506505,06,085,506505,4788,2391,2397,972,241,1025,2310,240
06085506601,06,085,506601,4726,2402,2324,1605,116,1666,1024,315
06085506603,06,085,506603,4084,2033,2051,1834,36,1468,443,303
06085506604,06,085,506604,7714,3805,3909,3062,194,3095,860,503
06019004217,06,019,004217,3983,1932,2051,508,431,475,2371,198
06019004218,06,019,004218,7709,3892,3817,1643,440,2450,2850,326
06019004301,06,019,004301,4181,2025,2156,2916,117,372,558,218
06019004302,06,019,004302,4918,2300,2618,3231,99,281,1068,239
06019004303,06,019,004303,4312,2007,2305,2839,114,188,986,185
06019004404,06,019,004404,3554,1785,1769,633,219,280,2264,158
06019004405,06,019,004405,3935,1931,2004,2242,80,414,951,248
06019004406,06,019,004406,5405,2582,2823,2570,259,429,1854,293
06019004409,06,019,004409,3467,1615,1852,1596,182,227,1268,194
06019004410,06,019,004410,2342,1182,1160,931,122,282,876,131
06019004411,06,019,004411,1488,725,763,820,61,204,343,60
06019004503,06,019,004503,4987,2350,2637,2537,148,320,1725,257
06019004504,06,019,004504,5215,2486,2729,1979,291,404,2304,237
06019004505,06,019,004505,5164,2300,2864,1738,495,350,2281,300
06019004506,06,019,004506,3387,1550,1837,2006,91,151,967,172
06019004601,06,019,004601,2931,1369,1562,1271,106,128,1277,149
06019004602,06,019,004602,2552,1261,1291,1600,72,127,626,127
06019004703,06,019,004703,4155,2038,2117,676,324,262,2756,137
06007002401,06,007,002401,1418,797,621,1053,30,50,120,165
06007002200,06,007,002200,1799,927,872,1498,4,32,133,132
06007002300,06,007,002300,1851,921,930,1482,6,13,241,109
06007002402,06,007,002402,3555,1938,1617,2639,54,137,332,393
06007002500,06,007,002500,5008,2685,2323,2623,136,705,1013,531
06007002601,06,007,002601,2474,1183,1291,1942,25,87,225,195
06007002602,06,007,002602,3980,1928,2052,3050,37,118,419,356
06007002700,06,007,002700,5833,2822,3011,3993,114,147,762,817
06007002800,06,007,002800,4718,2241,2477,2898,203,232,750,635
06007002900,06,007,002900,3315,1664,1651,1726,20,966,324,279
06007003001,06,007,003001,3141,1579,1562,1510,219,422,615,375
06007003002,06,007,003002,3508,1785,1723,1990,56,409,646,407
06007003100,06,007,003100,4575,2288,2287,3182,43,259,554,537
06061020608,06,061,020608,3811,1913,1898,3062,11,98,335,305
06061020710,06,061,020710,4408,2141,2267,3234,48,256,555,315
06061020711,06,061,020711,4558,2119,2439,2933,114,448,669,394
06061020712,06,061,020712,3855,1757,2098,2526,65,119,927,218
06061020713,06,061,020713,3323,1543,1780,2197,76,174,596,280
06061020714,06,061,020714,3848,1881,1967,2751,70,231,512,284
06061020715,06,061,020715,3074,1500,1574,2096,38,124,602,214
06061020717,06,061,020717,4888,2348,2540,2864,115,916,597,396
06061020805,06,061,020805,4202,2006,2196,2667,88,219,856,372
06061020806,06,061,020806,3576,1722,1854,2401,34,101,762,278
06061020901,06,061,020901,2777,1357,1420,1361,74,67,1092,183
06061020908,06,061,020908,7512,3751,3761,4190,117,479,2126,600
06061021003,06,061,021003,6784,3314,3470,4313,146,506,1257,562
06061021034,06,061,021034,4331,2073,2258,2554,94,618,645,420
06061021037,06,061,021037,2209,1027,1182,1423,59,247,326,154
06061021038,06,061,021038,7627,3738,3889,4715,186,629,1469,628
06061021039,06,061,021039,1703,701,1002,1513,12,41,96,41
06061021040,06,061,021040,3123,1218,1905,2745,27,107,166,78
06061021043,06,061,021043,3760,1884,1876,2501,90,340,460,369
06061021044,06,061,021044,5765,2885,2880,3766,121,516,898,464
06077000500,06,077,000500,3071,1601,1470,284,219,144,2323,101
06077000600,06,077,000600,2305,1264,1041,151,143,231,1693,87
06077000700,06,077,000700,5939,3152,2787,380,362,661,4297,239
06077000802,06,077,000802,2030,1050,980,150,205,117,1456,102
06077000803,06,077,000803,5242,2561,2681,295,596,1298,2831,222
06077000900,06,077,000900,6351,3095,3256,1413,585,518,3376,459
06077001000,06,077,001000,5632,2798,2834,1941,467,324,2535,365
06077001101,06,077,001101,5400,2687,2713,1546,335,445,2736,338
06077001102,06,077,001102,5343,2586,2757,1438,498,370,2674,363
06077001200,06,077,001200,5750,2764,2986,2716,650,387,1656,341
06077001300,06,077,001300,5350,2513,2837,1564,353,238,2791,404
06077001400,06,077,001400,5015,2351,2664,1330,355,810,2207,313
06077001501,06,077,001501,4887,2396,2491,607,496,920,2641,223
06077001502,06,077,001502,4596,2353,2243,672,154,168,3404,198
06077001600,06,077,001600,2522,1284,1238,261,87,149,1918,107
06077001700,06,077,001700,4026,2099,1927,533,63,92,3210,128
06077001800,06,077,001800,4036,2063,1973,527,99,143,3142,125
06077001900,06,077,001900,5782,2979,2803,340,415,159,4703,165
06077002000,06,077,002000,4068,2021,2047,306,372,73,3188,129
06077002100,06,077,002100,5996,2958,3038,240,723,446,4434,153
06077002201,06,077,002201,3169,1537,1632,97,674,117,2187,94
06077002202,06,077,002202,5693,2760,2933,247,650,616,4026,154
06077002300,06,077,002300,5285,2747,2538,239,288,540,4039,179
06077002401,06,077,002401,5226,2656,2570,184,253,1113,3490,186
06077002402,06,077,002402,2284,1172,1112,82,159,298,1666,79
06077002503,06,077,002503,2440,1118,1322,121,490,473,1221,135
06077002504,06,077,002504,4156,2073,2083,214,461,1172,2182,127
06077002701,06,077,002701,7161,3705,3456,1107,115,147,5550,242
06077002702,06,077,002702,4237,2153,2084,633,51,102,3313,138
06077002800,06,077,002800,6992,3506,3486,444,756,665,4867,260
06077003106,06,077,003106,3862,1788,2074,1805,283,365,1138,271
06065042631,06,065,042631,5190,2564,2626,314,359,95,4321,101
06065042632,06,065,042632,3245,1634,1611,173,104,60,2858,50
06065042708,06,065,042708,5364,2578,2786,2214,241,263,2338,308
06065042709,06,065,042709,5288,2407,2881,2593,322,206,1927,240
06065042711,06,065,042711,5114,2199,2915,3250,358,166,1095,245
06065042714,06,065,042714,3376,1656,1720,2503,87,80,505,201
06065042716,06,065,042716,5222,2622,2600,3821,54,122,932,293
06065042717,06,065,042717,5463,2727,2736,2134,133,124,2789,283
06065042719,06,065,042719,5438,2714,2724,1324,171,69,3686,188
06065042720,06,065,042720,4936,2519,2417,1465,82,72,3165,152
06065042723,06,065,042723,7675,3873,3802,2333,315,249,4428,350
06065042724,06,065,042724,4581,2266,2315,1638,366,426,1810,341
06065042726,06,065,042726,10185,5009,5176,3797,1005,678,4054,651
06065042728,06,065,042728,2370,1207,1163,956,109,73,1110,122
06065042730,06,065,042730,6028,3075,2953,1346,162,170,4097,253
06065042731,06,065,042731,7691,3771,3920,1806,556,375,4638,316
06065042732,06,065,042732,6259,3230,3029,2587,227,296,2774,375
06065042733,06,065,042733,14643,7173,7470,6126,1071,1282,5216,948
06065042737,06,065,042737,3471,1718,1753,1315,297,296,1319,244
06065042738,06,065,042738,8924,4389,4535,3990,532,794,2965,643
06065042739,06,065,042739,9259,4642,4617,3667,719,1000,3284,589
06065042740,06,065,042740,2384,1026,1358,1720,163,65,362,74
06065042741,06,065,042741,2479,1032,1447,1590,214,104,462,109
06065042742,06,065,042742,6035,2964,3071,2539,390,429,2333,344
06065042743,06,065,042743,4180,2065,2115,1819,265,276,1536,284
06065042744,06,065,042744,3597,1813,1784,1100,37,31,2285,144
06065042745,06,065,042745,6212,3005,3207,2891,310,274,2431,306
06065042746,06,065,042746,4435,2240,2195,208,383,62,3695,87
06075020402,06,075,020402,4547,2781,1766,2681,130,782,590,364
06075020202,06,075,020202,3914,2156,1758,1683,227,864,879,261
06075020300,06,075,020300,3624,2232,1392,2125,71,674,511,243
06075020401,06,075,020401,3235,2051,1184,2144,40,497,318,236
