GEOID,state,county,tract,total_pop,male,female,white_non_hispanic,black_non_hispanic,asian_non_hispanic,hispanic,other
10003013700,10,003,013700,4071,2013,2058,1926,842,237,847,219
10003013800,10,003,013800,5901,2949,2952,3024,784,1340,519,234
10003013901,10,003,013901,3492,1716,1776,1803,755,146,568,220
10003013903,10,003,013903,4820,2354,2466,2391,1432,376,379,242
10003013905,10,003,013905,4169,2038,2131,1470,1080,1047,340,232
10003013906,10,003,013906,4648,2293,2355,1760,1232,1124,331,201
10003014000,10,003,014000,5441,2644,2797,2495,1413,422,832,279
10003014100,10,003,014100,4985,2361,2624,2475,1151,102,925,332
10003014200,10,003,014200,1600,763,837,1226,115,87,93,79
10003014301,10,003,014301,1317,661,656,1109,45,48,64,51
10003014302,10,003,014302,4908,2224,2684,3263,876,210,353,206
10003014402,10,003,014402,2807,1328,1479,2007,165,299,204,132
10003014403,10,003,014403,3611,1809,1802,2234,483,335,351,208
10003014404,10,003,014404,4159,2072,2087,2760,340,672,212,175
10003014501,10,003,014501,2134,941,1193,1390,286,217,170,71
10003014502,10,003,014502,7374,3081,4293,4284,1778,411,530,371
10003014702,10,003,014702,1910,942,968,1222,312,77,203,96
10003014703,10,003,014703,4827,2277,2550,2516,755,410,910,236
10003014705,10,003,014705,5891,2823,3068,3262,1032,410,790,397
10003014706,10,003,014706,2929,1377,1552,1068,1162,216,316,167
10003014803,10,003,014803,4150,2041,2109,2815,461,426,252,196
10003014808,10,003,014808,6476,3058,3418,2805,2128,385,761,397
10003003002,10,003,003002,3060,2030,1030,427,2318,3,239,73
10003002700,10,003,002700,2990,1496,1494,769,1257,156,661,147
10003002800,10,003,002800,2378,1175,1203,977,913,100,261,127
10003002900,10,003,002900,3499,1676,1823,196,2969,7,199,128
10003010104,10,003,010104,3620,1701,1919,1501,1293,133,507,186
10003010105,10,003,010105,2916,1403,1513,1021,1204,194,358,139
10003010106,10,003,010106,1760,803,957,574,587,438,88,73
10003010200,10,003,010200,2034,994,1040,1277,462,78,124,93
10003010300,10,003,010300,4106,1966,2140,1914,1015,536,404,237
10003010400,10,003,010400,4591,2270,2321,3217,526,435,228,185
10003010502,10,003,010502,5779,2712,3067,3955,1003,188,335,298
10003010703,10,003,010703,2036,917,1119,1109,600,64,126,137
10003010704,10,003,010704,3947,1788,2159,1395,1962,120,276,194
10003010800,10,003,010800,4796,2272,2524,3533,527,314,242,180
10003010900,10,003,010900,2773,1346,1427,2364,113,88,92,116
10003011000,10,003,011000,3201,1577,1624,2473,302,123,158,145
10003011100,10,003,011100,2654,1248,1406,2262,122,71,94,105
10003011201,10,003,011201,2421,1193,1228,1537,152,560,94,78
10003011202,10,003,011202,4003,1911,2092,3047,281,384,134,157
10003011203,10,003,011203,4805,2274,2531,2746,1005,628,204,222
10003011204,10,003,011204,3313,1559,1754,2472,405,199,131,106
10003011205,10,003,011205,1968,972,996,1556,122,146,74,70
10003011206,10,003,011206,4319,2036,2283,3602,190,252,131,144
10003011300,10,003,011300,2244,1041,1203,1786,175,143,55,85
10003011400,10,003,011400,3456,1647,1809,2947,135,147,110,117
10003011500,10,003,011500,2908,1398,1510,2320,122,156,160,150
10003011600,10,003,011600,3287,1536,1751,2742,134,126,138,147
10003011700,10,003,011700,4260,2059,2201,3712,89,145,158,156
10003011800,10,003,011800,4927,2386,2541,4021,124,431,161,190
10003011900,10,003,011900,3298,1621,1677,2601,90,240,252,115
10003012000,10,003,012000,4334,2157,2177,2652,510,113,873,186
10003012100,10,003,012100,2901,1458,1443,1930,264,71,519,117
10003012200,10,003,012200,4676,2294,2382,2330,605,73,1462,206
10003012300,10,003,012300,2739,1302,1437,1326,519,89,675,130
10003012400,10,003,012400,4637,2212,2425,2345,617,47,1437,191
10003012500,10,003,012500,5660,2801,2859,3077,805,34,1486,258
10003012600,10,003,012600,2945,1448,1497,2038,206,62,518,121
10003012700,10,003,012700,4392,2075,2317,2765,506,46,915,160
10003012900,10,003,012900,4823,2361,2462,1795,1132,27,1665,204
10003013000,10,003,013000,1927,910,1017,1324,104,43,353,103
10003013100,10,003,013100,2248,1113,1135,1524,127,56,415,126
10003013200,10,003,013200,2653,1286,1367,1505,261,48,722,117
10003016807,10,003,016807,1901,947,954,1338,337,36,97,93
10003016805,10,003,016805,1723,888,835,1472,65,8,77,101
10003016806,10,003,016806,6347,3145,3202,3515,1717,282,409,424
10003016808,10,003,016808,7377,3889,3488,4460,1864,173,424,456
10003016901,10,003,016901,2364,1184,1180,2067,71,16,100,110
10003016904,10,003,016904,3096,2383,713,1740,1121,15,141,79
10003980100,10,003,980100,0,0,0,0,0,0,0,0
10003990100,10,003,990100,0,0,0,0,0,0,0,0
10005050101,10,005,050101,4013,1979,2034,3136,247,25,417,188
10005050103,10,005,050103,5063,2349,2714,3953,448,111,336,215
10005050104,10,005,050104,5031,2414,2617,2884,831,60,1002,254
10005050105,10,005,050105,5939,2846,3093,3033,1380,22,1167,337
10005050200,10,005,050200,3744,1878,1866,2038,816,14,654,222
10005050302,10,005,050302,5521,2696,2825,3279,623,44,1294,281
10005050303,10,005,050303,2935,1425,1510,2154,400,27,205,149
10005050304,10,005,050304,4616,2230,2386,3146,661,65,489,255
10005050401,10,005,050401,3606,1774,1832,2765,505,35,119,182
10005050403,10,005,050403,3517,1734,1783,1974,658,20,671,194
10005050405,10,005,050405,4378,2143,2235,2677,1007,100,340,254
10005050406,10,005,050406,5475,2529,2946,2386,1811,110,872,296
10005050407,10,005,050407,5238,2590,2648,2758,1447,110,633,290
10005050408,10,005,050408,4534,2228,2306,2642,941,22,688,241
10005050501,10,005,050501,4201,2114,2087,2700,459,43,794,205
10005050503,10,005,050503,5604,2846,2758,1220,564,6,3671,143
10005050505,10,005,050505,2420,1790,630,1237,749,19,372,43
10005050506,10,005,050506,4112,2060,2052,2376,467,17,1080,172
10005050601,10,005,050601,5391,2652,2739,3658,449,37,985,262
10005050603,10,005,050603,3956,1818,2138,2902,447,86,260,261
10005050604,10,005,050604,4674,2109,2565,2772,874,138,613,277
10005050701,10,005,050701,5068,2463,2605,3615,622,41,449,341
10005050703,10,005,050703,2153,1087,1066,1383,193,10,377,190
10005050706,10,005,050706,1772,836,936,1632,13,8,41,78
10005050707,10,005,050707,2578,1170,1408,2203,152,29,83,111
10005050708,10,005,050708,2774,1340,1434,2209,139,68,235,123
10005050709,10,005,050709,1956,907,1049,1801,34,14,50,57
10005050710,10,005,050710,1870,913,957,1344,148,11,206,161
10005050711,10,005,050711,1505,751,754,1141,66,5,204,89
10005050801,10,005,050801,3979,1897,2082,3029,363,47,370,170
10003014812,10,003,014812,4559,2209,2350,2492,1109,470,260,228
10003014809,10,003,014809,8360,3947,4413,4050,2726,503,587,494
10003014810,10,003,014810,7083,3480,3603,4012,1792,321,579,379
10003014811,10,003,014811,6677,3341,3336,3668,999,1435,292,283
10003014813,10,003,014813,4889,2422,2467,2642,950,675,384,238
10003014814,10,003,014814,4361,2107,2254,2305,930,525,368,233
10003014903,10,003,014903,7365,3514,3851,1547,3048,220,2273,277
10003014904,10,003,014904,5003,2377,2626,1971,1730,561,521,220
10003014906,10,003,014906,5339,2489,2850,1568,2538,340,632,261
10003014907,10,003,014907,4921,2235,2686,1583,2357,143,586,252
10003014908,10,003,014908,2425,998,1427,441,1467,57,338,122
10003014909,10,003,014909,6186,2889,3297,1568,3167,124,990,337
10003015000,10,003,015000,5659,2760,2899,2506,1766,138,1036,213
10003015100,10,003,015100,3594,1704,1890,2028,726,49,632,159
10003015200,10,003,015200,5783,2735,3048,2372,1436,90,1646,239
10003015400,10,003,015400,2932,1338,1594,161,2195,27,455,94
10003015502,10,003,015502,2686,1318,1368,592,1507,10,475,102
10003015600,10,003,015600,2343,1144,1199,455,1031,6,750,101
10003015802,10,003,015802,2276,1150,1126,874,415,19,875,93
10003015900,10,003,015900,3344,1628,1716,1477,950,40,690,187
10003016000,10,003,016000,2999,1390,1609,726,1525,18,563,167
10003016100,10,003,016100,1961,949,1012,1218,557,12,101,73
10003016200,10,003,016200,3051,1411,1640,1974,595,52,299,131
10003016301,10,003,016301,7385,3543,3842,3342,2009,795,914,325
10003016306,10,003,016306,4598,2200,2398,1591,1881,258,655,213
10003016307,10,003,016307,2756,1351,1405,1232,1011,163,231,119
10003016308,10,003,016308,3728,1768,1960,750,2182,297,351,148
10003016309,10,003,016309,4125,2003,2122,1409,1959,84,464,209
10003016401,10,003,016401,6711,3272,3439,3030,2110,748,431,392
10003016404,10,003,016404,3334,1625,1709,2325,519,38,222,230
10003016608,10,003,016608,6561,3223,3338,4361,1246,304,276,374
10003016609,10,003,016609,5595,2820,2775,4489,493,116,268,229
10003016610,10,003,016610,7062,3236,3826,3756,2035,279,625,367
10003016611,10,003,016611,7851,3845,4006,4439,1756,753,498,405
10003016612,10,003,016612,6450,3126,3324,4304,1092,466,285,303
10003016613,10,003,016613,6109,2812,3297,2537,2177,268,766,361
10003016614,10,003,016614,6239,3013,3226,3449,1661,367,445,317
10005051314,10,005,051314,2525,1191,1334,2310,28,23,87,77
10005051311,10,005,051311,1832,895,937,1733,5,10,46,38
10005051312,10,005,051312,2290,1107,1183,2072,24,25,105,64
10005051313,10,005,051313,3144,1445,1699,2802,36,43,151,112
10005051400,10,005,051400,3878,1887,1991,2189,473,91,977,148
10005051501,10,005,051501,2246,1069,1177,1131,372,24,628,91
10005051502,10,005,051502,3228,1583,1645,2341,367,31,321,168
10005051701,10,005,051701,4103,2018,2085,3343,208,45,280,227
10005051702,10,005,051702,6577,3294,3283,5233,568,69,387,320
10005051801,10,005,051801,5359,2582,2777,3499,754,99,735,272
10005051802,10,005,051802,4354,2037,2317,2205,1389,35,463,262
10005051900,10,005,051900,4760,2330,2430,3522,663,88,206,281
10005980000,10,005,980000,1,0,1,0,0,0,1,0
10005990000,10,005,990000,0,0,0,0,0,0,0,0
10001042000,10,001,042000,3064,1584,1480,2539,155,25,102,243
10001041803,10,001,041803,4384,2106,2278,2376,1077,87,397,447
10001041804,10,001,041804,5980,2896,3084,3570,1465,155,354,436
10001041900,10,001,041900,5289,2632,2657,4357,225,27,335,345
10001042100,10,001,042100,3997,1933,2064,2889,519,57,220,312
10001042203,10,001,042203,5705,2725,2980,3250,1237,257,480,481
10001042204,10,001,042204,4773,2374,2399,2705,1146,177,385,360
10001042205,10,001,042205,3019,1427,1592,1618,848,33,300,220
10001042206,10,001,042206,2822,1376,1446,1966,454,33,158,211
10001042207,10,001,042207,2576,1263,1313,1653,458,59,211,195
10001042208,10,001,042208,4016,1909,2107,2517,722,63,439,275
10001042500,10,001,042500,3590,1696,1894,1386,1273,53,654,224
10001042801,10,001,042801,2007,1004,1003,1720,85,7,70,125
10001042802,10,001,042802,5612,2729,2883,3917,988,66,286,355
10001042900,10,001,042900,5105,2502,2603,3901,567,44,284,309
10001043000,10,001,043000,5414,2528,2886,3554,1067,36,351,406
10001043100,10,001,043100,2573,1283,1290,2247,135,28,63,100
10001043202,10,001,043202,3722,1858,1864,2882,275,24,268,273
10001043300,10,001,043300,6553,3150,3403,2561,3037,121,379,455
10001043400,10,001,043400,5648,2673,2975,3738,944,87,523,356
10001980000,10,001,980000,108,91,17,56,7,6,26,13
10001990000,10,001,990000,0,0,0,0,0,0,0,0
10003000200,10,003,000200,5298,2394,2904,821,3899,46,272,260
10003000300,10,003,000300,3012,1347,1665,397,2314,18,155,128
10003000400,10,003,000400,2957,1427,1530,1161,1418,24,171,183
10003000500,10,003,000500,3453,1535,1918,287,2765,9,236,156
10003000601,10,003,000601,2773,1317,1456,93,2387,9,165,119
10003000602,10,003,000602,2876,1328,1548,194,2354,21,176,131
10003000900,10,003,000900,2267,1012,1255,98,1852,8,207,102
10003001100,10,003,001100,3375,1532,1843,2386,557,95,214,123
10003001200,10,003,001200,1605,815,790,1327,115,38,63,62
10003001300,10,003,001300,3588,1697,1891,3208,92,55,103,130
10003001400,10,003,001400,2103,984,1119,1062,600,25,320,96
10003001500,10,003,001500,2231,1051,1180,864,970,34,243,120
10003001600,10,003,001600,2419,1107,1312,357,1675,10,245,132
10003001902,10,003,001902,2113,936,1177,380,1408,97,125,103
10003002100,10,003,002100,1809,793,1016,130,1337,36,216,90
10003002200,10,003,002200,2874,1373,1501,124,1436,5,1222,87
10003002300,10,003,002300,3003,1420,1583,280,1505,32,1050,136
10003002400,10,003,002400,4250,1869,2381,1680,1682,42,684,162
10003002500,10,003,002500,3235,1547,1688,1193,989,27,901,125
10003002600,10,003,002600,3730,1799,1931,481,1815,10,1295,129
10001040100,10,001,040100,7315,3636,3679,5906,578,49,337,445
10001040201,10,001,040201,5446,2610,2836,3294,1314,47,421,370
10001040203,10,001,040203,5182,2355,2827,2736,1671,75,369,331
10001040204,10,001,040204,6451,3106,3345,3532,1991,131,396,401
10001040205,10,001,040205,4699,2141,2558,2374,1504,123,384,314
10001040206,10,001,040206,7643,3658,3985,4004,2556,191,460,432
10001040501,10,001,040501,4605,2191,2414,1779,1866,155,501,304
10001040502,10,001,040502,2645,1235,1410,1236,908,81,236,184
10001040700,10,001,040700,5461,2483,2978,2414,1969,256,348,474
10001040900,10,001,040900,2374,1088,1286,1325,633,87,142,187
10001041000,10,001,041000,7443,3459,3984,2583,3003,260,1045,552
10001041101,10,001,041101,2816,1431,1385,1610,429,81,438,258
10001041200,10,001,041200,4368,2039,2329,1765,1463,291,520,329
10001041300,10,001,041300,2059,966,1093,842,887,36,142,152
10001041400,10,001,041400,3839,1849,1990,1189,1880,123,341,306
10001041500,10,001,041500,4085,1876,2209,1745,1575,106,364,295
10001041600,10,001,041600,2107,968,1139,1471,272,55,152,157
10001041701,10,001,041701,6164,2965,3199,3593,1407,237,410,517
10001041702,10,001,041702,4472,2167,2305,2494,1152,213,262,351
10001041802,10,001,041802,6720,3217,3503,3551,1995,320,428,426
