state,ufactor,niter,objtype,seed,compactness_mean,compactness_std,compactness_min,compactness_max,pop_max_deviation,pop_mean_deviation,pop_std_deviation
AL,5,100,cut,48,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,49,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,50,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,51,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,52,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,53,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,54,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,55,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,56,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,57,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,58,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,59,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,60,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,61,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,62,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,63,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,64,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,65,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,66,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,67,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,68,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,69,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,70,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,71,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,72,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,73,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,74,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,75,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,76,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,77,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,78,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,79,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,80,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,81,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,82,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,83,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,84,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,85,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,86,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,87,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,88,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,89,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,90,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,91,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,92,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,93,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,94,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,95,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,96,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,97,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,98,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,99,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
AL,5,100,cut,100,0.24845402085466667,0.05859534886287909,0.12803581101675587,0.3100743669521841,0.13359130732986996,0.05428497444963788,0.045336271215995295
PA,5,100,cut,1,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,2,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,3,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,4,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,5,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,6,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,7,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,8,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,9,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,10,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,11,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,12,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,13,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,14,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,15,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,16,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,17,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,18,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,19,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,20,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,21,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,22,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,23,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,24,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,25,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,26,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,27,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,28,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,29,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,30,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,31,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,32,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,33,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,34,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,35,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,36,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,37,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,38,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,39,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,40,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,41,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,42,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,43,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,44,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,45,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,46,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,47,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,48,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,49,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,50,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,51,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,52,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,53,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,54,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,55,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,56,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,57,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,58,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,59,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,60,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,61,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,62,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,63,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,64,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,65,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,66,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,67,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,68,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,69,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,70,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,71,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,72,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,73,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,74,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,75,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,76,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,77,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,78,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,79,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,80,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,81,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,82,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,83,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
PA,5,100,cut,84,0.28500067759921033,0.0644348192047751,0.19159286215163257,0.38760609819338765,0.2900243795519455,0.11657035936880114,0.08751903366504349
